t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m4_x,m4_y,m4_z
625911.695519958,1779719954.455076,113855,176.5500030517578,-86.55000305175781,-1550.010009765625,20.700000762939453,203.5500030517578,-1363.6700439453125
625911.695536313,1779719954.4551067,113856,174.15000915527344,-91.35000610351562,-1544.927978515625,21.450000762939453,206.10000610351562,-1361.25
625911.695546338,1779719954.455118,113857,179.40000915527344,-90.30000305175781,-1533.7960205078125,19.200000762939453,204.3000030517578,-1362.4599609375
625911.695555091,1779719954.455127,113858,175.0500030517578,-90.0,-1537.426025390625,16.200000762939453,206.25001525878906,-1372.1400146484375
625911.695685749,1779719954.4552577,113859,174.15000915527344,-88.5,-1544.2020263671875,18.450000762939453,205.65000915527344,-1363.18603515625
625911.697689371,1779719954.457253,113860,175.95001220703125,-87.9000015258789,-1541.781982421875,19.80000114440918,199.35000610351562,-1368.2679443359375
625911.699685091,1779719954.4592545,113861,167.25,-94.05000305175781,-1535.248046875,18.450000762939453,204.3000030517578,-1363.427978515625
625911.701682353,1779719954.4612525,113862,172.20001220703125,-85.5,-1545.4119873046875,21.600000381469727,208.0500030517578,-1366.33203125
625911.703680577,1779719954.4632523,113863,163.5,-87.9000015258789,-1537.1839599609375,29.850000381469727,202.50001525878906,-1373.3499755859375
625911.705686793,1779719954.4652562,113864,166.20001220703125,-86.55000305175781,-1544.68603515625,25.200000762939453,206.10000610351562,-1368.751953125
625911.708012953,1779719954.467583,113865,160.95001220703125,-80.70000457763672,-1538.8780517578125,18.900001525878906,217.35000610351562,-1369.9620361328125
625911.709682419,1779719954.4692519,113866,158.25,-87.0,-1533.31201171875,25.200000762939453,207.00001525878906,-1370.446044921875
625911.711691199,1779719954.4712596,113867,165.75,-84.60000610351562,-1545.1700439453125,20.700000762939453,215.40000915527344,-1372.1400146484375
625911.71370102,1779719954.4732711,113868,159.0,-92.10000610351562,-1539.3619384765625,20.100000381469727,211.65000915527344,-1364.39599609375
625911.715686945,1779719954.4752562,113869,163.0500030517578,-90.45000457763672,-1540.81396484375,16.05000114440918,212.25001525878906,-1365.364013671875
625911.717686351,1779719954.4772568,113870,160.5,-85.6500015258789,-1536.9420166015625,19.80000114440918,210.75001525878906,-1365.8480224609375
625911.719682511,1779719954.4792533,113871,159.90000915527344,-92.25,-1535.489990234375,22.650001525878906,215.25001525878906,-1365.1219482421875
625911.721694556,1779719954.4812584,113872,163.5,-90.45000457763672,-1534.280029296875,22.950000762939453,212.25001525878906,-1368.510009765625
625911.72368611,1779719954.483257,113873,158.5500030517578,-84.30000305175781,-1529.43994140625,21.30000114440918,211.0500030517578,-1370.2039794921875
625911.725682541,1779719954.4852533,113874,151.8000030517578,-86.85000610351562,-1534.52197265625,24.450000762939453,217.50001525878906,-1371.1719970703125
625911.727680284,1779719954.4872525,113875,156.60000610351562,-86.85000610351562,-1538.635986328125,26.100000381469727,208.65000915527344,-1378.916015625
625911.729691978,1779719954.489264,113876,160.20001220703125,-84.45000457763672,-1537.9100341796875,24.900001525878906,204.60000610351562,-1369.9620361328125
625911.731687988,1779719954.4912598,113877,158.40000915527344,-91.80000305175781,-1538.8780517578125,22.650001525878906,203.5500030517578,-1368.9940185546875
625911.733682066,1779719954.4932544,113878,155.85000610351562,-92.4000015258789,-1534.0379638671875,18.600000381469727,210.45001220703125,-1365.364013671875
625911.735678787,1779719954.4952514,113879,159.90000915527344,-95.55000305175781,-1532.8280029296875,21.75,216.15000915527344,-1366.0899658203125
625911.737681117,1779719954.4972527,113880,159.90000915527344,-91.05000305175781,-1538.635986328125,22.80000114440918,210.3000030517578,-1368.751953125
625911.739681714,1779719954.4992528,113881,155.5500030517578,-86.70000457763672,-1537.66796875,20.700000762939453,209.5500030517578,-1365.364013671875
625911.741682322,1779719954.5012536,113882,162.0,-91.5,-1534.52197265625,21.900001525878906,209.85000610351562,-1369.2359619140625
625911.743684021,1779719954.5032542,113883,164.40000915527344,-81.60000610351562,-1536.4580078125,16.5,211.95001220703125,-1365.60595703125
625911.745683166,1779719954.5052547,113884,165.15000915527344,-85.80000305175781,-1542.75,23.25,212.40000915527344,-1367.300048828125
625911.747684384,1779719954.5072544,113885,161.5500030517578,-78.30000305175781,-1535.9739990234375,25.650001525878906,200.70001220703125,-1370.446044921875
625911.749682849,1779719954.509255,113886,162.45001220703125,-87.0,-1536.2159423828125,22.650001525878906,211.95001220703125,-1365.8480224609375
625911.751684928,1779719954.5112555,113887,160.95001220703125,-93.60000610351562,-1539.60400390625,19.200000762939453,212.85000610351562,-1365.1219482421875
625911.753682551,1779719954.5132537,113888,157.95001220703125,-85.5,-1541.781982421875,19.950000762939453,209.40000915527344,-1367.300048828125
625911.755858123,1779719954.5154302,113889,160.8000030517578,-99.75000762939453,-1529.43994140625,16.80000114440918,205.95001220703125,-1368.751953125
625911.758014666,1779719954.5175846,113890,160.0500030517578,-90.45000457763672,-1532.343994140625,17.400001525878906,211.95001220703125,-1368.0260009765625
625911.760011528,1779719954.5195806,113891,161.70001220703125,-87.1500015258789,-1534.280029296875,16.650001525878906,217.20001220703125,-1363.427978515625
625911.761683688,1779719954.521253,113892,162.15000915527344,-85.6500015258789,-1536.9420166015625,19.5,217.50001525878906,-1372.1400146484375
625911.763685898,1779719954.5232549,113893,164.10000610351562,-91.20000457763672,-1535.0059814453125,25.200000762939453,205.65000915527344,-1371.4139404296875
