t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
15357.054715907,2802,100996.39,99064.62,100993.25,104839.39,101004.92,101008.25,101005.3,100997.16
15357.068141994,2803,100988.4,99066.71,100995.32,104835.39,101008.94,101008.25,100996.2,100996.12
15357.088858613,2804,100989.46,99052.53,100978.25,104827.39,101008.94,100996.22,100993.24,100990.18
15357.109175848,2805,100978.54,99036.4,100958.21,104870.29,100992.87,100983.14,100977.16,100974.15
15357.129845937,2806,100988.4,99073.73,100984.33,104822.28,101008.94,101003.18,101004.23,100996.12
15357.153997043,2807,100974.54,99033.41,100969.33,104811.38,100973.83,100988.21,100995.37,100990.18
15357.174656125,2808,100998.52,99011.17,100965.19,104820.49,100950.6,100993.27,101005.3,101002.2
15357.195069766,2809,101067.51,98752.09,101039.41,104834.28,101016.97,101064.38,101029.42,101010.21
15357.216609121,2810,100958.56,98973.84,100959.25,104821.59,100952.7,100975.12,100965.1,100964.07
15357.236125864,2811,101092.28,99068.66,101013.42,104830.28,101004.92,101009.31,100962.15,100956.06
15357.256730654,2812,101028.35,99051.49,101033.47,104843.39,101031.13,101057.42,101052.47,101012.15
15357.277450458,2813,100972.42,99010.13,100983.29,104826.28,100997.94,101013.32,101005.3,100964.07
15357.297857929,2814,100994.52,99008.18,100982.39,104810.28,100998.99,100992.22,100996.2,100964.07
15357.322025932,2815,100980.41,99036.4,100991.31,104850.29,101020.99,101005.3,101004.23,101001.16
15357.342647457,2816,100997.45,99028.34,100995.45,104858.29,101012.96,100997.28,101013.34,101002.2
15357.363109641,2817,100982.54,99024.3,100983.29,104810.28,101015.06,101000.23,100988.16,100980.1
15357.383873341,2818,100988.4,98995.04,100968.3,104811.38,101009.99,100992.22,100989.22,100990.18
15357.404295044,2819,100986.53,99023.26,100981.36,104794.28,101014.01,101009.31,101007.43,100995.22
15357.424762276,2820,100993.46,99039.39,100991.31,104806.28,100998.99,101004.24,101005.3,100990.18
15357.445231251,2821,100987.33,99021.31,100984.33,104796.48,101007.02,100998.34,101006.36,101000.13
15357.465929672,2822,101012.37,99004.14,100991.31,104810.28,101005.97,101025.35,100998.32,100988.11
15357.489630317,2823,101005.44,98992.05,100992.35,104794.28,101000.9,101017.33,101011.45,100981.13
15357.510750417,2824,101012.37,99012.21,101005.41,104812.49,100997.94,101025.35,101015.47,100985.14
15357.532115057,2825,100989.46,98996.08,100992.35,104797.17,100993.06,101013.32,100989.22,101006.2
