t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
626267.81909551,1199,102670.71,102622.28,102664.62,106284.53,102668.42,102678.73,102681.72,102689.93
626267.839228772,1200,102671.78,102628.47,102652.54,106283.85,102663.32,102682.76,102684.94,102680.83
626267.859975102,1201,102675.01,102632.52,102666.72,106284.53,102656.3,102688.93,102691.94,102685.9
626267.880266333,1202,102680.89,102642.55,102662.53,106285.64,102672.45,102680.87,102684.94,102686.95
626267.900994775,1203,102672.86,102626.33,102666.56,106278.72,102674.58,102684.9,102697.06,102679.79
626267.92146664,1204,102684.9,102614.17,102666.56,106290.78,102667.35,102675.77,102686.83,102681.88
626267.943130878,1205,102669.92,102630.39,102668.65,106286.76,102662.26,102682.76,102688.98,102684.86
626267.965717933,1206,102678.74,102622.28,102662.53,106275.38,102668.42,102688.93,102691.94,102677.85
626267.986755553,1207,102671.0,102630.39,102667.61,106280.51,102664.38,102687.86,102682.79,102673.83
626268.006817427,1208,102668.84,102620.14,102662.53,106278.72,102668.42,102674.7,102682.79,102679.79
626268.028160359,1209,102674.72,102623.35,102664.62,106276.49,102660.34,102678.73,102687.9,102684.86
626268.047959976,1210,102672.86,102641.48,102679.69,106276.49,102663.32,102678.73,102682.79,102678.74
626268.068901421,1211,102680.89,102622.28,102662.53,106283.85,102663.32,102672.81,102672.56,102673.83
626268.089136787,1212,102671.78,102625.26,102666.56,106282.74,102664.38,102680.87,102693.02,102680.83
626268.110065873,1213,102680.89,102623.35,102663.58,106276.49,102669.48,102688.93,102691.94,102682.93
626268.133730939,1214,102679.81,102627.18,102668.65,106283.42,102666.5,102680.87,102690.87,102686.95
626268.154184255,1215,102670.71,102622.28,102670.74,106284.53,102665.44,102691.07,102690.87,102684.86
626268.17486793,1216,102684.9,102637.42,102658.5,106276.49,102673.51,102684.65,102690.87,102677.85
626268.195895725,1217,102675.8,102624.19,102668.65,106284.53,102672.45,102685.97,102694.91,102679.79
626268.216071502,1218,102681.96,102623.35,102650.45,106284.53,102666.29,102690.0,102682.79,102681.88
626268.237141671,1219,102689.99,102623.35,102672.68,106276.49,102660.34,102676.59,102686.83,102685.9
626268.257192188,1220,102683.83,102630.39,102668.65,106272.47,102664.38,102694.85,102680.64,102681.88
626268.278093051,1221,102679.81,102638.49,102671.63,106276.49,102664.38,102678.73,102690.87,102682.93
626268.301753139,1222,102694.01,102622.28,102669.7,106278.72,102663.32,102678.73,102685.75,102679.79
626268.322208979,1223,102687.84,102612.03,102666.56,106292.57,102668.42,102685.97,102689.79,102672.78
626268.342861697,1224,102676.87,102625.26,102659.55,106275.81,102676.49,102681.94,102690.87,102681.88
626268.364233563,1225,102683.83,102622.28,102660.6,106283.42,102668.42,102686.79,102689.79,102679.79
626268.383924886,1226,102681.96,102622.28,102663.58,106282.31,102665.44,102686.79,102690.87,102689.93
626268.404457012,1227,102684.9,102638.49,102673.72,106277.61,102664.38,102692.96,102689.79,102684.86
626268.425013194,1228,102679.81,102620.14,102656.57,106280.51,102658.43,102677.66,102676.6,102676.81
626268.446039757,1229,102674.72,102629.32,102672.68,106279.4,102673.51,102678.73,102690.87,102682.77
626268.469745895,1230,102674.72,102613.1,102660.6,106293.68,102648.23,102688.93,102691.94,102686.95
626268.490203437,1231,102678.74,102625.26,102668.65,106276.49,102662.26,102696.99,102670.67,102672.78
626268.510899581,1232,102675.01,102622.28,102659.55,106284.53,102668.42,102687.86,102673.64,102679.79
626268.531336573,1233,102677.95,102621.21,102667.61,106283.42,102656.3,102681.69,102690.87,102676.81
626268.551986637,1234,102687.05,102622.28,102671.63,106276.49,102664.38,102682.76,102677.68,102686.95
626268.57241138,1235,102675.8,102612.03,102659.55,106280.51,102668.42,102680.87,102690.87,102672.78
626268.593025609,1236,102674.72,102622.28,102680.73,106267.34,102657.36,102681.94,102675.79,102676.81
626268.613489542,1237,102679.02,102626.33,102664.62,106277.61,102656.3,102678.73,102682.79,102674.87
626268.637758631,1238,102682.75,102626.11,102668.65,106280.51,102666.29,102688.93,102695.98,102675.76
626268.658212518,1239,102675.8,102629.32,102668.65,106272.47,102667.35,102691.89,102698.95,102679.79
626268.678892828,1240,102679.81,102624.19,102662.53,106292.57,102665.44,102690.0,102693.02,102685.9
626268.699416721,1241,102680.89,102630.39,102658.5,106276.49,102662.26,102680.87,102680.64,102677.7
626268.719922687,1242,102675.8,102620.14,102670.59,106282.74,102663.32,102687.86,102697.06,102673.83
626268.741216665,1243,102681.96,102641.48,102663.58,106279.4,102647.17,102683.83,102682.79,102671.74
626268.761310317,1244,102688.92,102629.32,102668.65,106280.51,102656.3,102690.0,102683.86,102675.76
626268.781916995,1245,102677.95,102630.39,102659.55,106288.55,102666.29,102686.79,102683.86,102683.81
626268.805804647,1246,102681.96,102621.21,102669.54,106284.53,102663.32,102667.72,102691.94,102680.83
626268.826228529,1247,102670.71,102638.49,102655.52,106280.51,102668.42,102690.82,102690.87,102681.88
626268.846873435,1248,102689.99,102622.28,102668.65,106272.47,102663.32,102670.68,102694.91,102689.93
626268.867369045,1249,102676.87,102625.26,102671.63,106284.53,102664.38,102677.66,102689.79,102674.72
626268.888011167,1250,102683.83,102618.22,102666.56,106284.53,102671.39,102680.62,102690.87,102678.74
626268.908342308,1251,102691.07,102625.26,102656.57,106283.42,102668.42,102684.65,102690.87,102678.74
626268.928965321,1252,102691.86,102625.26,102663.58,106276.49,102648.02,102680.62,102682.79,102678.74
626268.953159007,1253,102682.75,102614.17,102668.65,106280.51,102661.4,102678.73,102681.72,102673.83
626268.973802861,1254,102682.75,102625.26,102680.73,106276.49,102660.34,102677.66,102700.02,102678.74
