t_pc,sample_idx,force
15474.835520283,401,-30.2097
15475.274217515,402,-31.8239
15475.717209744,403,-31.6203
15476.15448258,404,-32.4382
15476.596687418,405,-31.6425
15477.035137024,406,-32.0941
15477.473318174,407,-55.8575
15477.916312556,408,-235.0094
15478.35387527,409,-80.5383
15478.796132647,410,-4.8888
15479.234460378,411,2.1488
15479.672757733,412,3.3497
15480.115179198,413,3.6565
15480.553393507,414,3.4972
15480.99564169,415,4.6677
15481.434036732,416,3.7674
15481.872311643,417,3.9661
15482.314617122,418,3.3334
15482.752985353,419,3.5433
15483.191176066,420,3.2222
15483.633598261,421,3.5789
15484.071704275,422,3.982
15484.514144939,423,4.4001
15484.952301449,424,4.1782
15485.390668538,425,3.957
15485.832939764,426,4.0448
15486.271210477,427,3.627
15486.714338891,428,3.6143
15487.153035367,429,3.0441
15487.590163371,430,3.0679
15488.032464512,431,3.4737
15488.470695364,432,3.4246
15488.913147794,433,3.7638
15489.351286827,434,3.6394
15489.789538721,435,4.0615
15490.232059203,436,4.4556
15490.670155381,437,4.8328
15491.112420236,438,3.9343
15491.550898101,439,3.297
15491.989150976,440,3.6796
15492.431389281,441,3.8633
15492.869592049,442,3.24
15493.311881061,443,3.616
15493.750370353,444,3.7588
15494.188511898,445,4.1692
15494.630950726,446,5.0214
15495.069141897,447,5.2056
15495.507763859,448,5.4975
15495.949772175,449,4.8325
15496.387981863,450,4.2883
15496.831077784,451,4.3748
15497.268650619,452,4.5074
15497.706930903,453,4.5157
15498.149198001,454,4.4515
15498.587439116,455,5.7869
15499.029773084,456,4.8341
15499.46802832,457,4.737
15499.906399421,458,4.5804
15500.348655251,459,5.5892
15500.789170367,460,5.0303
15501.230098547,461,5.741
15501.667606993,462,5.2955
15502.105886826,463,4.9796
15502.550028999,464,5.1588
15502.986546325,465,5.6194
15503.428695011,466,4.8978
15503.867054374,467,5.3057
15504.305324372,468,5.4397
15504.747684598,469,5.5621
15505.185978191,470,5.7787
15505.628147208,471,5.7672
15506.066469444,472,5.4782
15506.504802036,473,6.003
15506.947349545,474,5.6802
15507.385382564,475,4.6819
15507.823641743,476,5.3349
15508.265997252,477,6.094
15508.704346238,478,5.9995
15509.146563407,479,5.8438
15509.584861786,480,5.4849
15510.023111982,481,6.1304
15510.465574813,482,6.1908
15510.903780261,483,6.773
15511.345983338,484,6.0168
15511.784355368,485,6.4826
15512.222645094,486,6.2559
15512.664974612,487,6.936
15513.103243726,488,7.476
15513.546213313,489,7.4786
15513.983828376,490,7.3558
15514.422059012,491,7.553
15514.865051954,492,7.6028
15515.302710784,493,7.9167
15515.741048471,494,23.8159
15516.183321784,495,58.0652
15516.621658769,496,92.544
15517.063879863,497,126.4347
15517.502185331,498,163.6466
15517.942060985,499,72.1925
15518.382859354,500,-31.3594
