t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
14920.228463897,4807,100991.86,98643.01,100996.44,103801.34,101023.58,101010.05,101003.97,101023.2
14920.24899766,4808,100994.79,98640.93,100985.32,103791.54,101018.51,101002.04,101013.07,101015.19
14920.26990617,4809,100993.73,98647.04,100998.37,103797.34,101016.41,101007.93,101005.04,101015.19
14920.290148582,4810,100999.85,98638.97,100982.34,103795.53,101019.57,101006.04,101003.97,101014.16
14920.314307903,4811,100999.85,98647.04,101002.38,103817.34,101026.55,101008.99,101005.04,101011.19
14920.33438261,4812,100994.79,98644.96,100994.37,103802.44,101024.63,101003.92,101001.02,101023.2
14920.355424663,4813,101000.92,98647.04,100990.36,103801.34,101027.6,100999.92,101020.05,101011.19
14920.375476967,4814,101005.98,98646.0,100998.37,103790.44,101020.43,101004.98,100994.87,101026.17
14920.396491667,4815,100997.72,98651.07,100996.44,103794.44,101025.5,101004.98,101009.06,101030.18
14920.416870105,4816,101005.98,98647.04,100999.41,103785.35,101020.43,101002.04,101002.91,101019.2
14920.437584261,4817,100997.99,98643.01,100982.34,103789.35,101028.65,101008.99,100994.87,101023.2
14920.458022459,4818,100991.86,98644.96,100979.37,103805.34,101031.62,101008.99,101009.06,101023.2
14920.481741443,4819,100995.86,98647.04,100994.37,103797.34,101018.51,101012.17,101002.91,101022.17
14920.502398313,4820,100992.13,98671.22,100982.34,103793.35,101026.55,101010.05,101002.91,101015.19
14920.523032287,4821,100997.99,98691.38,100995.4,103789.35,101018.51,101000.98,101009.06,101015.19
14920.54349337,4822,100991.86,98695.41,100996.44,103802.44,101034.58,101002.04,100994.05,101023.2
14920.564491956,4823,100999.85,98704.51,100980.41,103802.44,101031.62,100999.92,100997.83,101024.24
14920.584525462,4824,100997.99,98706.47,100995.4,103802.44,101030.56,100991.9,101005.04,101023.2
14920.605579141,4825,100999.85,98700.48,100992.43,103805.34,101038.6,101013.0,101005.04,101015.19
14920.625733961,4826,100987.87,98709.58,100982.34,103801.34,101026.55,101003.1,101005.04,101019.2
14920.649751937,4827,100997.72,98701.4,100980.27,103803.53,101031.62,101020.19,101003.97,101015.19
14920.670375917,4828,100986.8,98709.46,100996.44,103795.53,101032.67,101006.04,101001.02,101011.19
14920.690895238,4829,101005.98,98710.5,100998.37,103806.44,101034.58,100992.96,101002.91,101011.19
14920.711456642,4830,100993.73,98710.5,100990.36,103806.44,101020.62,101007.93,101005.04,101015.19
14920.731943033,4831,100999.85,98717.53,100994.37,103805.34,101024.45,101002.04,101012.01,101015.19
14920.752520542,4832,100995.86,98714.53,100978.34,103805.34,101036.68,101008.99,101005.04,101014.16
14920.772967143,4833,100996.92,98712.58,100990.36,103803.53,101030.75,101000.98,101001.84,101009.12
14920.793651574,4834,101001.72,98718.56,100994.37,103813.34,101018.51,101000.98,101002.91,101015.19
14920.81774833,4835,100996.92,98719.6,101002.38,103793.35,101020.62,101006.04,101009.88,101014.16
14920.83841867,4836,100994.79,98717.53,101000.45,103805.34,101024.45,101011.11,101009.88,101015.19
14920.85882554,4837,100996.92,98719.6,100996.44,103805.34,101018.51,101008.99,101014.96,101017.26
14920.879454647,4838,101001.98,98717.53,100996.44,103805.34,101018.51,101002.04,100994.87,101011.19
14920.899910162,4839,101000.92,98726.63,100999.41,103804.63,101018.51,101004.98,101014.96,101023.2
14920.920538738,4840,100994.79,98736.76,100994.37,103794.44,101019.57,101012.17,101010.94,101019.2
14920.94104576,4841,101005.98,98739.76,100994.37,103806.44,101032.48,100999.92,101000.78,101022.17
14920.961569448,4842,100993.73,98736.76,100978.34,103805.34,101024.45,100999.92,101009.88,101015.19
14920.985791654,4843,100990.8,98725.59,100990.36,103802.44,101024.63,100999.92,101010.94,101013.12
14921.006438959,4844,100995.86,98726.63,100995.4,103803.53,101020.62,101003.92,101005.04,101025.28
14921.026871538,4845,100987.87,98745.74,100998.37,103812.62,101017.46,101011.94,100999.71,101024.24
14921.047441316,4846,100988.93,98743.79,100992.43,103803.53,101036.68,101010.05,100999.71,101007.18
14921.067949079,4847,100979.88,98746.78,100998.37,103819.53,101031.62,101010.05,100998.89,101015.19
14921.088735344,4848,100999.85,98748.86,100994.37,103802.44,101034.58,100999.09,101002.91,101015.19
14921.109035774,4849,100993.73,98754.85,101002.38,103818.43,101016.41,101008.99,101000.78,101015.19
14921.13331742,4850,100994.79,98751.85,100977.3,103802.44,101021.48,101011.11,101005.04,101025.28
14921.153784472,4851,100990.0,98759.91,100978.34,103803.53,101018.51,100999.92,101003.97,101023.2
14921.174384815,4852,101003.85,98762.91,101002.38,103799.53,101016.41,101003.92,101010.94,101016.23
14921.194935673,4853,101009.97,98759.91,100986.35,103805.34,101031.62,101008.99,101004.8,101025.28
14921.215553894,4854,100985.74,98757.84,100992.43,103803.53,101029.51,101007.93,101005.04,101015.19
14921.235912983,4855,100990.0,98766.94,100996.44,103794.44,101015.55,101006.04,101000.78,101014.16
14921.257847015,4856,100998.79,98762.91,100988.42,103805.34,101026.55,101000.98,100998.89,101015.19
14921.277162473,4857,100986.8,98767.98,100994.37,103806.44,101020.62,101016.18,101013.07,101015.19
14921.301320583,4858,100991.86,98767.98,100996.44,103807.53,101017.46,101002.04,100996.76,101014.16
14921.321805051,4859,100997.99,98770.97,100994.37,103807.53,101020.62,101009.22,101005.04,101023.2
14921.342361378,4860,100994.79,98781.11,101004.45,103818.43,101024.45,101003.1,100996.76,101011.19
14921.362963314,4861,100995.86,98765.9,100992.43,103803.53,101035.63,100998.03,101005.04,101020.1
14921.383625781,4862,100995.86,98770.97,101002.38,103803.53,101023.58,101007.1,101002.91,101005.11
14921.403947974,4863,100985.74,98777.08,100981.31,103795.53,101019.57,101008.99,101012.83,101016.23
14921.424613806,4864,100988.93,98766.94,100992.43,103813.34,101018.51,101014.06,100996.76,101017.26
14921.445125275,4865,100985.74,98780.07,100998.37,103807.53,101033.53,101012.17,101009.06,101011.19
14921.469339179,4866,101003.85,98784.1,100989.46,103794.44,101030.56,101006.04,101014.96,101023.2
14921.489484483,4867,100999.85,98775.0,100996.44,103811.53,101021.48,101002.04,100997.0,101015.19
14921.510400795,4868,100991.86,98784.1,100988.42,103811.53,101022.53,101000.15,101009.06,101019.2
14921.530956912,4869,100995.86,98784.1,100992.43,103803.53,101028.65,101000.98,101000.78,101019.2
14921.551530124,4870,100986.0,98779.03,100996.44,103802.44,101013.45,101004.16,101005.86,101007.18
14921.572011217,4871,101001.98,98780.07,100988.42,103803.53,101026.74,100998.03,101005.86,101016.23
14921.592594645,4872,100988.93,98797.24,100994.37,103803.53,101026.55,101003.1,100996.76,101016.23
14921.613033975,4873,100996.92,98791.13,100978.34,103815.53,101037.74,101004.98,100992.74,101011.19
14921.637337995,4874,101000.92,98786.06,100995.4,103807.53,101027.6,101006.04,101001.84,101015.19
14921.657401466,4875,100995.86,98780.07,100990.36,103807.53,101029.51,101006.04,101014.96,101007.18
14921.678455806,4876,100987.87,98784.1,100987.39,103819.53,101035.63,101007.1,100998.89,101016.23
14921.698504845,4877,100988.93,98778.12,100986.35,103807.53,101030.56,101018.07,100996.76,101021.27
14921.719595832,4878,100995.86,98800.23,100996.44,103804.63,101018.51,101011.11,100994.87,101020.23
14921.739569787,4879,100986.8,98784.1,100982.34,103803.53,101018.51,100996.97,100994.87,101024.24
14921.760611188,4880,100993.99,98784.1,100994.37,103803.53,101015.55,100999.92,100999.95,101038.19
14921.781212603,4881,100995.86,98788.13,100995.4,103803.53,101024.63,101006.04,100998.89,101015.19
14921.804798707,4882,100999.85,98792.17,100990.36,103815.53,101026.55,101006.04,100992.74,101024.24
14921.825461044,4883,100986.8,98787.1,100991.4,103795.53,101030.56,101003.92,100997.83,101017.26
14921.845844219,4884,100987.87,98787.1,100978.34,103802.44,101021.67,101010.05,101002.91,101007.18
14921.866483261,4885,100997.99,98796.2,100988.42,103803.53,101035.63,100988.12,101001.84,101031.21
14921.887533736,4886,100995.86,98790.21,100977.3,103801.72,101022.53,101016.18,100999.95,101016.23
14921.907648804,4887,100994.79,98784.1,100988.42,103810.44,101031.62,101011.11,100998.89,101015.19
14921.928556804,4888,100996.92,98788.13,100992.43,103803.53,101019.57,101000.98,101001.84,101016.23
14921.948647205,4889,100995.86,98783.06,101002.38,103803.53,101032.67,101012.17,100995.94,101015.19
14921.972804303,4890,100997.99,98798.15,100985.32,103802.44,101018.51,101008.16,101021.93,101023.2
14921.99345345,4891,100994.79,98801.27,100990.36,103804.63,101029.7,101008.99,100996.76,101023.2
14922.013881683,4892,100995.86,98793.2,100978.34,103809.72,101026.55,101000.98,100999.71,101015.19
14922.03447777,4893,100990.8,98800.23,100990.36,103803.53,101020.62,100998.03,101003.97,101024.24
14922.054934276,4894,100999.85,98784.1,100995.4,103801.34,101024.45,100995.91,100998.89,101015.19
14922.075721462,4895,100995.86,98796.2,100996.44,103807.53,101030.56,100996.97,100996.76,101007.18
14922.096270248,4896,100995.86,98784.1,100984.42,103800.63,101027.6,101006.04,100997.83,101022.17
14922.116846795,4897,100996.92,98798.15,101002.38,103796.63,101032.67,101004.98,100992.74,101017.26
14922.140802118,4898,100994.79,98792.17,100982.34,103803.53,101026.55,101011.11,100996.76,101017.26
14922.161472557,4899,100995.86,98792.17,100994.37,103805.72,101020.62,101006.04,101000.78,101015.19
14922.181903444,4900,100995.86,98802.31,100994.37,103795.53,101022.53,101006.04,101010.94,101023.2
14922.20250525,4901,100990.0,98797.24,100996.44,103803.53,101028.65,101006.04,101003.97,101024.24
14922.223084401,4902,101000.92,98798.15,100980.41,103803.53,101018.51,101002.04,101000.78,101016.23
14922.243643813,4903,100999.85,98787.1,100994.37,103815.53,101031.62,100999.92,101001.02,101012.22
14922.264025105,4904,100999.85,98801.27,100984.42,103799.53,101025.68,101002.04,100999.95,101017.26
14922.284764789,4905,100999.05,98794.24,100979.37,103795.53,101024.63,101007.93,101003.97,101017.26
14922.308825671,4906,100995.86,98792.17,100994.37,103796.63,101023.58,101003.92,101002.91,101016.23
14922.329511995,4907,100999.85,98791.13,100981.45,103793.72,101027.6,101008.99,101002.91,101015.19
14922.349886096,4908,100993.99,98784.1,100997.47,103787.54,101021.48,101002.04,101010.94,101019.2
14922.370507851,4909,100997.99,98796.2,100982.34,103803.53,101027.6,101006.04,101013.07,101012.22
14922.391026752,4910,100997.99,98791.13,100996.44,103797.72,101030.56,101004.16,100999.95,101020.23
14922.411639704,4911,100987.87,98799.19,100990.36,103803.53,101029.51,101012.17,101002.91,101021.13
14922.432044392,4912,100995.86,98796.2,100996.44,103795.53,101019.57,101007.1,101002.91,101015.19
14922.45638069,4913,101001.98,98797.24,100978.34,103797.34,101020.62,100995.08,101007.99,101014.16
14922.476805268,4914,100997.99,98795.16,100996.44,103786.44,101020.62,101004.98,100997.83,101017.26
14922.497482067,4915,100988.93,98795.16,100992.43,103791.54,101031.62,101008.99,100994.87,101025.28
14922.518012525,4916,100997.99,98788.13,100998.37,103803.53,101018.51,101014.06,101001.02,101007.18
14922.538512977,4917,100995.86,98800.23,100999.41,103791.54,101027.6,100994.02,101001.84,101015.19
14922.559083655,4918,100995.86,98792.17,100996.44,103789.72,101023.58,101000.98,100997.83,101016.23
14922.579590728,4919,100997.99,98793.2,100994.37,103787.54,101019.57,101010.05,100998.89,101006.15
14922.600053773,4920,100989.73,98796.2,100975.37,103803.53,101025.68,101007.93,101005.86,101026.31
14922.624420578,4921,100995.86,98800.23,100994.37,103793.72,101020.62,101004.98,101013.07,101020.23
14922.644859978,4922,100990.0,98792.17,100991.4,103788.63,101019.57,101006.04,101005.04,101024.24
14922.66561108,4923,100995.86,98800.23,100994.37,103795.53,101018.51,101008.99,100999.95,101019.2
14922.685948545,4924,101003.05,98796.2,101000.45,103803.53,101024.63,101006.04,101014.96,101023.2
14922.707146664,4925,100990.0,98797.24,100983.38,103791.54,101035.63,101007.93,101003.97,101022.17
14922.727049241,4926,100995.86,98796.2,100991.4,103777.73,101026.55,101002.04,100994.87,101015.19
14922.748814338,4927,100987.87,98791.13,100982.34,103787.54,101019.57,101004.98,101005.04,101025.28
14922.768068734,4928,101001.98,98799.19,100994.37,103795.53,101023.58,101011.11,101002.91,101015.19
14922.7923771,4929,100999.85,98791.13,100998.37,103789.72,101029.7,101002.04,101009.06,101017.26
14922.812811232,4930,100997.99,98794.24,101004.45,103789.72,101015.55,101008.99,101005.04,101022.17
14922.833504546,4931,100997.99,98800.23,100988.42,103789.72,101020.62,101006.04,101003.97,101013.26
14922.854031178,4932,100987.87,98792.17,100994.37,103788.63,101032.67,101003.92,101002.91,101024.24
14922.87461076,4933,100997.99,98792.17,100982.34,103795.53,101027.6,101000.98,100998.89,101016.23
14922.895180678,4934,100997.99,98800.23,100980.41,103799.53,101023.58,101002.04,101000.78,101017.26
14922.915612356,4935,100995.86,98785.14,100982.34,103788.63,101025.68,101000.98,101002.91,101023.2
14922.936068151,4936,100996.92,98801.27,100997.47,103781.73,101019.57,101010.05,101002.91,101014.16
14922.960399602,4937,100999.85,98801.27,100984.42,103788.63,101024.63,101010.05,101012.83,101011.19
