t_pc,sample_idx,force
365257.631155729,140,-13.9996
365258.070280382,141,-13.8338
365258.512124781,142,-14.3014
365258.949968988,143,-15.9117
365259.392318941,144,-134.1717
365259.830548741,145,-196.5247
365260.273171276,146,-81.8696
365260.711171499,147,-263.9782
365261.153474431,148,-97.4126
365261.595679285,149,14.2894
365262.034177981,150,18.6432
365262.476394072,151,21.7675
365262.914843214,152,21.3243
365263.357151854,153,21.4583
365263.798023962,154,22.2041
365264.238117992,155,20.9613
365264.67599616,156,20.2424
365265.118300054,157,20.5527
365265.556546018,158,20.4902
365265.998937324,159,20.8388
365266.437232983,160,20.9686
365266.879555295,161,23.0555
365267.321754109,162,22.9208
365267.760118553,163,22.8201
365268.202396777,164,22.633
365268.640768141,165,22.9214
365269.083151605,166,22.5479
365269.521385151,167,22.8936
365269.963683416,168,23.2342
365270.401941999,169,22.2338
365270.84439609,170,22.8498
365271.282519109,171,22.4688
365271.724972959,172,22.0381
365272.167233567,173,21.6679
365272.606137426,174,21.9503
365273.04781351,175,21.4045
365273.486132045,176,22.4101
365273.929039822,177,22.3474
365274.366816767,178,23.2162
365274.809138667,179,23.2664
365275.247334726,180,22.9575
365275.689743608,181,22.5248
365276.131927951,182,21.2473
365276.570355019,183,22.1318
365277.013059849,184,22.566
365277.450938348,185,22.1278
365277.893358738,186,22.8882
365278.331581307,187,23.3666
365278.774167708,188,22.9313
365279.212187981,189,22.7756
365279.654556953,190,23.09
365280.096767625,191,23.3901
365280.535151138,192,22.4076
365280.977508652,193,21.7657
365281.415754346,194,22.6312
365281.858135216,195,22.8857
365282.29642684,196,22.6554
365282.738781239,197,22.7648
365283.178021098,198,23.1856
365283.619341473,199,23.2182
365284.062053043,200,22.7411
365284.500676469,201,22.1011
365284.943803858,202,22.9579
365285.380580089,203,22.4541
365285.823819097,204,22.5304
365286.261235667,205,23.5977
365286.703595655,206,23.1656
365287.142211229,207,23.0825
365287.584127346,208,22.5252
365288.022350335,209,21.6698
365288.465151872,210,20.9348
365288.906980556,211,21.5535
365289.345383698,212,22.0016
365289.787688443,213,21.2868
365290.225997273,214,28.3102
365290.668322699,215,30.3042
