t_pc,sample_idx,force
10418.419544748,61,26.0175
10418.857774326,62,26.7847
10419.300243261,63,27.5954
10419.738967447,64,26.9614
10420.176582063,65,26.2434
10420.618936313,66,24.713
10421.057211358,67,24.0168
10421.495494725,68,24.349
10421.937934013,69,24.4476
10422.376242238,70,25.3794
10422.816148901,71,26.3257
10423.256710055,72,26.3692
10423.694996155,73,25.3702
10424.133237757,74,24.7804
10424.575563692,75,24.7157
10425.013866706,76,24.4399
10425.45614666,77,23.9859
10425.894436835,78,24.1803
10426.332675661,79,23.5704
10426.774974923,80,23.8722
10427.213514384,81,24.8551
10427.651626869,82,24.1444
10428.093849964,83,23.4711
10428.532258156,84,23.653
10428.970485953,85,23.5373
10429.412724192,86,23.7134
10429.851059902,87,24.6625
10430.289364735,88,25.0928
10430.731620008,89,25.2347
10431.169973164,90,24.6679
10431.608255993,91,24.4851
10432.05054789,92,24.4775
10432.48885122,93,24.1235
10432.927080537,94,24.1098
10433.369486446,95,23.8208
10433.807732858,96,23.8954
10434.245935644,97,23.9233
10434.68832696,98,23.573
10435.126555835,99,24.4665
10435.564875967,100,24.6946
10436.007207201,101,24.2209
10436.445398548,102,24.6227
10436.887632985,103,22.7742
10437.326634358,104,23.434
10437.764265916,105,24.9668
10438.206543087,106,24.9861
10438.645160607,107,24.5887
10439.083160994,108,24.4615
10439.525947654,109,22.9378
10439.963781007,110,23.1741
10440.402021395,111,24.091
10440.844380308,112,24.4768
10441.282677673,113,23.5604
10441.722018796,114,25.7388
10442.163160696,115,25.4847
10442.601482275,116,25.3632
10443.039791987,117,24.5838
10443.482029884,118,24.7079
10443.920376,119,24.2821
10444.358628504,120,24.5375
10444.800955926,121,25.2071
10445.239224764,122,26.263
10445.677630499,123,30.7635
10446.119867893,124,58.37
10446.55804402,125,92.4206
10446.996326497,126,121.3607
10447.438744504,127,158.327
10447.877449791,128,197.1867
10448.315242116,129,46.3548
10448.75761282,130,-10.1139
