t_pc,sample_idx,force
18421.242121117,72,0.0135
18421.684332031,73,0.0107
18422.122751989,74,0.0137
18422.565166316,75,0.0106
18423.003286773,76,0.0114
18423.445772349,77,-0.0041
18423.888082712,78,-0.0082
18424.326340026,79,0.0076
18424.768656866,80,0.0136
18425.211066566,81,0.0043
18425.649243775,82,0.0069
18426.09163309,83,0.017
18426.533909206,84,0.015
18426.972338097,85,0.0119
18427.414571914,86,0.0234
18427.852864603,87,0.015
18428.295281648,88,0.0199
18428.737599096,89,0.021
18429.175833089,90,0.0137
18429.618204599,91,-0.0003
18430.060500917,92,0.0
18430.498775962,93,-0.0015
18430.941123489,94,0.001
18431.383472296,95,0.0066
18431.821757806,96,0.0214
18432.264088207,97,0.0132
18432.706473692,98,0.015
18433.144827874,99,0.0177
18433.587102052,100,0.0241
18434.029431314,101,0.026
18434.467637279,102,0.0179
18434.910047066,103,0.0003
18435.35237346,104,0.0024
18435.790638164,105,0.0014
18436.233001673,106,-0.0011
18436.675359821,107,-0.0048
18437.113652028,108,-0.0103
18437.555991218,109,-0.019
18437.998333567,110,-0.0041
18438.436584482,111,-0.0159
18438.878920886,112,-0.0144
18439.32125045,113,-0.023
18439.759684199,114,-0.0126
18440.201886289,115,-0.0154
18440.644154395,116,-0.0294
18441.082541296,117,-0.0205
18441.524834189,118,-0.0283
18441.963336394,119,-0.018
18442.405550911,120,-0.023
18442.847841098,121,-0.0098
18443.28608566,122,-0.0079
18443.728437138,123,-0.0123
18444.170798503,124,1.0514
18444.609150893,125,142.9712
18445.051360983,126,262.4622
18445.493827763,127,143.4575
18445.933398244,128,2.1485
