t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
2799.47511233,3956,100526.27,98421.61,100512.69,102763.46,100511.6,100534.05,100537.89,100536.83
2799.476644277,3957,100518.28,98463.92,100519.68,103944.29,100524.7,100543.13,100526.88,100524.8
2799.493915245,3958,100516.16,98470.03,100512.69,103956.3,100510.55,100525.18,100531.96,100532.82
2799.514359356,3959,100525.21,98468.99,100510.63,103896.25,100522.77,100530.04,100521.8,100536.83
2799.534888012,3960,100523.33,98406.51,100509.71,103817.28,100531.85,100541.23,100531.96,100540.83
2799.558705281,3961,100518.28,98365.13,100511.66,103776.88,100525.74,100523.07,100529.85,100524.8
2799.579314689,3962,100526.27,98433.72,100511.66,103756.14,100528.72,100531.1,100529.85,100519.77
2799.599862874,3963,100524.15,98562.82,100511.66,103744.13,100530.81,100538.07,100531.96,100528.81
2799.620451745,3964,100524.15,98732.28,100518.65,103731.02,100523.65,100540.17,100529.85,100523.77
2799.641090298,3965,100529.21,99060.15,100519.68,103724.84,100535.71,100543.13,100537.89,100532.82
2799.661688897,3966,100532.14,99067.18,100515.67,103720.11,100541.82,100550.1,100544.88,100532.82
2799.68228244,3967,100529.21,99127.7,100507.65,103685.17,100524.7,100539.12,100542.97,100526.86
2799.706047425,3968,100525.21,99804.6,100523.69,103704.09,100530.81,100539.12,100533.87,100539.8
2799.726602807,3969,100516.16,99233.53,100507.65,103636.77,100504.61,100524.98,100523.92,100524.8
2799.747257707,3970,100516.16,99307.34,100523.69,103620.03,100524.7,100527.08,100537.89,100534.88
2799.767834365,3971,100533.2,99476.68,100519.68,103593.1,100521.73,100539.12,100537.89,100535.91
2799.788486759,3972,100518.28,98936.1,100515.67,103515.95,100505.65,100528.99,100528.79,100534.88
2799.809075397,3973,100524.15,98929.99,100511.66,103490.11,100510.72,100528.99,100526.88,100540.83
2799.829591811,3974,100542.26,99212.44,100536.76,103507.95,100511.6,100537.01,100537.89,100548.85
2799.850264472,3975,100530.27,98952.24,100511.66,103427.89,100504.61,100530.04,100518.84,100532.82
2799.874000118,3976,100534.26,98978.41,100509.6,103406.05,100521.73,100532.15,100529.85,100526.86
2799.89460553,3977,100546.25,99382.83,100527.71,103415.88,100529.76,100533.0,100541.91,100547.82
2799.915193489,3978,100514.28,98981.4,100512.69,103337.65,100500.59,100522.02,100529.85,100522.86
2799.935771659,3979,100532.14,99384.91,100523.69,103371.11,100512.64,100537.01,100533.87,100530.87
2799.956398016,3980,100530.27,99200.34,100520.71,103319.81,100530.81,100535.11,100535.77,100525.83
2799.976977871,3981,100516.16,98966.3,100503.63,103320.9,100508.62,100536.16,100521.8,100523.77
