t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
15682.70643535,4842,100861.69,95200.27,100864.21,104279.8,100852.07,100865.6,100867.71,100835.71
15682.7246342,4843,100861.69,95202.31,100867.2,104268.88,100848.21,100875.74,100871.74,100844.77
15682.745235216,4844,100853.69,95206.34,100863.18,104271.79,100857.14,100870.67,100874.7,100836.74
15682.765807671,4845,100850.75,95198.27,100867.2,104280.9,100851.19,100875.74,100875.76,100827.69
15682.786345937,4846,100859.81,95216.42,100864.21,104270.69,100851.19,100869.62,100872.8,100838.69
15682.806896369,4847,100856.87,95216.42,100868.12,104279.8,100851.19,100871.73,100878.73,100817.61
15682.827545551,4848,100857.69,95206.34,100868.23,104270.69,100851.02,100866.66,100872.8,100834.68
15682.848122548,4849,100853.93,95207.35,100861.23,104282.71,100849.09,100858.62,100879.79,100823.68
15682.871990627,4850,100857.94,95212.38,100864.21,104271.79,100841.04,100867.71,100882.97,100835.71
15682.892600709,4851,100855.81,95213.41,100872.25,104270.69,100850.14,100868.56,100869.83,100839.72
15682.913172932,4852,100859.81,95216.42,100863.18,104270.69,100843.14,100874.69,100876.82,100835.71
15682.933771627,4853,100846.75,95210.38,100863.18,104272.89,100843.14,100865.6,100877.89,100835.71
15682.954318719,4854,100846.75,95216.42,100866.17,104279.8,100852.23,100861.58,100881.69,100835.71
15682.974929553,4855,100853.69,95225.5,100863.18,104278.71,100846.12,100871.73,100875.76,100838.69
15682.99546492,4856,100857.69,95228.53,100864.21,104270.69,100851.19,100850.59,100878.95,100835.71
15683.016066063,4857,100865.94,95226.53,100871.21,104267.78,100850.14,100872.58,100871.74,100843.73
15683.040026902,4858,100857.69,95226.53,100865.25,104280.9,100855.21,100866.66,100871.74,100843.73
15683.060499969,4859,100855.81,95224.49,100863.18,104282.71,100849.09,100862.64,100871.74,100839.72
15683.081263604,4860,100855.81,95226.53,100863.18,104262.68,100851.19,100868.77,100872.8,100851.75
15683.101718653,4861,100849.69,95227.53,100863.18,104270.69,100843.14,100866.66,100875.76,100852.79
15683.122308062,4862,100850.75,95226.53,100861.23,104270.69,100850.14,100862.64,100873.86,100844.77
15683.142929648,4863,100853.93,95231.56,100869.26,104276.89,100845.07,100873.63,100867.71,100850.72
15683.163434236,4864,100858.75,95230.56,100860.2,104272.89,100850.14,100866.66,100881.91,100853.82
15683.1840696,4865,100861.94,95230.56,100863.18,104272.89,100850.14,100867.71,100877.89,100849.81
15683.207866638,4866,100865.94,95230.56,100864.21,104259.77,100847.16,100859.68,100876.82,100857.83
15683.228440631,4867,100861.94,95227.53,100856.18,104266.69,100850.14,100870.67,100876.82,100861.84
15683.24907649,4868,100865.94,95218.45,100863.18,104258.68,100849.09,100868.77,100879.79,100860.81
15683.269596325,4869,100856.87,95231.56,100857.22,104272.89,100847.16,100870.67,100863.69,100845.8
15683.29024372,4870,100857.69,95232.57,100867.2,104268.88,100838.95,100867.71,100883.81,100863.79
15683.310839151,4871,100849.69,95230.56,100861.23,104262.68,100842.09,100866.66,100869.83,100859.78
15683.331581273,4872,100846.75,96470.95,100864.21,104270.69,100833.0,100863.49,100868.77,100843.73
15683.351953399,4873,100857.94,95247.71,100873.28,104263.78,100850.14,100875.74,100879.79,100861.84
15683.375821255,4874,100857.94,95250.75,100863.18,104262.68,100841.04,100869.82,100875.76,100860.81
15683.39638729,4875,100866.75,95216.42,100863.18,104255.77,100833.88,100859.68,100882.97,100876.85
15683.416982196,4876,100860.87,95239.64,100871.21,104251.76,100834.05,100863.69,100873.86,100861.84
15683.437642635,4877,100872.88,95215.42,100873.28,104258.68,100840.0,100863.69,100883.81,100865.85
15683.458160674,4878,100873.94,95212.38,100863.18,104264.87,100838.95,100866.66,100881.91,100876.85
15683.479307398,4879,100857.94,95198.27,100864.21,104256.86,100842.97,100869.82,100881.91,100867.8
15683.499346047,4880,100858.75,95194.23,100866.28,104247.75,100849.09,100867.71,100877.89,100865.85
15683.523145654,4881,100868.88,95195.24,100861.23,104259.06,100840.0,100867.71,100881.91,100879.83
15683.543812165,4882,100879.82,95214.42,100878.21,104259.77,100837.02,100874.69,100875.76,100867.8
15683.56441827,4883,100861.94,95230.56,100865.25,104251.04,100830.9,100867.71,100872.8,100869.86
15683.584955813,4884,100871.81,95234.6,100869.26,104259.06,100833.0,100875.74,100881.91,100881.9
15683.605566749,4885,100853.69,95238.64,100853.2,104248.13,100823.02,100852.49,100878.95,100869.86
15683.626121094,4886,100868.88,95238.64,100863.18,104263.06,100828.81,100866.66,100881.91,100875.82
15683.646714987,4887,100869.69,95246.71,100873.28,104263.06,100834.93,100858.62,100879.79,100864.82
15683.667301297,4888,100866.75,95246.71,100872.25,104247.04,100841.04,100860.73,100881.91,100879.83
15683.691151735,4889,100870.75,95246.71,100866.28,104259.06,100838.95,100866.66,100875.76,100875.82
15683.711707796,4890,100859.81,95246.71,100865.25,104251.04,100826.88,100859.68,100880.85,100875.82
15683.73232908,4891,100869.69,95256.79,100863.18,104246.32,100841.04,100857.57,100887.84,100876.85
15683.752990284,4892,100877.69,95270.93,100856.18,104239.03,100833.0,100858.62,100881.91,100875.82
15683.773472065,4893,100870.75,95288.08,100863.18,104244.13,100841.04,100874.69,100884.88,100871.81
15683.794069144,4894,100853.69,95248.71,100856.18,104247.04,100831.95,100858.62,100863.69,100848.78
15683.814676566,4895,100949.7,95308.26,100917.45,104249.23,100891.25,100955.02,100945.26,100946.07
15683.835224664,4896,100874.75,95284.04,100878.33,104247.04,100831.95,100869.62,100887.84,100849.69
15683.859049263,4897,100850.75,95254.78,100857.22,104253.24,100804.67,100843.61,100877.89,100839.72
15683.879635426,4898,100867.81,95262.86,100871.33,104251.04,100841.04,100867.71,100895.05,100869.86
15683.900353201,4899,100852.63,95268.92,100857.22,104247.04,100814.81,100859.68,100891.02,100855.77
15683.921089288,4900,100857.94,95262.86,100867.31,104259.06,100823.9,100847.63,100882.97,100851.75
15683.941416919,4901,100845.69,95256.81,100865.25,104251.04,100814.81,100851.65,100896.95,100855.77
15683.962157436,4902,100857.69,95270.93,100875.34,104251.04,100827.76,100867.71,100907.13,100862.75
15683.982571919,4903,100858.75,95269.93,100876.38,104261.97,100840.0,100862.64,100906.06,100863.79
15684.003219037,4904,100853.93,95269.93,100865.25,104263.06,100841.04,100864.75,100911.15,100879.83
15684.027022598,4905,100865.94,95270.93,100867.31,104263.06,100833.0,100859.68,100906.06,100875.82
15684.047599365,4906,100872.88,95279.0,100862.26,104243.03,100834.93,100854.61,100900.14,100884.87
15684.068243515,4907,100879.82,95295.15,100865.25,104245.22,100835.97,100871.73,100899.07,100859.78
15684.088817403,4908,100880.88,95266.89,100862.26,104239.03,100834.93,100866.66,100881.91,100852.79
15684.109374797,4909,100873.94,95262.86,100861.23,104259.06,100841.04,100867.71,100881.91,100853.82
15684.130038818,4910,100873.94,95255.78,100870.29,104243.03,100835.09,100871.73,100880.85,100842.7
15684.15061845,4911,100873.94,95275.97,100856.18,104252.14,100841.04,100859.68,100888.9,100847.74
15684.171161047,4912,100859.81,95266.89,100864.21,104247.04,100841.04,100859.68,100869.83,100853.82
15684.195014716,4913,100873.94,95293.12,100865.25,104247.04,100841.04,100858.62,100875.76,100868.83
15684.215580462,4914,100873.94,95293.12,100881.31,104251.04,100848.04,100867.71,100881.91,100868.83
15684.236202464,4915,100863.81,95291.11,100863.18,104243.75,100834.05,100864.75,100877.89,100872.84
15684.256790823,4916,100855.81,95289.08,100870.18,104246.66,100838.95,100872.78,100875.98,100860.81
15684.277305278,4917,100861.94,95299.16,100867.31,104255.77,100857.14,100875.74,100872.8,100865.85
15684.297933055,4918,100845.69,95308.26,100874.31,104256.86,100849.09,100875.74,100881.91,100859.78
15684.318602168,4919,100869.94,95301.19,100857.22,104257.96,100851.02,100874.69,100875.76,100846.71
15684.339125639,4920,100869.94,95309.26,100869.26,104268.88,100851.19,100877.86,100873.86,100835.71
15684.362936724,4921,100859.81,95294.15,100862.26,104257.96,100847.16,100869.62,100871.74,100838.69
15684.383521637,4922,100863.81,95292.11,100874.31,104245.94,100845.07,100879.76,100873.86,100835.71
