t_pc,sample_idx,force
15682.996759985,259,38.117
15683.439036827,260,38.121
15683.877363755,261,36.2426
15684.319702908,262,24.8649
15684.76188584,263,38.9104
15685.200300428,264,38.1401
15685.642520436,265,38.2033
15686.080917583,266,38.1665
15686.523248223,267,38.1091
15686.961531428,268,38.1871
15687.403874375,269,38.1026
15687.842125878,270,38.1259
15688.284488952,271,38.1346
15688.722689861,272,38.0481
15689.165108891,273,38.1344
15689.603323734,274,38.0403
15690.045724431,275,38.0756
15690.487897354,276,38.1055
15690.926396814,277,38.0465
15691.368818523,278,38.119
15691.806892062,279,38.0589
15692.249366556,280,38.0765
15692.687631392,281,38.0982
15693.129954216,282,38.0384
15693.568192759,283,38.1166
15694.010538714,284,38.0659
15694.448782738,285,38.0731
15694.89113965,286,38.1101
15695.329420076,287,38.017
15695.771740554,288,38.0963
15696.209992405,289,38.0563
15696.652379715,290,38.0477
15697.094580354,291,38.0739
15697.532980147,292,38.0148
15697.975245461,293,38.0265
15698.413637823,294,37.9957
15698.855950189,295,38.1072
15699.294233068,296,38.0809
15699.73651929,297,38.0614
15700.174787534,298,38.0604
15700.6172257,299,38.0509
15701.055634331,300,38.0832
15701.497747282,301,38.0888
15701.936038182,302,38.1015
15702.378384301,303,38.0965
15702.816748519,304,38.0517
15703.259156875,305,38.1063
15703.701602829,306,38.2338
15704.139998997,307,38.146
15704.581898925,308,38.2161
15705.020282206,309,38.2582
15705.462585776,310,38.256
15705.90316531,311,38.2697
15706.343520398,312,38.3225
15706.781404848,313,38.2768
15707.223769865,314,38.2675
15707.662040579,315,38.2807
15708.10438556,316,38.0423
15708.546549362,317,37.0935
15708.984984294,318,39.5418
15709.427327102,319,50.3606
15709.865565534,320,62.0517
15710.307946041,321,69.9306
15710.746205139,322,72.3726
15711.188581285,323,69.904
