t_pc,sample_idx,force
10556.483048036,375,-36.6085
10556.925360822,376,-35.2587
10557.363735799,377,-34.2898
10557.80184303,378,-35.4132
10558.245059705,379,-35.1032
10558.682660749,380,-35.4780
10559.120800619,381,-35.2649
10559.563149108,382,-35.0010
10560.001405384,383,-34.3842
10560.443578227,384,-35.2628
10560.8819593,385,-34.8691
10561.320242496,386,-101.5837
10561.762524273,387,-213.4705
10562.202127977,388,-170.9785
10562.639096001,389,-78.5160
10563.081475025,390,-123.2842
10563.519865541,391,-209.8100
10563.957960961,392,-109.4959
10564.400313043,393,-8.0581
10564.838520902,394,-0.7501
10565.277629946,395,-0.6552
10565.719180754,396,0.1499
10566.157506882,397,0.6548
10566.599670688,398,0.2113
10567.039106725,399,-0.6109
10567.476271685,400,-1.1835
10567.918576633,401,-0.7187
10568.356943401,402,-0.0481
10568.795162485,403,-0.2944
10569.237481224,404,0.6606
10569.675732156,405,0.6008
10570.11416955,406,0.9831
10570.55644985,407,1.0252
10570.994658667,408,0.7660
10571.432938292,409,0.7392
10571.875200053,410,1.2837
10572.313515331,411,0.9083
10572.751818721,412,0.3055
10573.194146901,413,1.9149
10573.632386574,414,2.0823
10574.07065487,415,2.0803
10574.512977091,416,1.7099
10574.95123481,417,1.1863
10575.393494757,418,0.7817
10575.831852907,419,-0.3264
10576.270109614,420,0.1683
10576.712404733,421,-0.3102
10577.151678579,422,-0.8930
10577.589004687,423,0.0538
10578.031394498,424,2.1049
10578.469638635,425,2.7089
10578.907885736,426,3.3330
10579.350186172,427,3.3755
10579.788551331,428,3.1703
10580.226728726,429,2.3179
10580.66977589,430,3.1701
10581.109097697,431,2.4383
10581.545996816,432,2.9479
10581.987996095,433,11.4766
10582.426237785,434,43.1904
10582.868417356,435,70.2216
10583.306797136,436,103.9962
10583.745057824,437,139.9114
10584.187345488,438,177.0958
10584.627067578,439,214.9196
10585.064018444,440,253.8982
10585.506241739,441,295.1101
10585.94507936,442,55.4021
10586.38281941,443,-32.9876
