t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
8021.359629106,28315,99509.16,96406.19,99493.54,103101.46,99499.81,99505.74,99504.9,99501.96
8021.380128441,28316,99509.16,96414.18,99495.61,103159.82,99496.88,99501.77,99516.86,99486.09
8021.40113968,28317,99495.17,96409.16,99497.52,103164.89,99492.9,99502.82,99508.08,99486.09
8021.421435918,28318,99504.14,96396.14,99495.61,103172.81,99494.79,99511.83,99505.96,99490.06
8021.446063377,28319,99513.12,96401.17,99489.57,103168.85,99507.77,99507.85,99513.93,99501.96
8021.466942948,28320,99497.29,96454.13,99497.52,103187.57,99495.83,99510.77,99511.81,99486.09
8021.487108878,28321,99515.24,96689.85,99498.55,103179.64,99491.86,99502.82,99509.95,99497.99
8021.507135849,28322,99509.16,96650.92,99505.47,103171.72,99494.79,99499.9,99512.87,99489.19
8021.527544878,28323,99495.17,96402.19,99496.49,103180.74,99495.83,99512.88,99513.93,99504.89
8021.548285678,28324,99496.23,96392.15,99486.62,103163.79,99494.79,99502.82,99514.99,99501.96
8021.57025054,28325,99514.18,96394.2,99492.51,103171.72,99503.79,99505.99,99514.99,99497.99
8021.589390619,28326,99505.2,96404.14,99492.51,103175.68,99511.75,99509.72,99512.87,99491.09
8021.612982532,28327,99509.16,96385.19,99492.51,103187.57,99487.88,99505.74,99511.81,99492.13
8021.636112015,28328,99499.12,96399.22,99500.46,103169.95,99497.72,99502.82,99516.05,99488.16
8021.654188707,28329,99506.27,96404.24,99500.46,103171.72,99488.92,99510.77,99516.05,99487.13
8021.675155238,28330,99513.12,96699.9,99495.46,103175.68,99496.88,99504.93,99513.93,99500.06
8021.697192119,28331,99505.2,96647.96,99512.54,103171.72,99505.89,99507.85,99512.87,99507.99
8021.71622096,28332,99504.14,96404.24,99503.56,103163.79,99501.91,99502.82,99524.02,99488.16
8021.737588348,28333,99496.23,96386.21,99496.49,103175.68,99491.86,99505.74,99517.92,99501.96
8021.758238832,28334,99492.27,96374.23,99496.49,103154.76,99484.95,99494.87,99514.99,99488.16
8021.78098812,28335,99509.16,96386.21,99495.61,103155.86,99499.81,99501.77,99517.92,99489.19
