t_pc,sample_idx,force
16660.063985005,59,0.013
16660.506336006,60,0.0176
16660.944562262,61,0.0059
16661.386914265,62,0.0188
16661.829278814,63,0.0128
16662.267554652,64,0.0109
16662.709914123,65,0.0043
16663.152204491,66,0.0139
16663.590526757,67,0.0081
16664.032947802,68,-0.0055
16664.475127387,69,-0.0008
16664.913475185,70,0.0003
16665.355832584,71,0.0014
16665.797997071,72,0.0175
16666.236434436,73,0.0144
16666.678816943,74,0.0186
16667.117052391,75,0.0141
16667.55937905,76,0.0175
16668.001707906,77,0.0084
16668.439998309,78,0.0146
16668.882379828,79,0.0249
16669.324685094,80,0.0267
16669.762985073,81,0.0272
16670.205298772,82,0.0204
16670.6476674,83,0.0239
16671.085868822,84,0.0205
16671.528290207,85,0.0223
16671.970644539,86,0.0281
16672.40894333,87,0.0235
16672.851266169,88,0.0305
16673.29361152,89,0.0258
16673.731934272,90,0.0143
16674.174234715,91,0.0057
16674.616591077,92,0.0226
16675.05486204,93,0.0184
16675.497248822,94,0.0054
16675.939462841,95,0.0046
16676.37774416,96,0.0062
16676.820188356,97,0.008
16677.262386584,98,-0.0057
16677.7007968,99,0.0045
16678.143186732,100,0.0043
16678.585316693,101,0.0021
16679.023748445,102,0.0025
16679.466028533,103,0.0121
16679.908330073,104,0.0002
16680.346662604,105,0.002
16680.789007223,106,0.0055
16681.227310228,107,0.0114
16681.669609277,108,0.0004
16682.11203793,109,-0.0076
16682.550317345,110,-0.0049
16682.992600656,111,0.0026
16683.434967569,112,0.0052
16683.873252802,113,0.0164
16684.315569873,114,0.0084
16684.757916661,115,0.0216
16685.196449742,116,0.0148
16685.638597928,117,-0.0026
16686.080883315,118,-0.0077
16686.519181653,119,-0.0014
16686.961533901,120,-0.0134
16687.403830655,121,-0.0183
16687.842070814,122,-0.0018
16688.284468418,123,-0.001
16688.726896976,124,-0.0136
16689.165071353,125,-0.0041
16689.607462715,126,-0.0023
16690.049785992,127,0.0004
16690.488076516,128,-0.003
16690.930494313,129,-0.0118
16691.372700483,130,-0.0049
16691.810992194,131,-0.0084
16692.253435233,132,-0.0125
16692.695675687,133,-0.0055
16693.133961013,134,-0.0105
16693.576383084,135,-0.0182
16694.018589577,136,-0.0367
16694.456928621,137,-0.0408
16694.899343541,138,-0.0232
16695.341503309,139,-0.0088
16695.77991133,140,-0.0032
16696.222353385,141,-0.0114
16696.664480287,142,-0.0163
16697.103318458,143,-0.0109
16697.545440325,144,-0.0268
16697.987400005,145,-0.0358
16698.425881708,146,-0.0847
16698.868176026,147,-0.041
16699.310448442,148,-0.0279
16699.748850298,149,-0.0239
16700.191177302,150,-0.0291
16700.633317296,151,-0.0214
16701.071788375,152,-0.027
16701.514066205,153,-0.0348
16701.956306445,154,-0.0273
16702.39530957,155,-0.0259
16702.837027257,156,-0.0319
16703.275290454,157,-0.0317
16703.717701271,158,-0.0441
16704.160051788,159,-0.0439
16704.598254725,160,-0.0354
16705.040650305,161,-0.0411
16705.482975553,162,-0.0249
16705.92124801,163,-0.0258
16706.363610358,164,-0.0166
16706.805990231,165,-0.0199
16707.256642496,166,-0.0243
