t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
4054.580307497,766,100544.92,99100.19,100524.92,103516.94,100530.42,100543.36,100543.86,100551.11
4054.603725716,767,100539.03,99103.19,100528.94,103514.76,100534.45,100550.34,100547.89,100537.01
4054.624383837,768,100545.15,99095.11,100530.99,103512.59,100540.4,100542.3,100546.83,100543.08
4054.644897143,769,100544.92,99098.12,100514.83,103528.96,100532.36,100527.29,100542.81,100543.08
4054.665470218,770,100536.91,99107.23,100517.82,103528.96,100542.49,100547.37,100535.81,100542.06
4054.686133447,771,100543.86,99103.19,100520.9,103510.75,100553.52,100542.3,100538.78,100539.07
4054.706738407,772,100544.92,99098.23,100510.81,103516.94,100541.45,100533.22,100558.92,100548.13
4054.727294964,773,100541.97,99102.15,100527.91,103522.78,100542.49,100540.2,100538.78,100541.03
4054.747874198,774,100543.03,99095.11,100526.88,103528.96,100551.59,100533.22,100543.86,100551.11
4054.771655743,775,100531.03,99096.15,100524.92,103516.94,100542.49,100543.36,100537.72,100541.03
4054.792291026,776,100524.91,99105.27,100526.88,103516.94,100545.47,100542.3,100538.78,100538.04
4054.812880811,777,100537.97,99095.11,100527.91,103512.93,100540.56,100533.22,100543.86,100550.08
4054.833446685,778,100544.92,99103.19,100528.94,103512.93,100546.52,100539.34,100535.81,100543.08
4054.854060053,779,100528.91,99099.15,100519.88,103528.96,100534.45,100538.29,100552.98,100545.04
4054.874696333,780,100547.04,99105.16,100526.88,103524.96,100534.45,100542.3,100542.81,100549.05
4054.895328919,781,100537.97,99097.08,100519.88,103512.93,100537.43,100537.43,100542.81,100546.07
4054.915908849,782,100535.03,99091.07,100526.88,103516.94,100539.51,100542.3,100536.87,100548.13
4054.939692479,783,100536.91,99099.15,100520.9,103515.85,100540.4,100542.3,100542.81,100551.11
4054.960214642,784,100528.91,99098.12,100523.89,103528.96,100532.36,100548.42,100545.78,100547.1
4054.980814393,785,100531.03,99103.19,100528.94,103516.94,100534.29,100543.36,100536.67,100550.08
4055.001467844,786,100549.98,99100.19,100528.94,103526.79,100544.58,100543.36,100541.75,100543.08
4055.022043293,787,100528.91,99099.15,100520.9,103523.87,100541.45,100545.46,100538.78,100545.14
4055.042710091,788,100531.03,99093.04,100515.86,103524.96,100537.43,100533.22,100538.78,100543.08
4055.063242539,789,100524.91,99099.15,100530.9,103512.93,100546.52,100543.36,100538.78,100545.04
4055.083853041,790,100529.97,99105.27,100525.85,103510.75,100534.45,100537.23,100543.86,100537.01
4055.10760646,791,100537.97,99095.11,100525.95,103516.94,100554.57,100541.25,100543.86,100547.1
4055.128220858,792,100540.92,99103.19,100528.94,103512.93,100541.45,100535.32,100538.78,100551.11
4055.148788027,793,100531.03,99087.03,100528.94,103512.93,100537.43,100530.25,100551.92,100541.03
4055.169362339,794,100547.04,99109.31,100520.9,103520.95,100546.52,100547.37,100542.81,100547.1
4055.190045899,795,100547.04,99097.19,100527.91,103520.95,100550.54,100539.34,100542.81,100542.06
4055.210598725,796,100547.04,99097.19,100512.87,103524.96,100546.52,100543.36,100542.81,100549.05
4055.231194137,797,100543.03,99093.15,100526.88,103526.79,100546.52,100534.27,100550.86,100547.1
4055.251802559,798,100539.03,99096.15,100520.9,103519.86,100545.47,100541.25,100541.75,100543.08
4055.275559332,799,100531.85,99095.11,100519.88,103516.94,100542.49,100535.32,100547.89,100547.1
4055.296142288,800,100547.04,99103.19,100526.88,103516.94,100526.4,100534.27,100555.95,100541.03
4055.316725543,801,100531.03,99107.23,100527.91,103516.94,100546.52,100543.36,100542.81,100538.04
4055.337325385,802,100540.92,99103.19,100523.89,103514.02,100532.36,100546.32,100539.84,100543.08
4055.357920526,803,100531.03,99103.19,100519.88,103512.93,100538.47,100533.22,100544.92,100550.08
4055.378572808,804,100543.03,99095.11,100528.94,103528.96,100546.52,100539.34,100542.81,100543.08
4055.39918265,805,100536.91,99103.19,100529.97,103515.85,100541.45,100535.32,100538.78,100544.11
4055.419728372,806,100531.03,99099.15,100527.91,103516.94,100550.54,100541.25,100546.83,100545.14
4055.443504687,807,100540.92,99096.15,100512.87,103516.94,100542.49,100550.34,100538.98,100542.06
