t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
8244.269987577,38929,99508.3,96734.08,99501.34,102928.86,99487.47,99497.78,99502.65,99518.06
8244.284668044,38930,99508.3,96716.03,99493.38,102945.83,99500.46,99497.54,99495.74,99514.09
8244.30518721,38931,99508.3,96724.03,99498.39,102948.02,99493.55,99512.64,99509.57,99523.06
8244.326138701,38932,99504.34,96714.09,99498.39,102953.08,99495.43,99498.6,99503.71,99517.03
8244.346805911,38933,99504.34,96722.09,99490.44,102948.02,99487.47,99501.76,99504.77,99508.06
8244.368049635,38934,99500.38,96999.01,99482.48,102959.92,99493.55,99496.73,99507.7,99512.03
8244.387369495,38935,99506.46,97237.89,99498.39,102954.86,99496.48,99513.69,99517.79,99524.1
8244.41156009,38936,99512.26,96742.08,99498.39,102957.73,99512.41,99512.64,99524.71,99524.1
8244.433067223,38937,99490.34,96722.09,99485.43,102951.99,99479.51,99487.72,99492.81,99505.12
8244.452634818,38938,99498.26,96698.1,99486.46,102957.05,99491.45,99499.65,99506.89,99498.21
8244.473262098,38939,99502.5,96694.1,99473.5,102954.86,99490.61,99489.83,99496.8,99492.18
8244.493780834,38940,99520.18,96729.05,99499.42,102970.05,99503.4,99512.64,99524.71,99521.0
8244.515186513,38941,99511.2,96725.06,99505.32,102975.79,99508.43,99504.68,99518.6,99512.03
8244.534770753,38942,99480.58,96694.1,99490.44,102970.73,99491.45,99493.81,99502.65,99509.09
8244.555546929,38943,99496.42,96687.13,99498.39,102970.73,99499.42,99505.74,99504.77,99519.09
8244.57958296,38944,99510.14,96694.1,99490.44,102967.86,99497.53,99508.66,99520.72,99514.09
8244.600050237,38945,99511.2,96696.15,99492.35,102966.76,99499.42,99496.73,99512.74,99522.03
8244.620637457,38946,99504.34,96686.1,99494.42,102969.63,99495.43,99514.75,99508.76,99510.12
8244.64135229,38947,99514.38,96688.16,99491.47,102971.82,99496.48,99499.65,99502.65,99506.15
8244.661730352,38948,99506.46,96672.16,99490.44,102983.72,99504.44,99503.63,99507.7,99512.03
8244.682166893,38949,99504.34,96679.13,99490.44,102970.05,99497.53,99494.62,99502.65,99526.0
8244.702788545,38950,99508.3,96666.11,99494.42,102972.92,99500.46,99492.75,99502.65,99522.03
8244.723220389,38951,99500.38,96674.11,99490.44,102970.05,99498.58,99497.78,99504.77,99506.15
