t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
17269.674963773,3321,100850.75,95282.84,100854.42,103484.63,100834.81,100861.93,100855.48,100813.49
17269.67687956,3322,100859.82,95279.81,100856.49,103452.57,100850.91,100873.98,100861.41,100818.43
17269.678157533,3323,100836.86,95293.92,100855.45,103429.62,100830.79,100850.73,100846.36,100828.52
17269.679822509,3324,100853.69,95308.07,100855.45,103427.44,100842.86,100875.04,100853.36,100824.5
17269.681548223,3325,100852.87,95317.15,100870.49,103426.35,100834.81,100857.91,100870.53,100827.48
17269.683238744,3326,100828.62,95311.08,100850.41,103423.43,100829.74,100857.91,100856.32,100810.4
17269.684657512,3327,100860.88,95317.15,100862.46,103424.52,100831.84,100856.86,100871.59,100819.46
17269.687051007,3328,100858.76,95321.19,100861.53,103420.51,100832.72,100863.84,100857.38,100818.43
17269.688383679,3329,100842.75,95332.3,100855.45,103421.6,100834.81,100852.84,100866.5,100819.46
17269.689625126,3330,100848.87,95317.15,100849.48,103420.51,100831.84,100861.93,100848.27,100818.43
17269.709981998,3331,100836.86,95326.23,100860.5,103428.53,100843.91,100857.91,100853.36,100819.46
17269.730703431,3332,100844.63,95325.22,100844.43,103420.51,100838.84,100852.84,100860.35,100822.44
17269.751490389,3333,100856.63,95333.3,100856.49,103424.52,100843.91,100859.82,100868.41,100827.48
17269.771970755,3334,100847.81,95341.38,100859.47,103422.35,100836.91,100865.95,100866.5,100821.41
17269.792659043,3335,100839.8,95324.22,100851.44,103420.51,100833.77,100857.91,100848.27,100827.48
17269.813265795,3336,100845.69,95333.3,100855.45,103419.43,100833.93,100851.99,100850.39,100827.48
17269.833583308,3337,100847.81,95352.49,100860.5,103419.43,100828.7,100857.91,100869.47,100827.48
17269.854123836,3338,100859.82,95353.49,100857.52,103416.51,100846.89,100871.02,100865.44,100829.43
17269.878017871,3339,100846.75,95349.45,100854.42,103420.51,100838.84,100849.87,100854.42,100832.53
17269.898602915,3340,100832.62,95353.49,100850.41,103424.52,100832.88,100848.82,100851.24,100827.48
17269.919119458,3341,100852.63,95356.52,100849.48,103422.35,100839.89,100857.91,100857.38,100825.42
17269.939764137,3342,100854.75,95367.63,100859.47,103418.34,100838.84,100869.97,100864.38,100819.46
17269.960339577,3343,100854.75,95369.64,100856.49,103423.43,100834.81,100849.87,100860.35,100820.49
17269.981238736,3344,100847.81,95364.6,100846.39,103426.35,100836.91,100853.89,100870.53,100811.43
17270.002257085,3345,100854.75,95381.75,100855.45,103412.5,100829.74,100852.84,100860.35,100827.48
17270.022588623,3346,100847.81,95377.72,100851.44,103412.5,100838.84,100861.93,100863.53,100825.42
17270.045949987,3347,100845.69,95381.75,100866.58,103420.51,100848.98,100868.91,100865.44,100825.42
17270.066550831,3348,100855.81,95379.75,100858.44,103411.41,100834.81,100865.95,100868.41,100820.49
17270.087248528,3349,100841.68,95389.83,100863.49,103424.52,100835.86,100856.86,100862.47,100826.45
17270.10798543,3350,100845.69,95398.91,100860.5,103414.33,100839.89,100860.87,100860.35,100833.56
17270.128578156,3351,100839.8,95401.94,100860.5,103420.51,100839.89,100858.97,100866.5,100835.51
17270.149306273,3352,100849.69,95400.94,100853.5,103410.32,100840.93,100865.95,100870.53,100835.51
17270.169866634,3353,100846.75,95393.87,100859.47,103420.51,100830.79,100853.89,100866.5,100826.45
17270.190401851,3354,100848.63,95396.9,100846.39,103420.51,100839.89,100865.95,100850.39,100828.52
17270.213891238,3355,100842.75,95401.94,100854.42,103410.32,100839.89,100862.98,100865.44,100819.46
17270.234552176,3356,100849.69,95406.98,100848.45,103408.49,100834.81,100856.86,100864.38,100819.46
17270.255254068,3357,100848.63,95415.06,100851.44,103420.51,100840.93,100865.95,100849.33,100827.48
17270.275881406,3358,100847.81,95415.08,100853.39,103411.41,100831.84,100861.93,100865.44,100827.48
17270.296476163,3359,100841.68,95412.05,100855.45,103419.43,100825.72,100861.93,100860.35,100824.5
17270.31715705,3360,100851.81,95412.05,100863.49,103413.59,100839.89,100853.89,100875.61,100822.44
17270.337805577,3361,100849.69,95446.36,100854.42,103405.23,100853.01,100853.89,100863.53,100823.47
17270.358456903,3362,100846.75,95435.25,100854.42,103426.7,100840.93,100862.98,100862.47,100837.57
17270.381838888,3363,100845.69,95436.28,100854.42,103412.5,100838.84,100864.89,100866.5,100839.52
17270.402513353,3364,100851.81,95434.25,100848.45,103408.49,100832.88,100858.97,100854.42,100838.49
17270.423253289,3365,100840.62,95442.32,100849.48,103411.41,100844.96,100865.95,100860.56,100850.53
17270.443830143,3366,100853.69,95438.28,100855.45,103412.5,100839.89,100857.91,100862.47,100832.53
17270.464599729,3367,100848.87,95450.4,100856.49,103404.48,100839.89,100864.89,100866.5,100838.49
17270.485060021,3368,100844.87,95446.36,100858.44,103409.58,100840.93,100857.91,100858.44,100850.53
17270.506046409,3369,100847.81,95444.35,100858.44,103409.58,100832.88,100861.93,100861.41,100843.54
17270.529153321,3370,100851.81,95463.51,100850.41,103430.7,100844.96,100852.84,100863.32,100835.51
17270.54982488,3371,100844.87,95466.55,100860.5,103420.51,100832.88,100857.91,100870.53,100851.56
17270.570483926,3372,100860.88,95470.59,100859.47,103409.24,100838.84,100856.86,100860.35,100835.51
17270.591221515,3373,100850.75,95466.55,100862.46,103420.51,100839.89,100855.8,100868.41,100836.54
17270.611574258,3374,100838.74,95465.54,100856.49,103404.48,100844.96,100865.95,100863.53,100839.52
17270.632203276,3375,100839.8,95470.59,100847.42,103421.6,100839.89,100855.8,100862.47,100831.5
17270.652709626,3376,100849.69,95472.62,100856.49,103420.51,100826.76,100841.84,100862.47,100845.6
17270.673393174,3377,100856.63,95486.74,100850.41,103425.61,100835.86,100858.97,100862.47,100843.54
17270.697175217,3378,100849.69,95478.66,100865.55,103413.59,100843.91,100868.06,100853.36,100831.5
17270.71774323,3379,100860.64,95478.66,100862.46,103409.58,100832.88,100867.0,100862.47,100834.48
17270.738274094,3380,100851.81,95478.66,100850.41,103428.53,100843.91,100858.97,100862.47,100829.55
17270.759061728,3381,100854.75,95488.75,100859.47,103418.68,100836.74,100856.86,100858.44,100834.48
17270.779640656,3382,100843.81,95488.75,100846.39,103415.42,100839.89,100865.95,100864.38,100835.51
