t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
3237.351119077,4921,100548.57,98401.58,100514.88,103239.9,100519.82,100539.43,100536.39,100539.53
3237.352412164,4922,100527.52,98394.54,100514.88,103244.25,100518.93,100536.47,100540.42,100538.5
3237.353725614,4923,100547.75,98382.43,100523.94,103230.06,100522.95,100536.47,100544.44,100547.55
3237.355531386,4924,100548.57,98394.54,100526.92,103240.24,100522.95,100542.39,100534.48,100546.52
3237.365939603,4925,100541.63,98397.54,100528.98,103231.15,100522.95,100540.48,100532.37,100538.5
3237.38656553,4926,100541.63,98379.42,100522.91,103248.25,100526.97,100533.51,100542.53,100534.49
3237.406976214,4927,100541.63,98368.25,100516.94,103248.25,100524.0,100537.52,100533.43,100538.5
3237.427521406,4928,100545.63,98354.17,100522.91,103240.24,100535.02,100545.55,100539.36,100539.53
3237.451277601,4929,100555.75,98389.47,100518.89,103247.16,100522.95,100541.54,100540.42,100540.56
3237.471927242,4930,100533.64,98365.25,100518.89,103245.33,100514.91,100538.38,100540.42,100544.57
3237.492505134,4931,100538.69,98352.11,100520.95,103251.17,100522.95,100541.54,100541.47,100543.54
3237.513112845,4932,100539.75,98362.25,100527.95,103260.27,100531.0,100543.64,100538.51,100542.51
3237.533726689,4933,100536.58,98360.18,100528.98,103267.19,100541.13,100560.75,100536.39,100522.46
3237.554347241,4934,100532.58,98362.25,100535.98,103264.27,100540.08,100545.75,100546.56,100526.47
3237.574943259,4935,100525.64,98350.14,100526.92,103275.2,100537.11,100549.57,100536.39,100514.44
3237.595578958,4936,100536.58,98354.17,100534.95,103274.11,100522.95,100545.55,100540.42,100520.4
3237.619301593,4937,100536.58,98368.25,100526.92,103282.12,100531.0,100553.58,100545.5,100516.39
3237.639887344,4938,100536.58,98366.28,100519.92,103280.29,100531.0,100541.54,100540.42,100518.45
3237.660514968,4939,100520.58,98354.17,100530.01,103279.2,100531.0,100537.52,100536.39,100518.45
3237.681065623,4940,100539.51,98358.21,100514.88,103292.3,100532.04,100541.54,100543.38,100522.46
3237.701640314,4941,100539.75,98363.28,100518.89,103263.18,100529.07,100538.58,100539.36,100526.47
3237.72258483,4942,100527.52,98355.21,100510.86,103264.27,100524.0,100536.47,100538.51,100522.46
3237.742868427,4943,100536.58,98365.25,100527.95,103280.29,100525.93,100554.63,100546.56,100542.51
3237.766611175,4944,100537.63,98373.32,100524.96,103264.27,100537.11,100548.71,100550.58,100540.56
3237.787305356,4945,100531.75,98353.14,100527.95,103248.25,100522.95,100537.72,100534.48,100534.49
3237.807811432,4946,100528.58,98346.1,100514.88,103280.29,100518.93,100549.57,100534.48,100538.5
3237.828455126,4947,100537.63,98353.14,100511.89,103265.36,100518.93,100540.48,100548.46,100538.5
3237.848994134,4948,100533.64,98375.39,100534.95,103256.26,100528.9,100553.58,100536.39,100547.55
3237.86959282,4949,100536.58,98346.1,100512.92,103255.17,100525.04,100549.57,100532.37,100544.57
3237.890204429,4950,100533.64,98346.1,100515.91,103273.37,100520.86,100548.51,100541.47,100547.55
3237.910829999,4951,100537.63,98346.1,100520.95,103265.36,100528.9,100540.48,100544.44,100548.58
3237.934525323,4952,100540.57,98370.32,100518.89,103260.27,100522.95,100543.44,100539.36,100531.51
3237.955195836,4953,100543.51,98370.32,100520.95,103276.28,100522.95,100547.66,100545.5,100534.49
3237.975799468,4954,100529.64,98355.21,100519.92,103253.34,100529.07,100546.6,100538.51,100538.5
3237.996350231,4955,100537.63,98352.11,100519.92,103272.28,100526.97,100534.56,100533.43,100530.48
3238.016977339,4956,100541.63,98354.17,100518.89,103268.28,100531.0,100549.57,100528.34,100538.5
3238.037648056,4957,100537.63,98350.14,100518.89,103255.17,100528.02,100540.48,100532.37,100537.47
3238.058447813,4958,100529.64,98370.32,100523.94,103272.28,100526.09,100533.51,100545.5,100521.43
