t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
17224.493561942,1178,100851.24,97798.98,100860.61,103570.97,100839.16,100854.1,100860.78,100831.84
17224.514264024,1179,100845.11,97803.02,100851.55,103577.16,100845.12,100863.19,100861.84,100829.89
17224.534971135,1180,100851.24,97809.11,100861.64,103578.24,100834.09,100859.17,100866.93,100831.84
17224.555355313,1181,100848.3,97807.06,100862.68,103571.32,100829.02,100855.15,100866.93,100831.84
17224.579265408,1182,100853.12,97817.19,100860.61,103571.32,100837.07,100846.06,100855.69,100829.77
17224.599883773,1183,100861.37,97808.09,100852.58,103580.07,100834.98,100855.15,100869.89,100839.86
17224.62047053,1184,100836.29,97809.11,100861.64,103569.14,100836.02,100862.13,100860.78,100828.85
17224.641042074,1185,100843.23,97807.06,100859.58,103569.14,100846.17,100864.24,100852.72,100834.82
17224.661563588,1186,100852.3,97815.14,100853.61,103583.34,100842.14,100856.21,100869.89,100816.81
17224.682232657,1187,100848.3,97808.09,100862.68,103579.33,100845.12,100860.22,100856.75,100824.84
17224.702749594,1188,100849.11,97809.11,100867.62,103574.98,100841.1,100855.15,100869.89,100835.85
17224.723293748,1189,100839.23,97807.06,100858.55,103583.34,100837.07,100854.1,100862.9,100828.85
17224.747193843,1190,100840.29,97813.15,100863.6,103573.15,100833.05,100855.15,100867.77,100831.84
17224.767772529,1191,100852.3,97803.02,100860.61,103577.16,100834.98,100864.24,100861.84,100827.82
17224.788350852,1192,100851.24,97807.06,100867.62,103570.23,100847.21,100854.1,100868.83,100831.84
17224.808888968,1193,100837.35,97809.11,100852.58,103577.16,100837.07,100854.1,100864.81,100807.76
17224.829445639,1194,100854.42,97809.05,100850.51,103579.33,100841.1,100845.0,100868.83,100832.87
17224.850127207,1195,100852.3,97808.09,100865.66,103582.25,100837.07,100853.04,100855.69,100823.81
17224.870680283,1196,100843.23,97805.07,100842.48,103569.14,100837.07,100862.13,100858.66,100830.8
17224.891183033,1197,100843.23,97801.03,100860.61,103574.24,100834.09,100854.1,100860.78,100831.84
17224.915090756,1198,100849.11,97801.03,100852.58,103581.16,100837.07,100854.1,100854.84,100831.84
17224.93568064,1199,100838.17,97809.11,100850.51,103571.32,100837.07,100862.13,100860.78,100827.82
17224.956273401,1200,100844.29,97808.09,100868.65,103581.16,100837.07,100862.13,100870.95,100827.82
17224.976901218,1201,100838.17,97800.01,100860.61,103579.33,100834.98,100863.19,100860.78,100822.78
17224.997498401,1202,100845.11,97808.09,100853.61,103568.05,100846.17,100855.15,100852.72,100825.87
17225.0179855,1203,100855.24,97821.23,100852.58,103581.16,100837.07,100849.02,100860.78,100829.77
17225.038771279,1204,100856.3,97813.15,100858.55,103581.16,100829.02,100854.1,100866.93,100828.85
17225.059679634,1205,100843.23,97807.06,100860.61,103569.14,100844.07,100854.1,100857.81,100831.84
17225.083096463,1206,100847.23,97808.09,100858.55,103577.16,100845.12,100859.17,100864.81,100831.84
17225.103739104,1207,100852.3,97803.02,100861.64,103578.24,100841.1,100855.15,100861.84,100822.78
17225.124345981,1208,100847.23,97797.95,100864.63,103583.34,100837.07,100862.13,100861.84,100817.62
17225.144911246,1209,100851.24,97807.06,100856.59,103580.07,100836.02,100857.06,100853.78,100832.87
17225.165647591,1210,100852.3,97807.06,100855.56,103566.96,100837.07,100863.19,100877.95,100832.87
17225.186153604,1211,100846.17,97798.98,100853.61,103571.32,100840.05,100850.08,100868.83,100833.9
17225.206928941,1212,100842.17,97802.06,100858.55,103581.16,100839.16,100861.08,100871.8,100833.9
17225.227525894,1213,100847.23,97798.98,100852.58,103581.16,100838.12,100864.24,100856.75,100827.82
17225.251050225,1214,100847.23,97795.97,100852.58,103586.26,100836.02,100846.06,100863.53,100835.85
17225.271744165,1215,100855.24,97813.15,100851.55,103577.16,100841.1,100855.15,100859.72,100832.87
17225.292308275,1216,100842.17,97807.06,100859.58,103571.32,100840.05,100855.15,100849.54,100814.75
17225.312855143,1217,100848.3,97803.02,100860.61,103571.32,100845.12,100854.1,100864.81,100832.87
17225.333349057,1218,100847.23,97800.01,100850.51,103577.16,100835.14,100862.13,100851.66,100819.68
17225.353940285,1219,100841.11,97808.09,100859.58,103570.97,100830.95,100864.04,100872.86,100835.85
17225.374516291,1220,100851.24,97809.11,100860.61,103569.14,100838.12,100866.15,100863.75,100831.84
17225.39511229,1221,100852.3,97809.11,100855.56,103566.96,100845.12,100864.24,100861.84,100825.76
17225.418979512,1222,100847.23,97798.98,100860.61,103577.16,100841.1,100864.24,100848.48,100823.81
17225.439585147,1223,100850.18,97808.09,100864.74,103578.24,100839.16,100851.99,100856.54,100833.79
17225.460157088,1224,100855.24,97809.11,100864.63,103568.05,100837.07,100850.08,100870.74,100834.82
17225.480780983,1225,100857.12,97809.11,100862.57,103571.32,100837.07,100859.17,100859.72,100820.71
17225.501267243,1226,100850.18,97809.11,100851.55,103569.14,100829.02,100856.0,100876.89,100830.8
17225.521903538,1227,100851.24,97808.09,100851.55,103561.86,100840.05,100864.24,100858.66,100837.8
17225.542473583,1228,100849.36,97803.02,100847.53,103577.16,100845.12,100862.13,100858.66,100831.84
17225.563065723,1229,100846.17,97823.22,100849.48,103575.33,100839.16,100862.13,100862.69,100832.75
17225.58706802,1230,100852.3,97816.17,100859.58,103577.16,100840.05,100861.08,100867.77,100830.8
17225.607540676,1231,100849.36,97809.11,100854.53,103570.23,100844.07,100847.11,100856.75,100841.81
17225.628138912,1232,100847.23,97808.09,100859.58,103581.16,100837.07,100846.06,100859.72,100838.83
17225.648707483,1233,100834.16,97812.13,100854.53,103577.16,100833.05,100856.21,100852.72,100822.78
17225.669302786,1234,100851.24,97806.03,100859.58,103568.05,100837.07,100855.15,100851.66,100825.87
17225.690069891,1235,100848.3,97807.06,100859.58,103569.14,100841.1,100839.93,100857.6,100815.78
17225.71042725,1236,100848.3,97804.05,100859.58,103576.07,100843.19,100854.1,100858.66,100831.84
17225.731047069,1237,100851.24,97798.98,100860.61,103585.17,100830.95,100856.21,100867.77,100830.8
17225.754879936,1238,100839.23,97813.15,100858.55,103577.16,100827.97,100855.15,100862.69,100821.75
17225.77547587,1239,100845.11,97808.09,100856.49,103576.07,100837.07,100850.08,100858.66,100827.82
17225.796037189,1240,100851.24,97809.11,100864.63,103566.96,100832.0,100856.21,100860.78,100831.84
17225.816593208,1241,100851.24,97807.06,100850.51,103566.96,100837.07,100854.1,100860.78,100827.82
17225.837202557,1242,100853.36,97811.1,100864.63,103569.14,100837.07,100857.06,100867.77,100829.77
17225.857814606,1243,100845.35,97807.06,100850.51,103576.07,100837.07,100847.11,100865.87,100832.87
17225.878353475,1244,100846.17,97798.98,100858.55,103581.16,100834.98,100856.21,100851.66,100821.75
17225.902320125,1245,100846.17,97798.98,100860.61,103568.05,100841.1,100856.21,100863.75,100830.8
17225.922872254,1246,100854.18,97811.1,100847.53,103579.33,100830.07,100857.06,100858.66,100824.73
17225.943464669,1247,100835.23,97807.06,100847.53,103569.14,100827.97,100858.11,100862.69,100837.91
17225.96405496,1248,100851.24,97811.1,100850.51,103569.14,100845.12,100854.1,100866.71,100832.87
17225.984770817,1249,100851.24,97809.11,100858.55,103577.16,100837.07,100859.17,100868.83,100829.77
17226.005474612,1250,100849.36,97806.03,100861.64,103569.14,100829.02,100854.1,100868.83,100831.84
17226.026137505,1251,100851.24,97808.09,100846.5,103569.14,100837.07,100854.1,100867.77,100833.9
17226.046635803,1252,100843.23,97807.06,100861.64,103568.05,100840.05,100862.13,100868.83,100813.72
17226.070209263,1253,100860.3,97807.06,100859.58,103571.32,100845.12,100850.08,100858.66,100826.79
