t_pc,sample_idx,force
6709.371072869,187,-37.7752
6709.813346437,188,-38.2153
6710.251651196,189,-38.8622
6710.694000349,190,-39.3509
6711.132506408,191,-110.6618
6711.574514036,192,-138.8934
6712.012876539,193,-74.3603
6712.45512325,194,-137.0274
6712.893413649,195,-64.9347
6713.33559759,196,-3.7112
6713.774027369,197,-12.5368
6714.216182767,198,-1.3675
6714.65465687,199,-1.1162
6715.096682443,200,-0.8879
6715.535119052,201,-0.6685
6715.973398549,202,-0.2695
6716.415702507,203,0.8518
6716.853947383,204,0.2200
6717.296304364,205,-0.1497
6717.734560731,206,-0.0464
6718.176905787,207,0.0362
6718.615090518,208,0.0589
6719.057458694,209,-0.0116
6719.495678759,210,-0.0238
6719.938043647,211,0.2803
6720.376286245,212,0.1346
6720.818606366,213,-0.4748
6721.257005041,214,0.0839
6721.69915051,215,-0.4268
6722.137524845,216,-0.6808
6722.579813109,217,-0.5898
6723.018258593,218,0.1513
6723.460387612,219,-0.0895
6723.898905023,220,-2.1454
6724.341020274,221,-1.6169
6724.779311754,222,-1.9746
6725.221580134,223,-1.9897
6725.659939891,224,-2.0269
6726.102312023,225,-1.7005
6726.540408264,226,-1.3042
6726.982892403,227,-2.1227
6727.421062222,228,-1.8212
6727.863367285,229,-1.2336
6728.301618437,230,-0.1534
6728.743884834,231,-0.8246
6729.182145385,232,-1.6115
6729.624506849,233,-1.3478
6730.062791859,234,-1.7454
6730.505113386,235,-1.4407
6730.9433127,236,-1.4918
6731.385682635,237,-0.9378
6731.823913873,238,-0.4926
6732.266335638,239,-0.8934
6732.70457322,240,1.0092
