t_pc,sample_idx,force
7721.141270291,673,-7.9203
7721.579561792,674,-8.2565
7722.017761033,675,-9.9042
7722.456074496,676,-9.3946
7722.894304704,677,-14.9935
7723.336564256,678,-117.4312
7723.77496386,679,-175.4538
7724.213207558,680,-31.4063
7724.651471898,681,20.2758
7725.089624188,682,26.0048
7725.527934968,683,27.2964
7725.970232688,684,27.516
7726.408536727,685,27.4035
7726.848010676,686,27.3463
7727.285238107,687,28.1138
7727.723387974,688,28.5543
7728.1655309,689,27.9815
7728.603936593,690,27.945
7729.042155474,691,29.0268
7729.482551107,692,27.9973
7729.918764484,693,29.1974
7730.356951908,694,28.3773
7730.795273514,695,28.9618
7731.237478714,696,29.156
7731.676107625,697,29.0135
7732.114222499,698,28.3212
7732.552395079,699,28.299
7732.990596123,700,28.8363
7733.430166208,701,27.9425
7733.871126275,702,27.5782
7734.30948037,703,27.7774
7734.747774835,704,26.9195
7735.186013676,705,27.4186
7735.624257625,706,27.7931
7736.062575356,707,27.4884
7736.504738252,708,27.6706
7736.944888634,709,27.994
7737.381456969,710,26.3823
7737.819601898,711,26.605
7738.257837554,712,27.2103
7738.696130427,713,26.485
7739.136055829,714,26.4428
7739.576649923,715,27.0268
7740.0150321,716,26.0965
7740.453374088,717,26.5643
7740.891488801,718,26.1535
7741.329770527,719,26.9519
7741.768132405,720,27.3571
7742.210273909,721,26.9175
7742.648717129,722,27.0344
7743.086924302,723,27.4178
7743.525143124,724,33.2865
7743.963453493,725,59.2873
7744.401634767,726,90.466
7744.843896994,727,122.3285
7745.284234129,728,157.8411
7745.72210267,729,195.8662
7746.158791186,730,232.5897
7746.597447108,731,271.3345
7747.035468531,732,311.1545
7747.477538106,733,308.0802
7747.915879032,734,-2.7577
