t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
6843.087173663,9942,100524.56,99390.35,100530.73,103740.82,100541.98,100532.39,100529.63,100534.19
6843.107619594,9943,100520.57,99387.22,100522.71,103743.72,100534.99,100524.37,100529.63,100542.2
6843.128276138,9944,100522.44,99386.31,100530.73,103741.54,100534.99,100532.39,100538.73,100548.27
6843.14887637,9945,100512.57,99389.31,100527.75,103728.44,100534.99,100536.4,100528.57,100534.19
6843.169388027,9946,100528.56,99391.25,100528.67,103744.82,100540.94,100540.41,100534.71,100535.22
6843.19004864,9947,100526.44,99393.34,100522.71,103743.72,100534.99,100526.27,100528.57,100551.25
6843.210639628,9948,100520.57,99385.27,100522.71,103732.44,100543.03,100537.45,100526.66,100552.28
6843.231288661,9949,100516.57,99395.43,100525.69,103734.63,100537.08,100546.33,100537.67,100554.22
6843.255030987,9950,100518.45,99387.22,100530.73,103744.82,100543.03,100532.39,100530.69,100544.26
6843.275652965,9951,100519.51,99395.29,100523.74,103743.72,100534.99,100540.41,100530.69,100540.26
6843.29623514,9952,100524.56,99387.22,100522.71,103740.45,100543.03,100545.48,100536.61,100536.25
6843.316794024,9953,100524.56,99407.53,100528.67,103742.63,100541.98,100530.48,100530.69,100548.27
6843.337424586,9954,100529.37,99389.31,100526.72,103734.63,100541.98,100520.15,100526.45,100542.2
6843.358003623,9955,100526.44,99395.29,100520.65,103732.44,100537.97,100530.28,100528.57,100538.2
6843.378569507,9956,100531.49,99406.49,100522.71,103738.63,100544.96,100536.4,100532.59,100548.27
6843.399221868,9957,100526.44,99390.35,100513.66,103726.62,100551.07,100536.4,100526.45,100540.26
6843.423042632,9958,100520.57,99402.45,100520.65,103732.44,100551.07,100526.27,100520.53,100543.23
6843.444031422,9959,100534.43,99387.22,100521.68,103734.63,100540.94,100532.39,100520.53,100545.3
6843.464339654,9960,100522.44,99392.3,100522.71,103730.63,100541.98,100529.43,100539.79,100544.26
6843.48495676,9961,100520.57,99393.34,100512.63,103734.63,100539.01,100536.4,100535.77,100535.22
6843.505403977,9962,100526.44,99399.46,100526.72,103733.54,100543.03,100522.26,100530.69,100556.29
6843.525978688,9963,100533.37,99387.22,100522.71,103731.72,100550.02,100532.39,100527.51,100544.26
6843.546562707,9964,100525.62,99397.37,100537.72,103730.63,100539.01,100536.4,100530.69,100543.23
6843.56712611,9965,100524.56,99397.37,100531.76,103730.63,100543.03,100534.29,100530.69,100544.26
6843.590945888,9966,100520.57,99391.25,100529.7,103721.53,100552.11,100527.32,100530.69,100543.23
6843.611567615,9967,100520.57,99397.37,100534.74,103730.63,100534.99,100544.42,100532.59,100543.23
6843.632132156,9968,100524.56,99413.51,100526.72,103724.44,100543.03,100545.27,100535.77,100542.2
6843.652712649,9969,100529.62,99407.53,100530.73,103730.63,100551.07,100535.35,100529.63,100540.26
6843.673416019,9970,100520.57,99395.29,100522.71,103744.82,100541.98,100548.44,100537.67,100543.23
6843.693927614,9971,100526.44,99397.37,100525.69,103732.81,100547.05,100541.47,100529.63,100540.26
6843.714550331,9972,100520.57,99399.46,100530.73,103730.63,100544.08,100537.45,100529.63,100551.25
6843.738386671,9973,100523.5,99397.37,100528.67,103730.63,100537.08,100524.37,100540.85,100544.26
6843.758905394,9974,100536.55,99399.46,100526.72,103736.81,100543.03,100527.32,100530.69,100539.23
6843.779497772,9975,100520.57,99406.49,100526.72,103732.81,100544.96,100532.39,100535.77,100548.27
6843.800089977,9976,100536.55,99403.36,100530.73,103735.72,100539.01,100532.39,100538.73,100548.27
6843.820729779,9977,100536.55,99405.44,100530.73,103731.72,100552.11,100535.35,100540.63,100549.19
6843.841285147,9978,100520.57,99405.44,100519.73,103734.63,100547.05,100544.42,100541.69,100550.22
6843.861888678,9979,100533.61,99406.49,100523.74,103728.81,100546.0,100529.43,100538.73,100541.17
6843.882463543,9980,100522.44,99397.37,100534.74,103743.72,100534.99,100548.44,100547.83,100539.23
6843.906250803,9981,100530.43,99400.5,100522.71,103726.62,100537.97,100544.42,100528.57,100544.26
6843.926830726,9982,100522.44,99398.42,100531.76,103736.81,100541.98,100536.4,100538.73,100552.28
6843.947459336,9983,100533.61,99395.43,100526.72,103732.81,100547.05,100540.41,100532.59,100543.23
6843.968040294,9984,100520.57,99399.46,100530.73,103731.72,100539.01,100536.4,100538.73,100543.23
6843.988662234,9985,100523.5,99406.49,100524.66,103735.72,100551.07,100528.38,100540.85,100545.3
6844.009251157,9986,100527.5,99399.46,100520.65,103735.72,100543.03,100540.41,100539.79,100550.22
6844.029826594,9987,100528.56,99407.53,100523.74,103740.82,100546.0,100540.41,100535.77,100548.27
6844.050430734,9988,100523.5,99411.56,100525.69,103734.63,100543.03,100532.39,100532.8,100551.25
6844.074250197,9989,100536.55,99398.42,100532.79,103736.81,100541.98,100544.42,100529.63,100552.28
6844.094811372,9990,100525.62,99397.37,100538.75,103739.72,100545.12,100524.37,100528.57,100548.27
6844.115455799,9991,100528.56,99407.53,100524.66,103740.82,100543.03,100527.32,100535.77,100541.17
6844.136024424,9992,100524.56,99406.49,100518.7,103727.72,100543.03,100530.28,100546.77,100543.23
6844.156607111,9993,100533.61,99394.38,100530.73,103735.72,100543.03,100534.29,100530.69,100552.28
6844.177209509,9994,100528.56,99405.44,100531.76,103732.81,100545.12,100549.49,100548.89,100546.21
6844.197762696,9995,100518.69,99413.51,100522.71,103735.72,100551.07,100535.35,100540.85,100534.19
6844.218661788,9996,100524.56,99407.53,100530.73,103740.82,100551.07,100530.28,100536.83,100543.23
6844.242178153,9997,100523.5,99406.49,100520.65,103731.72,100549.14,100531.33,100539.79,100544.26
6844.262758647,9998,100523.5,99405.44,100529.7,103744.82,100544.08,100533.44,100538.73,100543.23
6844.283427792,9999,100536.55,99401.41,100534.74,103740.82,100533.95,100539.36,100529.63,100536.25
6844.304048706,10000,100532.55,99411.56,100521.68,103732.81,100544.08,100540.41,100538.73,100542.2
6844.324630304,10001,100523.5,99401.27,100532.68,103739.72,100554.04,100548.44,100538.73,100548.27
6844.345254259,10002,100518.45,99403.5,100528.67,103736.81,100544.08,100539.36,100539.79,100552.28
6844.365853121,10003,100532.55,99395.29,100522.71,103735.72,100543.03,100544.42,100538.73,100550.22
6844.38643267,10004,100524.56,99399.46,100531.76,103740.82,100552.11,100540.41,100534.71,100546.21
6844.410121591,10005,100526.44,99395.29,100538.75,103734.63,100557.01,100538.3,100534.71,100547.24
6844.430783706,10006,100518.45,99413.51,100521.68,103719.71,100543.03,100532.39,100542.75,100547.24
6844.451410253,10007,100532.55,99391.25,100531.76,103732.81,100544.08,100539.36,100528.57,100547.24
6844.471918104,10008,100533.61,99411.56,100528.67,103738.63,100547.05,100537.45,100531.75,100549.3
6844.492619715,10009,100519.51,99407.53,100533.71,103731.72,100549.14,100540.41,100546.77,100542.2
6844.51308948,10010,100520.57,99399.46,100530.73,103736.81,100552.11,100539.36,100548.89,100556.29
6844.53377286,10011,100524.56,99395.29,100534.74,103736.81,100547.05,100541.47,100530.69,100550.22
6844.554360687,10012,100529.62,99397.37,100537.72,103734.63,100553.16,100542.52,100532.8,100552.28
6844.579051558,10013,100531.49,99399.46,100526.72,103732.81,100545.12,100540.41,100532.59,100552.28
6844.599138352,10014,100532.55,99403.5,100534.74,103728.81,100552.11,100538.3,100543.81,100544.26
6844.619483881,10015,100522.44,99397.37,100521.68,103727.72,100551.07,100544.42,100539.79,100543.23
6844.639863833,10016,100524.56,99407.53,100531.76,103732.81,100547.05,100534.29,100538.73,100547.24
6844.660535275,10017,100523.5,99405.44,100532.68,103726.62,100557.18,100540.41,100539.79,100543.23
6844.681067495,10018,100535.49,99406.49,100521.68,103739.72,100547.05,100531.33,100543.81,100549.19
6844.701658328,10019,100522.44,99394.38,100531.76,103738.63,100544.08,100534.29,100542.75,100543.23
6844.72228861,10020,100519.51,99405.44,100532.79,103736.81,100554.04,100544.42,100542.75,100544.26
6844.746128557,10021,100543.48,99405.44,100522.71,103744.82,100547.05,100546.33,100540.85,100545.3
6844.766654064,10022,100525.62,99398.42,100534.74,103732.81,100555.09,100539.36,100539.79,100547.24
6844.787230094,10023,100525.62,99402.31,100539.78,103731.72,100552.11,100530.28,100534.71,100548.27
6844.807855176,10024,100534.67,99395.29,100530.73,103732.81,100551.07,100544.42,100532.59,100542.2
6844.828437559,10025,100534.67,99405.44,100532.68,103728.81,100543.03,100536.4,100546.77,100548.27
6844.849086617,10026,100534.67,99395.29,100538.75,103736.81,100547.05,100532.39,100530.69,100552.28
6844.869732828,10027,100543.48,99406.49,100522.71,103744.82,100551.07,100552.45,100547.83,100543.23
6844.890285671,10028,100518.45,99411.56,100539.78,103736.81,100555.09,100532.39,100546.77,100544.26
