t_pc,sample_idx,force
7381.129859787,338,-33.0871
7381.568233091,339,-34.0507
7382.006507243,340,-34.0856
7382.448872619,341,-34.5575
7382.887085066,342,-37.4449
7383.329489852,343,-134.6933
7383.767730824,344,-166.1796
7384.210030125,345,-19.1265
7384.648311875,346,-12.0038
7385.090504953,347,-0.4641
7385.528871059,348,-0.1784
7385.967172806,349,-0.4309
7386.409540441,350,-0.1614
7386.847806701,351,-0.2037
7387.290064693,352,-0.2188
7387.72831528,353,-0.0251
7388.170657799,354,0.1142
7388.609443554,355,0.2429
7389.051072392,356,0.4557
7389.489540057,357,0.5525
7389.92784747,358,0.3569
7390.370204613,359,-0.4378
7390.808396442,360,0.6800
7391.250868352,361,-0.2915
7391.689003993,362,-0.5852
7392.13124162,363,-0.2976
7392.569565026,364,0.5754
7393.011824675,365,0.6213
7393.450182241,366,0.1711
7393.888465492,367,-0.3195
7394.330831586,368,-1.2365
7394.769029497,369,-0.1414
7395.211497124,370,-0.4864
7395.649603767,371,-0.2907
7396.092009476,372,-0.3706
7396.530257065,373,-1.2869
7396.972487823,374,-1.4291
7397.410862422,375,-0.9735
7397.849443999,376,-0.8702
7398.291467894,377,0.1236
7398.72967552,378,-0.8997
7399.172298152,379,-0.5086
7399.611479965,380,-0.3695
7400.053357601,381,0.1068
7400.491002663,382,-0.3632
7400.933437145,383,-0.3339
7401.371941955,384,-1.0592
7401.809723464,385,-0.6904
7402.252073172,386,-0.1925
7402.69038497,387,-0.3532
7403.132729196,388,0.1492
7403.570936157,389,0.3615
7404.013278864,390,0.5256
7404.451575628,391,17.4162
7404.893846305,392,53.3467
7405.332120549,393,87.3565
7405.77433789,394,123.5913
7406.212779719,395,161.3779
7406.651089136,396,200.6631
7407.093393715,397,240.8204
7407.531818569,398,96.8386
7407.973926817,399,-33.7527
7408.414165833,400,-35.1683
