t_pc,sample_idx,force
17043.035324113,36,-0.0253
17043.473512851,37,-0.0201
17043.915901867,38,-0.0247
17044.358266044,39,-0.0262
17044.796504922,40,-0.026
17045.238898392,41,-0.0192
17045.681211285,42,-0.0312
17046.119482223,43,-0.017
17046.561820332,44,-0.0223
17047.004118669,45,-0.0354
17047.442447915,46,-0.0354
17047.884827816,47,-0.026
17048.327026872,48,-0.0331
17048.765379963,49,-0.0303
17049.207768629,50,-0.0257
17049.649990082,51,-0.0181
17050.088351851,52,-0.0145
17050.530706836,53,-0.0168
17050.972977997,54,-0.0174
17051.411397466,55,-0.0183
17051.85365683,56,-0.0146
17052.295913929,57,-0.0326
17052.734263114,58,-0.0148
17053.176623859,59,-0.0197
17053.618907682,60,-0.0246
17054.057246442,61,-0.0375
17054.499578387,62,-0.0458
17054.941851919,63,-0.0397
17055.380243045,64,-0.0562
17055.822592482,65,-0.0386
17056.264819357,66,-0.0335
17056.703190004,67,-0.0163
17057.145507975,68,-0.0131
17057.587781536,69,-0.0164
17058.026151878,70,-0.021
17058.46850493,71,-0.0183
17058.91065706,72,-0.0297
17059.349117867,73,-0.0359
17059.791455383,74,-0.0363
17060.229882447,75,-0.0415
17060.672063645,76,-0.0316
17061.114411217,77,-0.0545
17061.552822238,78,-0.0379
17061.99501987,79,-0.0569
17062.437677159,80,-0.0481
17062.876355673,81,-0.0557
17063.318085915,82,-0.0525
17063.760307212,83,-0.0566
17064.19898342,84,-0.0555
17064.641034836,85,-0.0498
17065.083251031,86,-0.0717
17065.521524194,87,-0.0728
17065.963902333,88,-0.0797
17066.406267549,89,-0.0676
17066.844566093,90,-0.0553
17067.286843501,91,-0.0589
17067.729431491,92,-0.0654
17068.167590989,93,-0.0805
17068.609888708,94,-0.0701
17069.052046377,95,-0.0781
17069.490533435,96,-0.0792
17069.932877158,97,-0.0787
17070.371132762,98,-0.0595
17070.813375112,99,-0.0732
17071.256178982,100,-0.0661
17071.694162978,101,-0.0659
17072.136512329,102,-0.0598
17072.578901625,103,-0.0676
17073.017190801,104,-0.0572
17073.459510465,105,-0.0634
17073.901922821,106,-0.0574
17074.340590044,107,-0.0599
17074.78265691,108,-0.0554
17075.224801391,109,-0.0574
17075.663016933,110,-0.0613
17076.105437829,111,-0.0598
17076.547832176,112,-0.051
17076.985836927,113,-0.0623
17077.428310517,114,-0.0632
17077.870835337,115,-0.0757
17078.309037592,116,-0.0708
17078.751438371,117,-0.0655
17079.193656204,118,-0.0665
17079.631769348,119,-0.0601
17080.076037805,120,-0.0681
17080.516814673,121,-0.0769
17080.954853623,122,-0.0732
17081.397152557,123,-0.0704
17081.83981249,124,-0.0692
17082.277826578,125,-0.052
17082.720081516,126,-0.0573
17083.16267922,127,-0.0598
17083.600750994,128,-0.059
17084.043126991,129,-0.0834
17084.485374712,130,-0.0814
17084.923668122,131,-0.0721
17085.366082213,132,-0.0725
17085.80842467,133,-0.0752
17086.246641725,134,-0.0804
17086.689067123,135,-0.0777
17087.131406034,136,-0.069
17087.569596913,137,-0.073
17088.011984594,138,-0.0606
17088.454296804,139,-0.0518
17088.892717376,140,-0.0639
17089.334904678,141,-0.0699
17089.777208747,142,-0.0612
17090.215520858,143,-0.0855
17090.657872103,144,-0.0645
17091.100070839,145,-0.0792
17091.538499023,146,-0.0624
17091.980875501,147,-0.082
17092.423041632,148,-0.0683
17092.861376365,149,-0.084
17093.303815649,150,-0.0839
17093.74598138,151,-0.0805
17094.18453408,152,-0.0736
17094.626754615,153,-0.0803
17095.064994801,154,-0.0843
17095.507460582,155,-0.0708
17095.949772164,156,-0.0805
17096.387953011,157,-0.0735
17096.830390718,158,-0.0655
17097.272888167,159,-0.0563
