t_pc,sample_idx,force
7030.443801366,531,-32.5202
7030.882097003,532,-33.2395
7031.321018927,533,-33.4150
7031.760117378,534,-34.0537
7032.20082996,535,-34.6184
7032.639151887,536,-88.0837
7033.078473727,537,-141.4563
7033.515783363,538,-166.0321
7033.954058358,539,-82.4451
7034.392194044,540,-10.7651
7034.830504804,541,-4.2175
7035.269048777,542,-0.0648
7035.707027925,543,-0.8634
7036.147197307,544,-0.8671
7036.58354665,545,0.1794
7037.025760303,546,-0.5199
7037.464119717,547,0.4190
7037.902459572,548,-0.4921
7038.342169308,549,-0.3588
7038.778954541,550,-1.4735
7039.217145761,551,-0.9691
7039.655467808,552,0.3258
7040.093671307,553,-0.3654
7040.531872231,554,-0.8638
7040.970143372,555,0.2626
7041.408732173,556,1.6100
7041.850739775,557,0.6965
7042.289030836,558,0.1544
7042.728065942,559,-0.5022
7043.165601981,560,0.4269
7043.603874214,561,0.5017
7044.042125184,562,-0.0099
7044.480335553,563,0.4852
7044.918632964,564,0.5667
7045.35685479,565,0.7612
7045.795239743,566,1.1216
7046.237421829,567,0.2432
7046.675729395,568,0.3707
7047.113984382,569,0.4808
7047.552172458,570,-0.0725
7047.990480364,571,0.2117
7048.428730193,572,-0.7319
7048.867026964,573,-0.0420
7049.305225535,574,-0.2185
7049.743476506,575,0.3648
7050.181818054,576,0.3296
7050.620664906,577,0.5484
7051.058423532,578,0.7062
7051.50054003,579,1.0629
7051.938875138,580,0.9596
7052.377153941,581,0.7316
7052.81538378,582,2.2277
7053.253842495,583,4.6183
7053.691946795,584,27.4753
7054.130212097,585,60.5300
7054.568594587,586,90.6611
7055.006732167,587,123.9051
7055.444970119,588,161.3510
7055.887189832,589,178.9519
7056.325460394,590,-28.1035
7056.76383361,591,-33.0739
