t_pc,sample_idx,force
17098.172444953,161,-0.0588
17098.595697944,162,-0.0719
17099.03405083,163,-0.0784
17099.476255911,164,-0.0528
17099.918628125,165,-0.0607
17100.357044872,166,-0.0481
17100.799215508,167,-0.0507
17101.241625969,168,-0.0582
17101.679908868,169,-0.0638
17102.122176632,170,-0.07
17102.56461137,171,-0.073
17103.002902769,172,-0.0763
17103.445151505,173,-0.0788
17103.887531988,174,-0.0714
17104.325833347,175,-0.0669
17104.768097863,176,-0.0651
17105.210426107,177,-0.0654
17105.648773461,178,-0.0717
17106.091030143,179,-0.0599
17106.533387931,180,-0.0955
17106.971678616,181,-0.1017
17107.414114522,182,-1.0983
17107.856222379,183,-1.3789
17108.294679466,184,-1.3562
17108.737027133,185,-1.325
17109.175261876,186,-1.3128
17109.617625674,187,-1.3006
17110.059976555,188,-1.2972
17110.498280995,189,-1.2865
17110.940558652,190,-1.2814
17111.382955527,191,-1.2905
17111.821193161,192,-1.2795
17112.263556945,193,-1.2816
17112.705896476,194,-1.2751
17113.14416341,195,-1.2828
17113.586537115,196,-1.2692
17114.028847455,197,-1.2626
17114.467095904,198,-1.2518
17114.909424956,199,-1.2476
17115.351689745,200,-1.2622
17115.790055936,201,-1.2544
17116.232483343,202,-1.2485
17116.670774067,203,-1.2496
17117.113045409,204,-1.2453
17117.555413876,205,-1.2492
17117.993716177,206,-1.2319
17118.436010712,207,-1.2181
17118.878391165,208,-1.2273
17119.316655075,209,-1.2201
17119.758996593,210,-1.2212
17120.201285051,211,-1.2139
17120.639542807,212,-1.2174
17121.081957472,213,-1.2102
17121.524215568,214,-1.2208
17121.962608774,215,-1.2257
17122.404945501,216,-1.2184
17122.847197974,217,-1.2212
17123.28549017,218,-1.2223
17123.727898627,219,-1.2048
17124.170104118,220,-1.2095
17124.608469097,221,-1.2334
17125.050875118,222,-1.214
17125.489069246,223,-1.2177
17125.93143141,224,-1.2167
17126.373868398,225,-1.2228
17126.812072531,226,-1.2174
17127.254510619,227,-1.2186
17127.696845226,228,-1.2268
17128.135086797,229,-1.2278
17128.577405706,230,-1.2187
17129.019664633,231,-1.228
17129.457998324,232,-1.2329
17129.900344393,233,-1.2227
17130.342505444,234,-1.2251
17130.780964425,235,-1.2203
17131.223261996,236,-1.2321
17131.661512732,237,-1.2302
17132.103883569,238,-1.2348
17132.546235576,239,-1.237
17132.984504966,240,-1.2372
17133.426858853,241,-1.2403
17133.869199888,242,-1.2287
17134.307399433,243,-1.2278
17134.74993988,244,-1.2267
17135.192117838,245,-1.2228
17135.630442707,246,-1.2121
17136.072811173,247,-1.2148
17136.515014761,248,-1.215
17136.953452807,249,-1.2104
17137.395766318,250,-1.213
17137.837955302,251,-1.2083
17138.27639819,252,-1.203
17138.718781455,253,-1.2106
17139.156954496,254,-1.2035
17139.599330951,255,-1.1961
17140.041743059,256,-1.2191
17140.479981286,257,-1.2255
17140.922301272,258,-1.2226
17141.364738178,259,-1.2097
17141.80313594,260,-1.2077
17142.245314155,261,-1.2208
17142.687531556,262,-1.2016
17143.12588377,263,-1.1977
17143.568273353,264,-1.1968
17144.010422237,265,-1.2116
17144.448766556,266,-1.2118
17144.891199271,267,-1.1786
17145.329437015,268,-1.1765
17145.771784535,269,-1.1706
17146.214127907,270,-1.1661
17146.652449652,271,-1.1686
17147.094687946,272,-1.1806
17147.53704427,273,-1.1693
17147.975335061,274,-1.1745
17148.417659875,275,-1.1812
17148.860038603,276,-1.1773
17149.298249379,277,-1.1837
17149.740764381,278,-1.1912
17150.182859834,279,-1.181
17150.621271708,280,-1.1776
17151.063746014,281,-1.168
17151.502181105,282,-1.1779
17151.944350786,283,-1.1769
17152.386614302,284,-1.1839
17152.825141724,285,-1.1781
17153.267311298,286,-1.1789
17153.709463602,287,-1.1781
17154.147984937,288,-1.1552
17154.59037781,289,-1.1559
17155.028631429,290,-1.1537
17155.470818652,291,-1.1696
17155.913365983,292,-1.1621
17156.351382745,293,-1.161
17156.79389205,294,-1.1597
