t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
7721.077734865,14016,99510.63,96089.94,99502.23,102975.37,99522.04,99491.94,99514.31,99500.28
7721.088247485,14017,99505.89,96405.72,99495.3,102979.34,99517.01,99517.91,99518.3,99491.3
7721.108929616,14018,99503.77,96100.91,99504.29,102979.34,99505.91,99499.89,99515.37,99491.3
7721.132941314,14019,99491.89,96113.92,99500.31,102985.08,99509.05,99505.74,99509.51,99487.33
7721.15355388,14020,99507.73,95987.97,99496.33,102986.17,99523.93,99505.98,99511.38,99492.34
7721.174171424,14021,99505.89,96073.95,99497.36,102999.17,99505.91,99499.89,99511.38,99498.21
7721.194677038,14022,99496.91,96066.98,99496.33,102999.17,99508.0,99504.92,99515.37,99490.27
7721.215601106,14023,99494.79,96064.94,99495.3,103004.91,99508.0,99512.88,99508.45,99486.3
7721.235682989,14024,99490.05,96048.95,99488.38,102999.17,99511.98,99502.0,99511.38,99497.34
7721.25619308,14025,99491.89,96048.95,99500.31,103013.94,99508.0,99499.89,99495.18,99500.28
7721.276809032,14026,99496.91,96050.99,99494.27,103004.24,99497.94,99497.78,99513.25,99498.21
7721.300982013,14027,99495.85,96046.99,99490.44,102999.17,99508.0,99503.87,99513.25,99500.28
7721.321629012,14028,99492.95,96041.97,99494.27,103008.2,99511.98,99492.99,99506.33,99495.27
7721.343063892,14029,99508.79,96044.95,99495.3,102994.11,99510.1,99505.74,99514.31,99486.3
7721.363113777,14030,99497.97,96031.94,99490.29,103000.27,99509.05,99491.94,99507.39,99494.24
7721.383198264,14031,99502.71,96061.96,99503.26,103004.24,99513.87,99498.84,99510.32,99500.28
7721.403814216,14032,99495.85,96036.96,99490.29,103009.3,99515.97,99499.89,99510.32,99495.27
7721.424197725,14033,99502.71,96044.02,99494.27,103009.3,99514.92,99503.87,99513.25,99485.27
7721.445406413,14034,99490.83,96041.97,99503.26,103016.14,99511.78,99499.89,99506.33,99496.31
7721.469008611,14035,99488.99,96061.96,99499.28,103000.95,99518.06,99503.87,99501.29,99490.27
7721.489626766,14036,99492.95,96066.98,99497.36,103002.04,99513.03,99500.95,99505.28,99490.27
7721.510065339,14037,99491.89,96055.92,99497.22,103000.27,99502.97,99506.79,99503.41,99491.3
7721.530783535,14038,99508.79,96049.97,99495.3,103011.07,99508.0,99499.89,99505.28,99500.28
7721.552495194,14039,99508.79,96056.94,99494.27,103012.85,99522.88,99515.8,99516.43,99490.27
7721.5718647,14040,99505.89,96052.01,99507.23,102996.98,99519.95,99499.89,99514.31,99501.31
7721.592318586,14041,99494.79,96056.94,99491.32,103015.04,99508.0,99517.91,99509.26,99490.27
7721.612839424,14042,99502.71,96045.97,99498.25,103008.2,99515.97,99507.85,99506.33,99487.33
7721.636613482,14043,99510.63,96049.97,99503.26,103015.04,99517.01,99504.92,99511.38,99497.18
7721.657751102,14044,99501.65,96033.98,99494.27,103008.88,99523.93,99507.85,99510.32,99495.27
7721.677642358,14045,99494.01,96031.94,99490.29,103015.04,99504.02,99502.0,99507.39,99490.27
7721.698745025,14046,99503.77,96029.98,99504.29,103015.04,99518.9,99503.87,99513.25,99493.37
7721.72015042,14047,99505.89,96041.97,99503.26,103015.04,99522.04,99516.86,99516.43,99491.3
7721.739783525,14048,99500.87,96041.97,99503.26,103015.04,99510.1,99501.76,99515.37,99506.15
7721.76030241,14049,99503.77,96023.94,99491.32,103015.04,99510.94,99503.87,99521.22,99497.18
7721.780788244,14050,99504.83,96025.99,99495.3,103015.04,99511.98,99499.89,99501.29,99491.3
7721.804583775,14051,99502.71,96025.99,99495.3,103019.01,99508.0,99505.74,99506.33,99490.27
7721.825041878,14052,99497.97,96017.99,99500.31,103019.01,99502.97,99497.78,99508.2,99503.21
7721.845678841,14053,99502.71,96029.98,99503.26,103015.04,99506.95,99507.85,99523.34,99487.33
7721.866691772,14054,99497.97,96011.95,99501.2,103022.97,99516.8,99505.98,99511.38,99496.31
7721.886764191,14055,99505.89,96025.99,99504.29,103019.01,99518.06,99499.89,99509.26,99495.27
7721.907912508,14056,99496.91,96017.99,99498.25,103016.14,99523.93,99499.89,99515.37,99491.3
7721.928892691,14057,99503.77,96017.99,99494.27,103008.2,99518.06,99499.89,99505.28,99489.24
7721.949288449,14058,99496.91,96017.99,99499.28,103022.97,99513.87,99507.85,99513.25,99501.31
7721.972579486,14059,99504.83,96010.0,99500.31,103019.01,99515.97,99508.9,99523.34,99506.15
7721.993036808,14060,99504.83,95998.01,99488.23,103020.78,99506.95,99499.89,99519.36,99495.27
7722.013680591,14061,99496.91,96017.99,99492.35,103028.04,99501.93,99499.89,99509.26,99486.3
7722.034081467,14062,99509.57,96019.01,99495.3,103016.81,99515.97,99499.89,99515.37,99494.24
7722.054892363,14063,99493.73,96007.02,99495.3,103022.97,99509.89,99515.8,99507.39,99502.18
7722.075242503,14064,99490.83,95999.03,99494.27,103012.85,99500.04,99491.94,99499.42,99490.27
7722.095866496,14065,99494.79,96002.0,99495.3,103028.04,99508.0,99500.95,99503.16,99503.21
7722.116832837,14066,99505.89,96020.04,99498.25,103013.94,99510.94,99519.78,99514.31,99495.27
7722.140587386,14067,99490.83,96008.98,99495.3,103021.88,99517.85,99515.8,99516.43,99498.21
7722.161117958,14068,99502.71,95998.01,99496.33,103024.07,99502.97,99493.81,99501.29,99504.25
7722.183113266,14069,99502.71,96002.0,99499.28,103019.01,99508.0,99503.87,99514.31,99496.31
7722.202226684,14070,99505.89,96002.0,99499.28,103020.78,99509.89,99506.79,99514.31,99494.24
7722.222727582,14071,99488.7,96004.98,99496.33,103022.97,99509.89,99497.78,99511.38,99489.24
7722.243534663,14072,99494.79,95996.05,99495.3,103015.04,99505.91,99500.95,99507.39,99494.24
7722.264093407,14073,99495.85,95987.04,99486.32,103016.14,99502.97,99500.95,99511.38,99492.34
7722.287986215,14074,99502.71,95987.04,99493.24,103024.07,99511.98,99498.84,99507.39,99494.24
7722.308614806,14075,99509.85,95990.01,99499.28,103013.94,99505.91,99520.83,99513.25,99495.27
7722.329099789,14076,99503.77,95990.01,99502.23,103046.78,99515.97,99499.89,99505.28,99508.22
7722.349720006,14077,99502.71,95998.01,99494.27,103060.45,99510.94,99510.77,99515.37,99503.21
7722.371215899,14078,99501.65,95994.01,99495.3,103060.45,99513.87,99503.87,99515.37,99499.24
7722.390772478,14079,99502.71,95986.02,99494.27,103062.64,99497.94,99497.78,99507.39,99488.21
7722.411695794,14080,99506.67,95992.06,99493.24,103062.64,99506.95,99499.89,99504.47,99493.21
7722.431756075,14081,99500.87,95983.97,99498.25,103070.58,99505.91,99515.8,99515.37,99496.31
7722.455989838,14082,99495.85,95986.02,99493.24,103066.61,99513.87,99502.81,99503.41,99508.22
7722.476696347,14083,99497.97,95986.02,99495.3,103062.64,99504.02,99499.89,99507.39,99490.27
7722.497193068,14084,99504.83,95987.04,99494.27,103062.64,99508.0,99499.89,99505.28,99490.27
7722.518447685,14085,99503.77,95992.99,99503.26,103062.64,99501.93,99493.81,99516.43,99497.18
7722.539315878,14086,99506.67,95978.02,99496.33,103060.45,99513.03,99502.81,99512.19,99482.33
7722.558871305,14087,99511.69,95996.99,99498.25,103068.38,99515.97,99501.76,99507.39,99506.15
7722.580258904,14088,99504.83,95978.02,99494.27,103063.74,99506.95,99503.87,99506.33,99502.18
7722.600037268,14089,99493.73,95986.02,99486.32,103062.64,99513.87,99498.84,99515.37,99489.24
7722.62403848,14090,99511.69,95978.02,99499.28,103062.64,99521.83,99503.87,99514.31,99498.21
7722.64466701,14091,99492.66,95985.0,99490.29,103062.64,99505.91,99503.87,99501.29,99490.27
7722.665141077,14092,99491.6,95978.02,99492.35,103055.81,99514.92,99505.74,99509.26,99498.21
7722.685721585,14093,99510.63,95985.0,99490.29,103064.42,99509.89,99515.8,99507.39,99497.18
7722.706160448,14094,99502.71,95991.03,99497.36,103058.68,99509.89,99503.87,99503.41,99497.18
7722.726847427,14095,99493.73,95994.01,99488.38,103080.71,99498.99,99501.76,99515.37,99499.24
7722.747194682,14096,99505.61,95992.06,99494.27,103062.64,99505.91,99499.89,99509.26,99497.18
7722.767771084,14097,99501.65,95991.03,99502.23,103066.61,99501.93,99515.8,99509.26,99498.21
7722.792016585,14098,99514.59,95995.03,99494.27,103060.45,99510.94,99496.97,99516.43,99498.21
7722.812612005,14099,99503.48,96002.0,99502.23,103053.61,99497.94,99499.89,99505.28,99493.37
7722.833089026,14100,99495.85,95995.97,99486.32,103058.68,99497.94,99495.91,99501.29,99488.21
