t_pc,sample_idx,force
7915.094067632,1115,-34.7521
7915.530857885,1116,-34.7355
7915.969164612,1117,-35.1615
7916.40736653,1118,-34.8231
7916.846081594,1119,-65.0948
7917.283914224,1120,-199.7044
7917.722163865,1121,-120.8192
7918.165058801,1122,-9.4103
7918.604078526,1123,-2.3098
7919.040978526,1124,0.1783
7919.479247245,1125,0.0497
7919.919067181,1126,0.7161
7920.356642051,1127,1.0751
7920.794033383,1128,0.0533
7921.232288091,1129,0.0979
7921.674546255,1130,0.5228
7922.112958641,1131,0.5274
7922.551176434,1132,0.8386
7922.98948959,1133,0.2330
7923.427690047,1134,-0.3938
7923.868124902,1135,-0.4962
7924.306064263,1136,-0.3328
7924.742501372,1137,-0.0080
7925.180751033,1138,0.5167
7925.623006112,1139,0.3409
7926.061302964,1140,0.3732
7926.500800792,1141,0.5763
7926.937883478,1142,0.1577
7927.377620568,1143,0.3632
7927.814412544,1144,1.0217
7928.252663697,1145,0.9021
7928.690870302,1146,2.3190
7929.133105361,1147,2.1183
7929.571393871,1148,1.3730
7930.009738996,1149,1.2332
7930.447950929,1150,1.5355
7930.886203023,1151,1.9167
7931.324488238,1152,1.5010
7931.762774464,1153,1.3667
7932.201015872,1154,1.6018
7932.639261116,1155,1.4325
7933.081581624,1156,1.7516
7933.519870204,1157,0.8349
7933.958167777,1158,1.7416
7934.398007262,1159,1.2574
7934.835294818,1160,1.6803
7935.272959174,1161,2.0960
7935.711372301,1162,1.3894
7936.149466968,1163,0.6883
7936.591762007,1164,0.4596
7937.030031748,1165,0.1764
7937.468262721,1166,2.7083
7937.906510829,1167,23.0978
7938.344850606,1168,56.5446
7938.78309515,1169,87.0238
7939.221322977,1170,119.8362
7939.661153419,1171,156.5126
7940.101848589,1172,68.3718
7940.540227375,1173,-32.5903
