t_pc,sample_idx,force
15357.390694714,134,-30.8797
15357.828973365,135,-30.8381
15358.268398711,136,-31.2382
15358.710064957,137,-30.9531
15359.147855229,138,-36.8171
15359.590167964,139,-131.1297
15360.029075045,140,-64.6672
15360.466790623,141,-0.6121
15360.909153624,142,-0.2817
15361.347357521,143,5.7679
15361.789710926,144,3.9824
15362.229827677,145,3.9985
15362.666142535,146,4.1399
15363.108465484,147,3.9859
15363.5471317,148,4.1644
15363.989049976,149,4.7081
15364.427349086,150,5.0818
15364.865606242,151,4.4841
15365.308133921,152,4.0607
15365.746228701,153,4.2843
15366.188602837,154,3.9588
15366.626847584,155,4.709
15367.065125921,156,4.3696
15367.507494739,157,4.5756
15367.945753296,158,5.0003
15368.388016433,159,4.3541
15368.826389023,160,3.6617
15369.266065365,161,2.9077
15369.706937126,162,3.0688
15370.14519406,163,3.4775
15370.587629007,164,4.3678
15371.025831348,165,4.5267
15371.464104627,166,3.9846
15371.9064584,167,4.1241
15372.344761253,168,4.3577
15372.786944438,169,4.216
15373.227168878,170,6.3498
15373.663632257,171,9.5228
15374.105929794,172,9.6161
15374.5461312,173,7.8153
15374.982401006,174,5.8458
15375.424767226,175,6.4511
15375.863047635,176,6.224
15376.30622312,177,4.6672
15376.744151054,178,3.7347
15377.181880357,179,4.3452
15377.625052908,180,3.8863
15378.062568378,181,3.2494
15378.504788627,182,2.7829
15378.943676092,183,3.5712
15379.381426377,184,3.7801
15379.823736952,185,4.3085
15380.262077981,186,4.3492
15380.704215163,187,3.8932
15381.143139264,188,3.8615
15381.580869497,189,4.081
15382.023198851,190,4.7181
15382.461474189,191,4.4377
15382.899777019,192,4.4994
15383.342040953,193,5.5167
15383.780303551,194,4.0715
15384.22255796,195,3.696
15384.66092723,196,4.3873
15385.099347446,197,3.9575
15385.541534573,198,4.4187
15385.98103188,199,3.8231
15386.422055936,200,4.2044
15386.860418215,201,3.881
15387.298747844,202,4.8852
15387.741111737,203,4.5552
15388.179274874,204,4.9935
15388.617540386,205,5.2327
15389.059981045,206,6.4961
15389.498159354,207,5.8372
15389.941063915,208,5.8636
15390.378867738,209,5.3704
15390.817707057,210,5.0442
15391.259445523,211,5.6812
15391.697650783,212,4.223
15392.139955916,213,7.5355
15392.57836281,214,32.6867
15393.016610644,215,64.4534
15393.458942017,216,95.138
15393.897241889,217,127.0511
15394.339414791,218,157.769
15394.77781178,219,186.2047
15395.216056838,220,219.553
15395.658399768,221,253.1078
15396.096660861,222,289.1842
15396.53885197,223,16.4001
15396.977274457,224,-31.6243
15397.415847301,225,-31.4692
