t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
7969.007712442,25822,99508.8,95821.48,99496.93,102986.67,99512.39,99515.24,99517.11,99510.39
7969.023921208,25823,99509.86,95835.51,99505.92,102987.77,99507.36,99521.08,99525.08,99511.42
7969.048086007,25824,99519.9,95819.53,99506.95,102994.6,99504.43,99515.24,99529.07,99497.45
7969.06870326,25825,99497.99,95819.53,99498.99,103009.36,99508.41,99509.15,99529.33,99494.52
7969.089207483,25826,99505.9,95811.54,99501.94,102985.58,99505.27,99509.15,99518.17,99497.45
7969.109911438,25827,99497.99,95806.52,99504.88,103002.53,99519.3,99517.1,99524.28,99497.45
7969.130412776,25828,99506.97,95802.53,99514.9,103010.46,99516.37,99509.15,99509.14,99488.49
7969.150954335,25829,99500.88,95793.52,99501.94,102994.6,99506.31,99523.19,99522.16,99492.45
7969.171319157,25830,99505.9,95776.51,99500.03,103001.43,99506.31,99514.18,99508.08,99498.49
7969.192366471,25831,99511.69,95792.5,99500.91,102994.6,99523.28,99518.16,99520.04,99514.35
7969.216111855,25832,99510.92,95802.53,99504.88,103001.68,99516.37,99517.1,99534.12,99522.29
7969.236716009,25833,99497.99,95786.54,99506.95,102993.75,99514.27,99505.18,99509.14,99493.49
7969.257235605,25834,99505.9,95769.54,99492.96,102994.85,99507.36,99513.13,99514.19,99496.42
7969.277867501,25835,99494.03,95772.6,99491.04,102994.85,99508.41,99502.26,99506.22,99488.49
7969.298556813,25836,99504.84,95754.58,99501.94,102998.81,99507.36,99523.19,99524.02,99490.55
7969.319008506,25837,99506.97,95754.58,99511.81,102999.91,99504.43,99520.27,99518.17,99509.35
7969.339477185,25838,99506.97,95762.57,99505.92,103003.87,99514.27,99518.16,99526.15,99511.42
7969.359985033,25839,99508.03,95753.56,99498.99,103011.8,99506.31,99518.16,99520.04,99493.49
7969.384104143,25840,99506.97,95737.58,99506.95,103003.87,99508.41,99513.13,99522.16,99498.49
7969.404730921,25841,99515.94,95742.59,99491.04,103015.77,99506.31,99517.1,99518.17,99501.42
7969.425472222,25842,99503.78,95741.57,99502.82,103002.78,99503.38,99516.05,99508.08,99508.32
7969.445824815,25843,99509.86,95729.59,99490.01,103002.78,99510.29,99511.26,99517.11,99498.49
7969.466308187,25844,99510.92,95738.6,99504.88,103005.64,99510.29,99510.21,99516.05,99504.35
7969.488209192,25845,99508.03,95723.63,99500.91,103005.64,99510.29,99509.15,99510.2,99497.45
7969.507422512,25846,99514.88,95723.63,99501.94,103005.64,99502.34,99514.18,99500.11,99511.42
7969.528192126,25847,99508.03,95718.62,99509.89,103022.35,99515.32,99514.18,99517.11,99499.52
7969.552119055,25848,99509.86,95707.65,99501.94,103014.42,99507.36,99506.23,99522.16,99502.45
7969.572726103,25849,99504.84,95702.64,99501.94,103019.73,99503.38,99512.07,99514.19,99496.42
7969.593183084,25850,99511.98,95689.63,99504.88,103007.84,99508.41,99509.15,99507.02,99504.35
7969.61389389,25851,99505.9,95703.65,99502.97,103018.63,99514.27,99513.13,99523.22,99504.35
7969.6343042,25852,99508.03,95727.63,99509.89,103007.84,99508.41,99522.13,99520.04,99502.45
7969.654914423,25853,99491.14,95714.62,99493.99,103001.68,99511.34,99508.34,99514.19,99488.49
7969.675389391,25854,99503.01,95683.68,99502.97,103014.42,99508.41,99508.34,99510.2,99497.45
7969.695963429,25855,99492.2,95695.66,99496.93,103026.32,99506.31,99507.29,99518.17,99489.52
7969.720154308,25856,99508.03,95701.62,99498.99,103026.32,99516.37,99519.21,99517.11,99510.39
7969.74079677,25857,99508.03,95693.63,99513.87,103044.37,99507.36,99514.18,99512.07,99510.39
7969.761194231,25858,99492.2,95681.64,99498.99,103015.52,99500.45,99503.31,99517.11,99498.49
7969.781994271,25859,99499.05,95680.7,99495.02,103014.42,99498.36,99503.31,99510.2,99501.42
7969.802377751,25860,99508.03,95686.65,99491.04,103014.42,99506.31,99511.26,99518.17,99504.52
7969.822981163,25861,99508.03,95685.63,99497.96,103032.48,99516.37,99522.13,99519.24,99516.42
7969.843379355,25862,99500.11,95682.66,99496.93,103026.32,99510.29,99504.12,99505.16,99501.42
7969.864167728,25863,99514.88,95675.68,99490.01,103018.63,99517.2,99507.29,99517.11,99497.45
7969.887754663,25864,99499.05,95669.73,99498.99,103020.83,99508.41,99510.21,99517.11,99505.39
7969.908748897,25865,99514.88,95680.62,99498.99,103027.66,99502.34,99509.15,99534.12,99494.52
7969.928738701,25866,99501.95,95686.65,99498.99,103027.66,99501.29,99519.21,99516.05,99502.45
7969.949923243,25867,99505.9,95671.69,99488.98,103028.76,99503.38,99511.26,99510.2,99506.42
7969.970283728,25868,99497.99,95667.69,99498.99,103034.49,99513.22,99506.23,99526.15,99510.39
7969.994095593,25869,99521.73,95695.66,99506.95,103026.56,99514.27,99519.21,99512.07,99513.32
7970.01141549,25870,99500.11,95683.68,99502.97,103027.66,99510.29,99507.29,99514.19,99514.35
7970.031974485,25871,99508.03,95671.69,99490.01,103020.83,99501.5,99507.29,99509.14,99488.49
7970.055716725,25872,99497.99,95663.7,99498.99,103019.73,99508.41,99503.31,99510.2,99492.62
7970.076164172,25873,99506.97,95665.66,99505.92,103021.93,99507.36,99513.13,99509.14,99497.45
7970.096783699,25874,99510.92,95689.63,99508.86,103035.59,99504.43,99526.11,99522.16,99496.42
7970.117834839,25875,99506.97,95682.66,99502.97,103034.49,99508.41,99510.21,99514.19,99502.45
7970.13787572,25876,99496.16,95674.67,99501.94,103026.56,99520.35,99510.21,99519.24,99495.39
7970.158935383,25877,99506.97,95679.68,99497.96,103021.93,99506.31,99515.24,99511.26,99513.32
7970.178922624,25878,99508.03,95674.67,99505.92,103019.73,99507.36,99525.05,99518.17,99502.45
7970.203124048,25879,99511.98,95690.65,99497.96,103025.47,99512.39,99514.18,99521.1,99510.39
7970.223746279,25880,99508.03,95676.62,99504.88,103031.63,99502.34,99510.21,99518.17,99489.52
7970.244210071,25881,99508.03,95667.69,99505.92,103029.86,99502.34,99519.21,99510.2,99510.39
7970.264881987,25882,99510.92,95666.67,99504.88,103010.71,99508.41,99515.24,99515.25,99512.29
7970.2852805,25883,99521.73,95673.65,99498.99,103048.58,99500.45,99513.13,99512.07,99489.52
7970.305913777,25884,99511.98,95673.65,99504.88,103055.41,99504.43,99514.18,99518.17,99498.49
7970.329391938,25885,99505.9,95663.7,99506.95,103071.27,99491.45,99517.1,99518.17,99514.35
7970.347063185,25886,99514.88,95666.67,99496.93,103079.2,99502.34,99509.15,99513.13,99492.45
7970.371442139,25887,99506.97,95666.67,99506.95,103071.27,99499.4,99511.26,99506.22,99510.39
7970.391792839,25888,99504.07,95673.65,99496.93,103072.37,99504.43,99517.1,99518.17,99501.42
7970.413153507,25889,99508.03,95667.69,99502.97,103078.1,99507.36,99522.13,99513.13,99508.32
7970.432985002,25890,99506.97,95667.69,99501.06,103080.06,99508.41,99523.19,99514.19,99518.32
7970.453249011,25891,99494.03,95682.66,99501.94,103091.95,99511.34,99510.21,99517.11,99505.39
7970.473958475,25892,99506.97,95674.67,99501.94,103082.92,99504.43,99510.21,99514.19,99504.52
7970.494320291,25893,99494.03,95670.67,99501.94,103082.92,99503.38,99501.2,99518.17,99502.45
7970.514933789,25894,99513.82,95674.67,99497.96,103078.96,99503.38,99513.13,99522.16,99516.42
7970.539200613,25895,99508.03,95677.64,99497.96,103069.93,99509.46,99531.14,99514.19,99496.59
7970.559723383,25896,99505.9,95688.61,99495.02,103073.89,99501.29,99498.28,99513.13,99497.45
7970.580221236,25897,99508.03,95683.68,99495.02,103074.99,99512.39,99518.16,99517.11,99498.49
7970.600889037,25898,99515.94,95676.62,99506.95,103073.89,99500.45,99511.26,99512.07,99508.48
7970.621248129,25899,99506.97,95695.66,99491.04,103073.89,99508.41,99511.26,99522.16,99498.49
7970.642057664,25900,99508.03,95681.72,99493.99,103080.06,99519.3,99501.2,99515.25,99490.55
7970.662370487,25901,99511.98,95675.68,99495.02,103068.16,99505.27,99506.23,99512.32,99490.55
7970.684198061,25902,99500.11,95684.69,99500.91,103069.26,99508.41,99502.26,99511.26,99498.49
7970.707167462,25903,99523.86,95689.63,99501.94,103060.23,99508.41,99518.16,99516.05,99498.49
7970.727774751,25904,99503.01,95683.68,99510.92,103084.02,99508.41,99518.16,99512.07,99497.45
7970.748868665,25905,99500.11,95686.65,99500.91,103058.04,99497.31,99506.23,99516.05,99498.49
7970.768856787,25906,99509.09,95682.66,99497.96,103076.09,99508.41,99514.18,99517.11,99514.35
7970.789286647,25907,99508.03,95691.67,99498.99,103073.89,99511.34,99509.15,99504.1,99497.45
7970.809920766,25908,99513.82,95699.66,99491.04,103060.23,99510.29,99518.16,99510.2,99500.39
7970.830355203,25909,99508.03,95698.64,99507.98,103068.16,99511.34,99509.15,99512.07,99514.35
7970.852229077,25910,99514.88,95691.67,99487.07,103062.0,99509.46,99520.27,99518.17,99506.42
7970.875157056,25911,99500.11,95686.65,99497.96,103063.1,99507.36,99511.26,99513.13,99495.55
7970.895846208,25912,99504.07,95693.63,99504.88,103071.03,99508.41,99523.19,99505.96,99511.42
7970.916212783,25913,99500.11,95699.66,99506.95,103058.46,99503.38,99515.24,99512.07,99518.32
