t_pc,sample_idx,force
3307.471087561,53,-2.7065
3307.909437806,54,-0.6888
3308.35174314,55,0.2527
3308.789955134,56,0.4299
3309.232339709,57,0.4218
3309.67074814,58,0.5482
3310.112912699,59,-0.4878
3310.551184403,60,0.0259
3310.993459799,61,0.8623
3311.431886728,62,1.0016
3311.874205763,63,0.2020
3312.312512623,64,0.9303
3312.754919805,65,0.4340
3313.193089015,66,0.0638
3313.635405129,67,0.5103
3314.077583774,68,-0.3125
3314.515966478,69,-0.1789
3314.958325091,70,-1.3273
3315.396681494,71,-0.1786
3315.838906344,72,-0.6880
3316.277157674,73,-0.9141
3316.719639523,74,-0.2407
3317.157798131,75,-0.8316
3317.600169415,76,-0.6866
3318.03850024,77,0.1110
3318.48080039,78,0.0071
3318.919249758,79,-0.2050
3319.361583044,80,0.0553
3319.80045723,81,0.5191
3320.242399342,82,-0.0848
3320.680308235,83,0.6765
3321.12258205,84,-0.8996
3321.561186396,85,-0.3331
3322.003250534,86,-0.3862
3322.441778092,87,1.0316
3322.887473331,88,-0.0893
3323.326298391,89,-0.1514
3323.764718667,90,0.7366
3324.206720166,91,0.9949
3324.645141088,92,-3.2328
3325.087394867,93,0.1148
3325.525711563,94,0.0728
3325.968096745,95,0.6510
3326.406257841,96,1.0686
3326.848699035,97,-0.0100
3327.287010991,98,0.7716
3327.729262741,99,1.1137
3328.167542434,100,0.5851
3328.609856728,101,0.3992
3329.048089653,102,0.7493
3329.490425815,103,0.8070
3329.928717045,104,0.2080
3330.371071923,105,0.5426
3330.813296715,106,1.8543
3331.251731471,107,-1.8532
3331.693911486,108,0.0473
3332.13229381,109,0.6453
3332.574657635,110,-0.1191
3333.012906122,111,0.6057
3333.455289291,112,0.6895
3333.893542389,113,0.6204
3334.335806126,114,0.5410
3334.774163742,115,1.2936
3335.216451809,116,9.7957
3335.65481775,117,42.7580
3336.097112738,118,75.5501
3336.53540461,119,110.8567
3336.977798086,120,149.3533
3337.415995432,121,161.4782
3337.858413679,122,-32.8897
3338.296612054,123,-35.6897
3338.740955012,124,-37.0521
