t_pc,sample_idx,force
7501.608215495,173,-11.1061
7502.04542275,174,-11.2528
7502.487637479,175,-10.9519
7502.926037047,176,-12.3762
7503.364353339,177,-20.0145
7503.802529039,178,-96.1659
7504.240848507,179,-100.9723
7504.67917873,180,-72.9994
7505.11738082,181,-77.0858
7505.55961635,182,7.5163
7505.997899493,183,23.4403
7506.436142684,184,22.9357
7506.874426358,185,23.2427
7507.312705304,186,23.3393
7507.750993664,187,24.7985
7508.19320011,188,25.1794
7508.631603825,189,25.2946
7509.070114552,190,24.9284
7509.508090259,191,24.5057
7509.946311849,192,24.7175
7510.386062721,193,24.6757
7510.826803491,194,24.9434
7511.265221197,195,24.8589
7511.703469767,196,23.9537
7512.141716705,197,24.1845
7512.579961089,198,24.0433
7513.018248498,199,25.4243
7513.46203208,200,24.6998
7513.898821733,201,25.0746
7514.337915292,202,23.4074
7514.775337823,203,24.1792
7515.214116535,204,24.7775
7515.651906161,205,24.2238
7516.09417369,206,21.3378
7516.532483092,207,16.5693
7516.972057999,208,23.6141
7517.408995266,209,24.214
7517.847232059,210,23.984
7518.289475441,211,24.1934
7518.72787516,212,24.8273
7519.166123771,213,24.513
7519.604359091,214,23.4988
7520.044032938,215,23.5682
7520.480941,216,24.3745
7520.92310937,217,24.8728
7521.361570692,218,25.053
7521.800066947,219,25.2349
7522.238758177,220,24.8306
7522.676326059,221,24.7209
7523.114577513,222,25.0659
7523.557275443,223,24.5909
7523.995151982,224,25.9386
7524.433350346,225,35.3302
7524.871651286,226,61.0085
7525.310010284,227,92.7664
7525.748990391,228,122.7303
7526.190402797,229,158.1703
7526.629248901,230,194.4264
7527.067071317,231,231.2562
7527.505388011,232,268.6149
7527.943540136,233,308.2115
7528.381786784,234,348.078
7528.825067495,235,235.3613
7529.262401163,236,-9.0963
