t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m1_x,m1_y,m1_z,m2_x,m2_y,m2_z,m3_x,m3_y,m3_z,m4_x,m4_y,m4_z
18516.896208132,1775742713.7256024,55471,75.45000457763672,-30.30000114440918,-1436.27001953125,366.3000183105469,-828.1500244140625,-1412.31201171875,-794.2500610351562,400.95001220703125,-1213.387939453125,-83.85000610351562,-110.85000610351562,-1339.469970703125,63.900001525878906,226.8000030517578,-1291.553955078125
18516.896353353,1775742713.725901,55472,72.30000305175781,-34.650001525878906,-1432.39794921875,367.0500183105469,-824.2500610351562,-1412.7960205078125,-791.1000366210938,409.0500183105469,-1221.1319580078125,-88.05000305175781,-107.25000762939453,-1345.52001953125,64.35000610351562,223.95001220703125,-1281.8740234375
18516.896450763,1775742713.7260542,55473,74.25,-34.20000076293945,-1436.27001953125,364.20001220703125,-828.300048828125,-1421.75,-800.8500366210938,404.2500305175781,-1217.260009765625,-86.25,-110.25000762939453,-1325.91796875,66.45000457763672,231.45001220703125,-1295.1839599609375
18516.896502601,1775742713.726138,55474,77.10000610351562,-35.400001525878906,-1440.1419677734375,376.0500183105469,-824.2500610351562,-1413.0379638671875,-798.6000366210938,408.7500305175781,-1227.907958984375,-77.55000305175781,-104.10000610351562,-1324.949951171875,58.80000305175781,227.40000915527344,-1282.5999755859375
18516.897241822,1775742713.726834,55475,73.5,-29.55000114440918,-1438.447998046875,366.75,-829.800048828125,-1414.73193359375,-794.4000244140625,401.70001220703125,-1228.8759765625,-79.95000457763672,-110.10000610351562,-1334.6300048828125,64.6500015258789,227.25001525878906,-1280.1800537109375
18516.899343562,1775742713.728955,55476,74.55000305175781,-33.45000076293945,-1437.238037109375,363.3000183105469,-827.550048828125,-1409.407958984375,-797.7000122070312,403.3500061035156,-1227.1820068359375,-78.60000610351562,-109.95000457763672,-1322.0460205078125,62.250003814697266,234.45001220703125,-1288.6500244140625
18516.901561677,1775742713.7311487,55477,71.70000457763672,-38.400001525878906,-1437.238037109375,361.8000183105469,-823.2000122070312,-1420.5400390625,-791.2500610351562,409.0500183105469,-1221.615966796875,-82.6500015258789,-108.60000610351562,-1321.803955078125,68.55000305175781,232.65000915527344,-1294.9420166015625
18516.90366415,1775742713.733226,55478,79.80000305175781,-27.750001907348633,-1436.9959716796875,369.0,-824.7000122070312,-1416.1839599609375,-796.050048828125,404.1000061035156,-1226.2139892578125,-84.1500015258789,-103.80000305175781,-1321.0780029296875,66.75,230.25001525878906,-1280.4219970703125
18516.905732784,1775742713.7353363,55479,74.10000610351562,-35.10000228881836,-1439.416015625,360.45001220703125,-829.6500244140625,-1412.553955078125,-789.0000610351562,405.9000244140625,-1215.08203125,-82.05000305175781,-106.50000762939453,-1329.06396484375,61.80000305175781,222.45001220703125,-1285.261962890625
18516.907814514,1775742713.7374368,55480,73.20000457763672,-35.55000305175781,-1442.0780029296875,358.6500244140625,-820.6500244140625,-1410.6180419921875,-799.5000610351562,412.8000183105469,-1222.342041015625,-85.80000305175781,-108.1500015258789,-1323.0140380859375,66.30000305175781,227.25001525878906,-1289.3759765625
