t_pc,sample_idx,force
18516.925685317,289,0.2577
18517.368048343,290,0.2193
18517.806341639,291,0.2335
18518.248619998,292,0.2213
18518.691079403,293,0.2232
18519.129281526,294,0.1979
18519.571619049,295,0.1942
18520.013953552,296,0.195
18520.452220491,297,0.1866
18520.894580783,298,0.1874
18521.3369159,299,0.1898
18521.775168257,300,0.1952
18522.217569802,301,0.1892
18522.65991673,302,0.1898
18523.098171901,303,0.211
18523.540512172,304,0.2394
18523.98294229,305,0.2442
18524.421041269,306,0.2408
18524.863480099,307,0.2356
18525.305930782,308,0.2367
18525.744252019,309,0.2279
18526.18639316,310,0.2466
18526.628810522,311,0.2403
18527.067165923,312,0.2375
18527.509419992,313,0.2356
18527.95174389,314,0.2269
18528.389949894,315,0.2239
18528.832319906,316,0.2307
18529.274679889,317,0.2114
18529.712921049,318,0.1964
18530.155332543,319,0.1681
18530.597686954,320,0.171
18531.035932644,321,0.1621
18531.478241683,322,0.1573
18531.920788234,323,0.1634
18532.358906443,324,0.162
18532.80130961,325,0.139
18533.243688573,326,0.1416
18533.681961241,327,0.1507
18534.124312627,328,0.1412
18534.566650613,329,0.1374
18535.004958856,330,0.1287
18535.447275325,331,0.1318
18535.889464019,332,0.1341
18536.327822148,333,0.1374
18536.770163923,334,0.1448
18537.212385017,335,0.1342
18537.650766931,336,0.1288
18538.093096952,337,0.131
18538.535378183,338,0.1374
18538.973738331,339,0.1316
18539.416114565,340,0.1194
18539.854373135,341,0.1201
18540.296754208,342,0.1224
18540.739342199,343,0.1218
