t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
626442.209606249,9503,102675.58,89975.4,102684.03,106620.8,102665.88,102687.61,102698.13,102672.05
626442.230193316,9504,102683.61,90240.15,102693.13,106628.84,102680.11,102682.51,102690.05,102683.08
626442.2508441,9505,102694.58,90365.51,102693.13,106609.85,102672.89,102675.52,102695.17,102686.06
626442.271515525,9506,102684.4,90332.2,102688.06,106616.78,102658.87,102682.51,102695.17,102676.97
626442.291946536,9507,102675.3,90510.14,102701.19,106616.78,102663.96,102680.62,102701.1,102680.1
626442.312764834,9508,102685.48,90354.33,102703.12,106609.85,102676.93,102678.73,102707.28,102679.06
626442.337960974,9509,102668.34,90442.35,102688.06,106608.74,102662.9,102678.48,102691.13,102663.85
626442.357146241,9510,102698.6,90570.81,102701.19,106616.78,102664.82,102680.62,102699.21,102675.92
626442.377606536,9511,102681.46,90696.18,102703.12,106612.76,102667.79,102688.68,102686.01,102663.85
626442.398261216,9512,102674.51,90812.5,102694.18,106612.76,102656.74,102676.59,102695.17,102671.01
626442.418748462,9513,102682.54,90936.71,102688.06,106608.74,102661.84,102678.48,102699.21,102660.87
626442.439500579,9514,102683.61,91055.17,102689.1,106608.74,102653.77,102671.74,102695.17,102678.01
626442.459774243,9515,102683.61,91179.58,102689.1,106612.76,102665.88,102675.52,102699.21,102678.01
626442.480541593,9516,102673.43,91299.76,102692.09,106605.83,102673.95,102678.48,102693.02,102671.01
626442.50453921,9517,102669.42,91403.96,102687.01,106608.06,102661.84,102683.58,102692.2,102661.91
626442.525147169,9518,102681.46,91513.17,102691.04,106605.83,102658.87,102684.65,102687.09,102672.94
626442.545671361,9519,102686.55,91613.33,102692.09,106608.74,102665.88,102678.48,102696.24,102671.01
626442.566203966,9520,102681.46,91670.92,102681.05,106604.72,102662.9,102680.62,102687.09,102673.99
626442.586803913,9521,102672.36,91793.24,102693.13,106600.7,102662.9,102683.58,102694.09,102682.04
626442.607388056,9522,102668.34,91905.53,102696.11,106605.83,102660.78,102678.48,102687.09,102671.01
626442.627925118,9523,102679.6,91986.44,102675.97,106600.7,102666.94,102682.51,102687.09,102668.92
626442.648597224,9524,102687.63,92091.61,102693.13,106594.88,102656.74,102686.54,102683.05,102676.08
626442.672546959,9525,102687.63,92194.85,102680.0,106600.7,102669.92,102671.5,102696.24,102686.06
626442.693157071,9526,102697.52,92326.24,102696.11,106602.92,102668.86,102702.66,102702.17,102678.01
626442.713690527,9527,102687.63,92432.4,102704.17,106592.65,102680.11,102686.54,102695.17,102678.01
626442.734363835,9528,102684.4,92488.06,102699.1,106601.81,102653.77,102680.62,102691.13,102685.18
626442.754777861,9529,102657.38,92556.84,102704.17,106593.77,102646.76,102674.46,102687.09,102672.05
626442.775408884,9530,102659.24,92619.47,102673.88,106589.75,102651.85,102666.4,102680.09,102656.84
626442.795786705,9531,102661.39,92682.25,102668.81,106578.8,102650.79,102676.59,102679.01,102661.91
626442.816681188,9532,102675.3,92795.53,102670.9,106586.84,102642.72,102675.52,102687.09,102664.89
626442.840148413,9533,102695.66,92918.86,102707.15,106592.65,102655.68,102687.61,102695.17,102679.06
626442.861238541,9534,102686.55,93022.1,102695.07,106588.63,102682.03,102695.67,102702.17,102695.16
626442.881339493,9535,102683.61,93120.18,102674.93,106604.72,102663.76,102683.58,102695.17,102666.98
626442.902314357,9536,102661.39,93193.99,102658.81,106600.7,102656.74,102682.51,102676.86,102680.1
