t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
624182.955038261,11546,102682.88,96597.87,102681.72,107198.08,102666.34,102675.97,102690.4,102658.07
624182.973836121,11547,102692.76,96636.32,102688.73,107188.92,102683.54,102689.13,102701.44,102679.07
624182.994482687,11548,102691.69,96669.71,102685.75,107187.8,102683.54,102697.18,102701.7,102678.18
624183.015552863,11549,102676.71,96709.17,102681.72,107182.01,102675.47,102684.28,102697.67,102678.18
624183.035579891,11550,102681.8,96751.67,102681.72,107177.99,102685.46,102688.31,102698.48,102673.11
624183.056140226,11551,102680.72,96775.95,102691.87,107182.01,102674.41,102697.43,102693.63,102688.32
624183.076609434,11552,102692.76,96814.4,102677.7,107182.01,102659.33,102690.2,102692.55,102674.16
624183.097086032,11553,102684.74,96858.92,102687.84,107180.88,102670.38,102692.34,102702.51,102690.26
624183.121408217,11554,102696.78,96896.37,102689.78,107192.94,102667.4,102681.07,102696.59,102691.3
624183.141861891,11555,102682.88,96937.86,102693.8,107182.01,102683.54,102702.28,102691.48,102688.32
624183.162545853,11556,102694.92,96974.28,102690.82,107184.9,102674.41,102693.15,102704.66,102690.26
624183.183102582,11557,102684.74,97000.59,102690.82,107191.17,102685.67,102687.24,102693.63,102669.09
624183.20371772,11558,102684.74,97033.98,102694.85,107203.22,102666.34,102691.27,102691.48,102686.23
624183.224157173,11559,102691.69,97091.67,102685.75,107188.92,102664.43,102681.07,102692.55,102678.18
624183.244708835,11560,102672.7,97108.86,102691.87,107196.96,102663.37,102688.31,102699.55,102688.32
624183.268217028,11561,102692.76,97155.41,102681.72,107205.0,102678.45,102692.34,102701.7,102695.33
624183.289422699,11562,102697.85,97229.29,102690.82,107198.08,102673.35,102706.31,102709.78,102686.23
624183.309930134,11563,102686.89,97245.48,102686.8,107199.21,102667.4,102689.38,102704.66,102692.35
624183.330488156,11564,102694.92,97293.04,102678.74,107190.04,102683.54,102682.14,102700.63,102681.16
624183.350947508,11565,102693.84,97326.44,102689.78,107196.96,102677.39,102699.32,102695.52,102699.35
624183.371588966,11566,102694.92,97374.0,102689.78,107188.92,102687.58,102701.46,102695.52,102688.32
624183.392336394,11567,102690.9,97394.24,102695.74,107199.21,102675.47,102692.34,102690.67,102677.14
624183.412785812,11568,102680.72,97439.78,102699.93,107199.21,102672.5,102693.41,102697.67,102698.3
624183.433117391,11569,102684.74,97457.0,102685.75,107196.96,102669.32,102693.41,102692.55,102685.18
624183.457479716,11570,102680.72,97510.61,102681.72,107200.98,102679.51,102690.2,102696.59,102678.18
624183.477593065,11571,102702.94,97552.11,102689.78,107207.24,102685.67,102697.43,102702.78,102691.3
624183.498595359,11572,102694.92,97571.33,102690.82,107210.14,102671.44,102700.39,102698.48,102678.18
