t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
6809.837148277,541,99507.59,96561.41,99495.44,102615.02,99498.57,99502.33,99514.03,99524.97
6809.858260436,542,99513.41,96573.43,99491.45,102615.02,99494.58,99511.36,99516.97,99527.91
6809.879684838,543,99521.61,96579.49,99485.41,102617.9,99490.59,99505.27,99512.97,99524.97
6809.898663911,544,99508.65,96590.48,99497.36,102616.11,99495.63,99503.16,99512.97,99522.91
6809.91943207,545,99507.59,96569.43,99493.38,102622.97,99498.57,99502.33,99522.02,99519.96
6809.943538067,546,99504.68,96578.46,99501.35,102616.11,99498.57,99501.28,99511.09,99517.9
6809.964100085,547,99514.47,96579.49,99485.41,102615.02,99494.58,99512.41,99508.98,99534.84
6809.984942506,548,99514.47,96576.51,99501.35,102618.99,99492.68,99502.33,99511.09,99515.98
6810.005150628,549,99513.68,96571.48,99502.38,102618.99,99498.57,99511.36,99516.97,99527.91
6810.02654866,550,99517.64,96572.41,99493.38,102615.02,99493.54,99511.36,99506.04,99514.95
6810.046846047,551,99508.65,96579.49,99502.38,102615.02,99490.59,99511.36,99516.14,99526.88
6810.067180551,552,99519.49,96579.49,99495.31,102615.02,99489.55,99511.36,99504.98,99520.99
6810.087288481,553,99499.66,96585.45,99496.34,102624.06,99495.63,99509.25,99511.09,99527.91
6810.111469842,554,99517.64,96579.49,99497.36,102615.02,99491.64,99508.42,99514.03,99519.96
6810.132127384,555,99517.64,96571.48,99502.38,102618.99,99492.68,99517.22,99508.98,99519.96
6810.152537652,556,99515.53,96569.43,99502.38,102608.86,99492.68,99502.33,99514.03,99518.93
6810.173143496,557,99514.47,96585.45,99494.41,102622.97,99494.58,99502.33,99511.09,99524.97
6810.193665322,558,99507.59,96569.43,99493.38,102617.2,99498.57,99510.31,99504.98,99527.91
6810.214486672,559,99514.47,96569.43,99493.38,102615.02,99504.65,99512.41,99512.97,99528.94
6810.234760293,560,99515.53,96571.48,99493.38,102615.02,99490.59,99514.29,99500.99,99524.97
6810.255404886,561,99499.66,96570.45,99501.35,102622.97,99506.55,99506.32,99519.08,99510.98
6810.27948916,562,99519.49,96580.51,99501.35,102622.97,99489.55,99510.31,99500.99,99535.87
6810.300085679,563,99501.51,96581.45,99498.39,102615.02,99495.63,99510.31,99510.03,99526.88
6810.320591963,564,99522.4,96569.43,99497.36,102615.02,99495.63,99503.39,99510.03,99524.97
6810.341211637,565,99517.64,96573.43,99497.36,102618.99,99499.62,99502.33,99503.1,99524.97
6810.361637979,566,99503.62,96579.49,99501.48,102618.99,99499.62,99506.32,99518.02,99512.01
6810.383567775,567,99505.47,96577.44,99493.38,102618.99,99499.62,99501.28,99511.09,99520.99
6810.402980855,568,99501.51,96587.5,99504.43,102622.97,99498.57,99510.31,99502.05,99518.93
6810.42402363,569,99515.53,96569.43,99490.42,102615.02,99499.62,99504.22,99508.98,99523.94
6810.447603461,570,99505.47,96570.45,99502.38,102624.06,99492.68,99502.33,99503.1,99513.04
6810.468123184,571,99514.47,96570.45,99497.36,102607.07,99498.57,99510.31,99515.09,99519.96
6810.488636538,572,99513.41,96577.53,99485.41,102611.04,99490.59,99502.33,99522.02,99520.99
6810.509200909,573,99507.59,96571.48,99497.36,102611.04,99490.59,99495.42,99504.98,99513.04
6810.529727513,574,99507.59,96570.45,99491.45,102615.02,99495.63,99502.33,99520.96,99518.93
6810.550558497,575,99511.56,96578.46,99490.42,102612.84,99494.58,99510.31,99516.97,99542.93
6810.570897457,576,99515.53,96578.46,99505.34,102616.11,99498.57,99506.32,99508.98,99519.96
6810.595043495,577,99507.59,96582.47,99503.41,102622.97,99506.55,99506.32,99518.02,99525.85
6810.615092477,578,99507.59,96577.44,99497.36,102615.02,99498.57,99502.33,99515.09,99519.96
6810.636122131,579,99507.59,96573.43,99501.35,102620.08,99490.59,99508.2,99511.09,99513.04
6810.656201228,580,99509.71,96575.48,99501.35,102615.02,99498.57,99502.33,99514.03,99531.89
6810.6771827,581,99501.77,96565.42,99494.41,102622.97,99495.63,99508.2,99508.98,99520.99
6810.697660079,582,99517.64,96581.45,99492.48,102616.11,99497.53,99506.32,99512.15,99524.97
6810.718254716,583,99503.62,96582.47,99483.35,102624.06,99497.53,99499.4,99511.09,99519.96
6810.738714478,584,99520.55,96579.49,99495.44,102621.17,99499.62,99506.32,99503.1,99517.9
6810.762472259,585,99509.71,96582.47,99503.41,102617.2,99498.57,99505.27,99500.99,99523.94
6810.783098884,586,99512.62,96579.49,99501.35,102608.16,99498.57,99499.4,99519.08,99523.94
6810.803571276,587,99505.47,96570.45,99498.39,102605.98,99494.58,99501.28,99508.98,99519.96
6810.824357873,588,99505.74,96575.48,99489.39,102622.97,99498.57,99510.31,99512.97,99517.01
6810.84513073,589,99503.62,96573.43,99486.44,102622.97,99498.57,99512.41,99508.98,99519.96
6810.865239461,590,99519.49,96569.43,99497.49,102626.94,99498.57,99507.37,99518.02,99518.93
6810.8863315,591,99501.51,96571.48,99494.41,102616.11,99500.66,99505.27,99507.1,99514.95
6810.906556979,592,99507.59,96582.47,99502.38,102620.08,99507.6,99509.25,99507.92,99517.01
6810.930484406,593,99515.53,96577.44,99501.35,102616.11,99500.66,99502.33,99500.99,99518.93
6810.952078133,594,99503.62,96578.46,99482.45,102620.08,99492.68,99510.31,99507.1,99514.95
