t_pc,sample_idx,force
13556.991064939,132,-32.3675
13557.433200628,133,-32.3406
13557.871653768,134,-31.6643
13558.309871332,135,-31.7491
13558.75221099,136,-32.4428
13559.190560834,137,-31.1954
13559.628787311,138,-30.8563
13560.071128331,139,-58.7454
13560.509425175,140,-129.346
13560.951597741,141,-135.2814
13561.389990299,142,-80.823
13561.828329848,143,-1.4256
13562.271294371,144,5.421
13562.708808632,145,5.4467
13563.147078845,146,6.0863
13563.589421619,147,5.1335
13564.027794568,148,5.6651
13564.469990819,149,5.3836
13564.908367294,150,4.8165
13565.347183694,151,4.7071
13565.788917837,152,5.0475
13566.227158947,153,4.8519
13566.669459376,154,5.2886
13567.107797523,155,5.0078
13567.546170922,156,4.7709
13567.988373925,157,5.0598
13568.42669736,158,5.9359
13568.864947694,159,6.1081
13569.308107022,160,5.8877
13569.745532088,161,5.4326
13570.187906379,162,4.9728
13570.626124925,163,4.8611
13571.064401359,164,6.0683
13571.506737042,165,4.1468
13571.946169815,166,4.2133
13572.387516843,167,4.7492
13572.825617811,168,5.2829
13573.263871681,169,5.1153
13573.706271661,170,4.595
13574.144468074,171,4.0072
13574.582741183,172,5.6164
13575.025120112,173,4.9481
13575.463365378,174,2.6822
13575.905702203,175,3.8873
13576.343971206,176,3.7458
13576.78219482,177,4.0785
13577.224548641,178,4.864
13577.662919388,179,4.8085
13578.1051017,180,4.4592
13578.543436973,181,4.6848
13578.981764284,182,5.6904
13579.42403549,183,6.1377
13579.862365465,184,5.8823
13580.304541027,185,5.8889
13580.742840877,186,6.4256
13581.181127406,187,5.1431
13581.623498313,188,3.587
13582.061783251,189,4.4706
13582.500151854,190,4.7038
13582.943296662,191,4.524
13583.380650631,192,4.5601
13583.822953796,193,4.2806
13584.261203069,194,3.888
13584.699527006,195,4.2072
13585.141886866,196,5.2159
13585.5801889,197,5.4527
13586.022355789,198,5.0165
13586.460694598,199,4.2723
13586.898949179,200,3.8209
13587.341310182,201,3.6341
13587.780086072,202,3.9786
13588.217826927,203,3.864
13588.660228361,204,4.1797
13589.099163882,205,5.1341
13589.540770073,206,4.8765
13589.979051456,207,4.8548
13590.417405839,208,4.5873
13590.859745839,209,4.7891
13591.297942874,210,5.1014
13591.736295765,211,6.1485
13592.179183655,212,5.9088
13592.616815826,213,6.3885
13593.060130481,214,16.7354
13593.497455677,215,46.5111
13593.935733955,216,76.0649
13594.378100557,217,105.5764
13594.816398124,218,134.4996
13595.259259263,219,160.5379
13595.697069384,220,184.3097
13596.135179167,221,200.5006
13596.577538077,222,209.4502
13597.0157802,223,26.4327
13597.453996415,224,4.6402
