t_pc,sample_idx,force
17862.150527401,37,-1.0204
17862.588788238,38,-0.897
17863.031076517,39,-0.1698
17863.469432137,40,-0.7705
17863.907660135,41,-0.0544
17864.350050218,42,0.3178
17864.788358136,43,0.0386
17865.230656159,44,-1.1339
17865.668867262,45,-0.7744
17866.111120407,46,-0.0062
17866.54960335,47,-0.5559
17866.987738828,48,0.2161
17867.43010821,49,0.8414
17867.868378281,50,0.9997
17868.310604236,51,0.117
17868.748994129,52,-0.3799
17869.187261696,53,-0.0649
17869.630211186,54,0.4698
17870.067858956,55,-0.0779
17870.510271072,56,0.1263
17870.948401913,57,0.0299
17871.38672174,58,0.4235
17871.829113556,59,1.2716
17872.267349516,60,1.0309
17872.709667991,61,1.5379
17873.148106097,62,1.7684
17873.590169016,63,0.7904
17874.029137955,64,1.4081
17874.466829701,65,2.381
17874.909232204,66,2.6467
17875.347779135,67,1.8748
17875.789687901,68,1.7617
17876.228321261,69,1.8001
17876.666267664,70,0.8689
17877.108582334,71,0.314
17877.546897323,72,0.7614
17877.989215478,73,0.4853
17878.427530238,74,0.7985
17878.865787731,75,0.5305
17879.309081522,76,-0.4087
17879.746399895,77,-0.0598
17880.188677228,78,-0.1002
17880.626951367,79,0.3528
17881.0652687,80,-0.1507
17881.507621238,81,-0.1409
17881.945836076,82,-0.2664
17882.388323427,83,0.0767
17882.827099004,84,-0.0126
17883.268667827,85,0.1077
17883.707234427,86,-0.1831
17884.145555337,87,0.9548
17884.587861184,88,0.5634
17885.026012156,89,-0.1048
17885.468180635,90,-0.0831
17885.906568716,91,0.0626
17886.344738567,92,0.0067
17886.787159428,93,-0.0748
17887.227031343,94,0.3533
17887.667645061,95,0.8382
17888.106026842,96,0.937
17888.544292368,97,0.469
17888.986655102,98,0.8156
17889.426058939,99,1.4775
17889.86713771,100,1.0114
17890.305514334,101,-0.072
17890.743727171,102,-0.3298
17891.186096584,103,-0.5255
17891.624358875,104,-0.0853
17892.066677843,105,0.0472
17892.50497088,106,0.5833
17892.946068601,107,0.3706
17893.386079096,108,0.0685
17893.823815702,109,0.6332
17894.266171325,110,-0.192
17894.70446932,111,-0.1144
17895.146732554,112,-0.425
17895.585045441,113,0.6912
17896.023320973,114,0.9425
17896.465674733,115,1.1067
17896.903924335,116,1.1669
17897.346252266,117,0.3565
17897.784574438,118,0.273
17898.222851062,119,0.7983
17898.665151742,120,0.6446
17899.103523579,121,0.5816
17899.545727382,122,0.5589
17899.984044608,123,2.0823
17900.422238756,124,2.268
17900.864666438,125,1.349
17901.30286921,126,2.0173
17901.745199805,127,2.8601
17902.184010597,128,22.8665
17902.62576464,129,57.1476
17903.064170039,130,86.838
17903.502417228,131,119.6318
17903.944789667,132,154.1371
17904.383008833,133,189.5388
17904.825324266,134,224.7993
17905.263591856,135,71.5244
17905.701845625,136,-36.0046
17906.144721206,137,-37.4139
