t_pc,sample_idx,force
1565.282875844,342,-32.6687
1565.725162307,343,-31.3696
1566.163435708,344,-31.9492
1566.605879396,345,-32.0372
1567.044091097,346,-53.1467
1567.486406063,347,-130.5609
1567.92471095,348,-160.4126
1568.367030415,349,-249.8785
1568.805258765,350,-109.4864
1569.247555641,351,-7.9129
1569.685860775,352,-4.6448
1570.128227282,353,-1.4401
1570.56641567,354,-1.4434
1571.008922719,355,-8.2645
1571.447136172,356,-11.5216
1571.889343195,357,-2.2235
1572.327619873,358,-1.8611
1572.770011678,359,0.2237
1573.208184009,360,-0.6247
1573.650610255,361,-1.1365
1574.088868878,362,-0.3946
1574.531168261,363,0.3308
1574.969475476,364,-0.1987
1575.411836156,365,-1.6008
1575.850115669,366,0.3826
1576.292396089,367,2.6171
1576.730666577,368,1.9062
1577.173016788,369,1.7887
1577.611287162,370,2.0249
1578.053570398,371,2.3857
1578.491877798,372,0.6063
1578.934164092,373,1.1237
1579.372483606,374,0.2720
1579.814875516,375,0.8271
1580.253118395,376,1.5130
1580.695426761,377,1.8630
1581.133704362,378,1.9109
1581.576022177,379,2.4309
1582.014367999,380,2.9591
1582.456652251,381,2.9200
1582.894903159,382,2.3629
1583.337189162,383,1.6716
1583.775508114,384,0.7817
1584.217870811,385,1.9217
1584.656201518,386,1.0853
1585.098451448,387,0.7150
1585.536795822,388,1.2967
1585.979089039,389,1.7291
1586.417277003,390,1.6736
1586.859609588,391,1.8846
1587.297964056,392,1.5438
1587.740230197,393,3.1480
1588.178560072,394,4.4891
1588.620877908,395,25.7368
1589.059197254,396,62.7378
1589.501483096,397,97.3781
1589.939915419,398,134.7153
1590.382217468,399,175.2740
1590.820466828,400,173.3160
1591.263339223,401,-31.8983
1591.702026263,402,-34.5829
