t_pc,sample_idx,force
1648.502399455,531,-35.7809
1648.944628587,532,-36.2988
1649.382876949,533,-35.8563
1649.8252783,534,-35.4991
1650.263510236,535,-35.7787
1650.705864265,536,-73.6611
1651.144212794,537,-178.6139
1651.586470644,538,-102.7131
1652.024773248,539,-9.7572
1652.467030509,540,-3.2667
1652.905315156,541,-0.4403
1653.347618749,542,0.0141
1653.785934224,543,-1.5737
1654.228410193,544,-1.1920
1654.666536167,545,0.0518
1655.10893328,546,-0.5141
1655.547130815,547,0.4097
1655.989436199,548,-0.8517
1656.427759576,549,-0.8069
1656.870086158,550,0.1256
1657.308292114,551,0.4570
1657.750798078,552,0.7218
1658.188948371,553,0.1466
1658.63139694,554,0.3176
1659.069534152,555,0.3270
1659.511932511,556,-0.8524
1659.950180621,557,-1.1177
1660.392535151,558,-1.6575
1660.830797038,559,-1.1474
1661.27314368,560,-0.0328
1661.711443198,561,-1.8100
1662.153814796,562,-0.5869
1662.59209593,563,-1.8504
1663.034389898,564,-1.4142
1663.472682753,565,-0.9110
1663.915070766,566,-1.3678
1664.353298619,567,-1.0419
1664.79564226,568,-1.0306
1665.233859349,569,-1.5278
1665.67621607,570,-1.3893
1666.114432283,571,0.0178
1666.556773107,572,0.0661
1666.99506214,573,1.0406
1667.437359031,574,0.2753
1667.879551202,575,-0.0574
1668.318222335,576,-0.4217
1668.760206058,577,0.4873
1669.198569841,578,0.1284
1669.640821995,579,-0.3107
1670.079212165,580,0.5644
1670.521374823,581,0.7656
1670.959918297,582,2.2799
1671.40209233,583,0.8559
1671.840467874,584,2.3730
1672.282718569,585,4.1557
1672.721148014,586,31.7967
1673.163439229,587,67.7754
1673.601807577,588,104.2869
1674.043895547,589,141.9783
1674.482341618,590,179.8857
1674.924654141,591,218.8233
1675.362876122,592,261.3867
1675.805220544,593,127.5697
1676.243499927,594,-35.3576
1676.690393644,595,-34.8325
