t_pc,sample_idx,force
3586.399316504,367,-33.4280
3586.841541826,368,-30.9287
3587.279847677,369,-70.6501
3587.722203203,370,-130.5324
3588.160560218,371,-115.8520
3588.602851619,372,-121.5078
3589.041193608,373,-27.2883
3589.483541156,374,-19.0362
3589.921678851,375,-15.9356
3590.364006591,376,1.0235
3590.802280202,377,0.1019
3591.244626778,378,-0.1719
3591.683026304,379,0.8591
3592.125236839,380,1.0985
3592.56341449,381,1.1167
3593.005928698,382,0.9300
3593.448033914,383,0.7026
3593.886397938,384,0.1129
3594.328692614,385,0.0413
3594.767037558,386,0.1748
3595.209225756,387,-0.3633
3595.647645613,388,-0.3426
3596.089917445,389,-0.6107
3596.528360481,390,0.0819
3596.970674547,391,1.0189
3597.408966983,392,0.0568
3597.851243337,393,0.4893
3598.289512702,394,0.1888
3598.731852913,395,0.2697
3599.17009733,396,0.5086
3599.612468385,397,0.2818
3600.050736156,398,0.3972
3600.493022389,399,0.4436
3600.931356052,400,1.0510
3601.373692521,401,0.1713
3601.812021758,402,-0.4295
3602.254266393,403,0.0695
3602.692697877,404,-0.2335
3603.134999929,405,-0.9196
3603.573152757,406,-0.6266
3604.01551614,407,-2.4974
3604.453835873,408,-2.7994
3604.896161909,409,-2.6990
3605.334450018,410,-1.8273
3605.776709813,411,-2.2900
3606.215738208,412,-1.7854
3606.657401361,413,-2.0205
3607.095636482,414,-1.6923
3607.537997397,415,-2.3107
3607.97625298,416,-2.2585
3608.418530544,417,0.2404
3608.856807264,418,22.7680
3609.299160543,419,58.0271
3609.737494326,420,90.4382
3610.179847725,421,124.7577
3610.622016131,422,163.4901
3611.060698964,423,76.1711
3611.502596868,424,-36.4512
3611.941817219,425,-36.9086
