t_pc,sample_idx,force
8021.707879464,1358,-27.3690
8022.146140693,1359,-26.2548
8022.58439404,1360,-35.9726
8023.022646737,1361,-37.8112
8023.460883569,1362,-36.8617
8023.899437992,1363,-36.3761
8024.337485258,1364,-74.4674
8024.775889884,1365,-114.2393
8025.217925973,1366,-117.6409
8025.656214173,1367,-7.4943
8026.094604768,1368,-7.5211
8026.534122117,1369,1.2044
8026.971123972,1370,0.5626
8027.409364891,1371,0.1969
8027.847578107,1372,0.7429
8028.286112329,1373,0.8398
8028.724086074,1374,0.7635
8029.162318921,1375,0.7270
8029.60603451,1376,0.6563
8030.042890924,1377,-1.7802
8030.481276041,1378,-0.5643
8030.919485733,1379,0.5041
8031.358557428,1380,0.6606
8031.796015212,1381,0.4331
8032.23446075,1382,0.2612
8032.672519193,1383,0.4857
8033.110816187,1384,0.4853
8033.548995222,1385,1.2766
8033.991287718,1386,1.0191
8034.429580816,1387,0.9193
8034.867976659,1388,0.6747
8035.306144097,1389,1.3950
8035.745186137,1390,1.3779
8036.182681508,1391,0.5183
8036.620952192,1392,-0.2339
8037.059156486,1393,-0.2453
8037.497407269,1394,-0.3710
8037.93584772,1395,-0.8052
8038.374116861,1396,-0.5142
8038.816167722,1397,0.3221
8039.254469463,1398,0.6042
8039.693110507,1399,0.8571
8040.133352994,1400,0.3520
8040.569874652,1401,0.0183
8041.007642275,1402,-1.2829
8041.448180218,1403,-0.4406
8041.884082009,1404,0.5404
8042.32235749,1405,-1.4732
8042.761291176,1406,-0.9318
8043.19898015,1407,0.5636
8043.641087648,1408,-0.0212
8044.08004498,1409,-0.7261
8044.51917903,1410,6.8870
