t_pc,sample_idx,force
14883.142544757,145,-29.9012
14883.580782343,146,-30.1393
14884.023104813,147,-30.8699
14884.462511559,148,-30.6983
14884.903593189,149,-31.0755
14885.342255077,150,-81.0736
14885.780290545,151,-188.0541
14886.224086804,152,-30.7652
14886.660851729,153,1.6019
14887.10319021,154,-14.5596
14887.541449176,155,4.6019
14887.979836425,156,5.5434
14888.42209173,157,4.3353
14888.860327289,158,4.6292
14889.302725069,159,5.7345
14889.740925023,160,4.6359
14890.183175699,161,3.9651
14890.621543737,162,4.3468
14891.059783691,163,4.5317
14891.502162781,164,4.4859
14891.940470667,165,3.7155
14892.382777036,166,3.2412
14892.8209852,167,4.2259
14893.259369221,168,4.4335
14893.701641397,169,4.21
14894.139857623,170,3.7426
14894.582327487,171,2.6022
14895.020508499,172,3.5319
14895.462787063,173,4.2596
14895.901168497,174,3.7846
14896.339474677,175,3.6125
14896.782236011,176,3.8344
14897.220051388,177,3.5804
14897.66281224,178,3.572
14898.10061687,179,3.7
14898.54288766,180,4.0675
14898.981226678,181,4.1811
14899.419504412,182,4.2701
14899.861976656,183,3.8928
14900.300159176,184,4.1414
14900.742431096,185,3.997
14901.180693216,186,4.1199
14901.623120089,187,2.9838
14902.061325713,188,4.0521
14902.503525442,189,3.0739
14902.941921123,190,3.3829
14903.381323717,191,3.7917
14903.823074666,192,3.9879
14904.260845039,193,3.8173
14904.703095333,194,5.4677
14905.141436049,195,5.8159
14905.579657253,196,5.4243
14906.022025955,197,5.2386
14906.462106884,198,5.3762
14906.902565755,199,5.5152
14907.340884786,200,5.9423
14907.779151007,201,5.1725
14908.223052197,202,4.9912
14908.659778476,203,3.5485
14909.102101307,204,3.7623
14909.54035649,205,4.2698
14909.982620571,206,3.8664
14910.420971638,207,3.9403
14910.859198497,208,4.2731
14911.302130067,209,4.0197
14911.739856277,210,4.2121
14912.182185646,211,4.0228
14912.620466305,212,4.2097
14913.058724309,213,4.0425
14913.501085935,214,4.7127
14913.939302095,215,4.5628
14914.381719124,216,5.0547
14914.819947863,217,4.9476
14915.26311024,218,5.2745
14915.700631777,219,4.8595
14916.142786969,220,8.3808
14916.581218383,221,31.777
14917.01948031,222,62.2919
14917.461775913,223,86.6328
14917.900078071,224,106.973
14918.342428386,225,122.3965
14918.780690713,226,129.3133
14919.22285151,227,45.2355
14919.66130798,228,4.9528
