t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
10491.137903358,466,102580.21,100435.41,102566.57,100985.14,102559.5,102583.18,102595.31,102567.77
10491.158285115,467,102567.91,100435.41,102569.51,100989.12,102557.64,102582.86,102595.31,102583.72
10491.178868898,468,102571.16,100437.53,102574.56,100986.22,102561.64,102574.12,102596.39,102583.72
10491.199558415,469,102578.03,100433.51,102572.45,100984.07,102564.57,102583.18,102599.31,102583.72
10491.219960017,470,102589.97,100441.54,102573.5,100980.09,102557.64,102579.95,102595.31,102579.73
10491.240662293,471,102588.16,100445.56,102578.55,100978.26,102564.57,102582.1,102603.31,102583.72
10491.261191928,472,102567.91,100429.49,102572.45,100985.14,102557.35,102583.18,102584.38,102588.76
10491.281746117,473,102567.91,100441.54,102564.46,100969.23,102565.64,102581.03,102601.48,102583.72
10491.305645923,474,102568.99,100435.41,102572.45,100978.26,102568.57,102575.2,102583.3,102583.72
10491.326142884,475,102572.25,100430.55,102566.34,100982.24,102566.71,102577.03,102599.31,102583.72
10491.346788252,476,102578.03,100441.54,102572.45,100986.22,102561.64,102583.18,102599.31,102575.74
10491.367379685,477,102583.1,100437.53,102571.39,100986.22,102555.5,102581.03,102591.3,102583.72
10491.387966554,478,102578.03,100437.53,102568.46,100986.22,102567.5,102589.01,102584.38,102583.72
10491.408510287,479,102571.88,100446.62,102572.45,100982.24,102573.64,102581.03,102580.38,102583.72
10491.429072896,480,102566.1,100440.48,102576.44,100987.29,102556.57,102575.95,102599.31,102581.6
10491.449720372,481,102575.86,100437.53,102568.46,100976.11,102565.64,102582.1,102583.3,102580.79
10491.473522054,482,102578.03,100446.62,102565.52,100982.24,102567.5,102581.03,102599.31,102583.72
10491.494113545,483,102566.82,100433.51,102573.5,100978.26,102563.5,102579.95,102597.48,102591.69
10491.514688958,484,102564.29,100435.41,102572.45,100990.2,102564.57,102593.01,102601.48,102584.77
10491.535353032,485,102566.1,100437.53,102565.52,100982.24,102557.64,102573.04,102601.48,102583.72
10491.555882803,486,102563.93,100441.54,102564.46,100978.26,102556.57,102584.26,102591.3,102574.69
10491.576458182,487,102572.25,100437.53,102573.5,100981.16,102561.64,102584.26,102582.21,102592.75
10491.59705462,488,102570.08,100436.47,102564.46,100978.26,102573.64,102581.03,102591.3,102581.6
10491.617653729,489,102570.08,100429.49,102564.46,100982.24,102565.64,102598.08,102601.48,102582.66
10491.641509226,490,102567.91,100437.53,102572.45,100985.14,102563.5,102581.03,102600.39,102564.84
10491.662088233,491,102568.27,100438.59,102576.44,100985.14,102564.57,102573.04,102596.39,102583.72
10491.682735983,492,102567.91,100432.45,102574.56,100979.33,102556.57,102581.03,102591.3,102583.72
10491.703263299,493,102577.67,100437.53,102573.5,100986.22,102551.5,102576.28,102581.13,102573.63
10491.723812007,494,102570.08,100441.54,102573.5,100978.26,102573.64,102582.1,102581.13,102567.77
10491.744464523,495,102568.99,100421.46,102572.45,100986.22,102574.71,102574.12,102599.31,102575.74
10491.765039522,496,102565.01,100438.59,102572.45,100978.26,102557.64,102597.33,102591.3,102578.67
10491.785640045,497,102575.86,100441.54,102568.46,100982.24,102557.64,102577.03,102609.15,102584.77
10491.809450075,498,102578.03,100438.59,102572.45,100990.2,102556.57,102581.03,102589.13,102567.77
10491.83003125,499,102572.25,100433.51,102573.5,100986.22,102562.43,102593.01,102593.13,102583.72
10491.850659736,500,102566.1,100436.47,102573.5,100985.14,102565.64,102589.01,102582.21,102579.73
10491.871310023,501,102570.08,100430.55,102571.39,100986.22,102557.64,102577.03,102587.3,102584.77
10491.891827133,502,102580.21,100430.55,102568.46,100982.24,102552.57,102583.94,102581.13,102575.74
10491.91231608,503,102570.08,100441.54,102559.41,100979.33,102564.57,102582.1,102583.3,102584.77
10491.932923384,504,102565.38,100437.53,102572.45,100986.22,102548.57,102577.03,102597.48,102584.77
10491.95682313,505,102568.99,100442.6,102572.45,100982.24,102557.64,102590.09,102595.31,102582.66
10491.977412371,506,102580.21,100437.53,102572.45,100986.22,102557.64,102592.25,102603.31,102592.75
10491.997964287,507,102570.08,100451.69,102567.4,100990.2,102565.64,102589.01,102582.21,102583.72
10492.018579189,508,102562.12,100438.59,102572.45,100986.22,102564.57,102583.18,102589.13,102583.72
10492.039176357,509,102580.21,100442.6,102572.45,100986.22,102573.64,102573.04,102591.3,102579.73
10492.059854379,510,102571.16,100433.51,102569.51,100979.33,102563.5,102583.18,102589.13,102573.63
10492.080297243,511,102570.08,100446.62,102572.45,100990.2,102561.35,102584.26,102597.14,102579.73
10492.100929851,512,102572.25,100442.6,102570.34,100985.14,102577.64,102584.26,102586.21,102584.77
10492.124739814,513,102572.25,100433.51,102577.5,100990.2,102557.64,102593.33,102593.13,102579.73
10492.145330067,514,102572.97,100438.59,102572.45,100986.22,102564.57,102585.02,102603.31,102579.73
10492.165932559,515,102570.08,100437.53,102576.44,100986.22,102571.5,102578.11,102589.13,102581.84
10492.186481986,516,102570.08,100441.54,102566.34,100986.22,102556.57,102581.03,102598.22,102592.75
10492.207087377,517,102567.91,100437.53,102568.46,100980.4,102555.5,102579.19,102599.31,102580.79
10492.22765537,518,102572.25,100429.49,102569.28,100986.22,102557.64,102581.03,102597.14,102584.77
10492.248237185,519,102571.16,100437.53,102564.46,100978.26,102557.64,102582.1,102589.13,102584.77
10492.268897101,520,102572.25,100437.53,102580.44,100978.26,102563.5,102590.09,102597.14,102583.72
10492.292664943,521,102570.08,100430.55,102574.56,100982.24,102572.57,102579.95,102587.3,102583.72
10492.313313363,522,102580.21,100437.53,102579.61,100979.33,102565.64,102586.1,102581.13,102585.83
10492.333939038,523,102559.23,100445.56,102578.55,100986.22,102560.57,102578.11,102587.3,102573.63
10492.354517247,524,102570.44,100437.53,102575.39,100987.29,102577.64,102570.88,102591.3,102593.81
10492.375108091,525,102572.25,100436.47,102573.5,100983.31,102565.64,102574.12,102590.22,102583.72
10492.395686266,526,102572.25,100437.53,102573.5,100978.26,102573.64,102584.26,102582.21,102575.74
10492.416269922,527,102573.34,100436.47,102572.45,100982.24,102568.57,102579.19,102595.31,102580.79
10492.436903324,528,102573.34,100435.41,102582.55,100979.33,102555.5,102586.1,102590.96,102583.72
10492.460706202,529,102576.23,100437.53,102573.5,100978.26,102560.57,102573.04,102599.31,102590.64
10492.481225005,530,102572.25,100437.53,102564.46,100982.24,102559.5,102581.03,102592.05,102584.77
10492.50187849,531,102572.25,100437.53,102560.47,100973.2,102561.64,102579.19,102591.3,102583.72
10492.522509335,532,102570.08,100433.51,102565.52,100994.18,102556.57,102586.1,102582.21,102583.72
10492.543017231,533,102572.25,100441.54,102566.57,100987.29,102564.57,102579.95,102595.31,102587.94
10492.564102037,534,102567.91,100441.54,102573.5,100991.27,102565.64,102575.2,102577.12,102584.77
10492.584202183,535,102563.93,100437.53,102568.46,100978.26,102561.64,102582.1,102593.13,102585.83
10492.604867233,536,102583.1,100434.57,102576.44,100986.22,102559.5,102581.03,102586.21,102579.73
10492.628604321,537,102571.88,100436.47,102565.52,100987.29,102560.57,102581.03,102598.22,102591.69
10492.649206204,538,102566.1,100432.45,102577.5,100995.25,102556.57,102593.01,102575.29,102585.83
10492.669802821,539,102570.08,100438.59,102568.46,100985.14,102575.78,102581.03,102586.21,102578.67
10492.690366922,540,102567.91,100431.39,102574.56,100986.22,102561.64,102576.28,102603.31,102583.72
10492.710961175,541,102572.25,100437.53,102566.34,100986.22,102579.78,102582.1,102589.13,102585.83
10492.731559421,542,102572.25,100434.57,102569.51,100994.18,102565.64,102582.1,102594.22,102588.76
10492.752253078,543,102567.91,100435.41,102566.57,100985.14,102565.64,102577.03,102581.13,102585.83
10492.772755714,544,102561.04,100433.51,102571.39,100990.2,102563.79,102581.03,102599.31,102572.81
10492.796552556,545,102571.16,100439.65,102572.45,100986.22,102567.5,102579.19,102586.21,102574.69
10492.817126177,546,102567.19,100436.47,102573.5,100986.22,102573.64,102581.03,102586.21,102584.77
10492.837768475,547,102564.29,100437.53,102572.45,100986.22,102558.71,102584.26,102589.13,102583.72
10492.858330274,548,102568.27,100433.51,102577.5,100982.24,102564.57,102581.03,102583.3,102583.72
10492.878963307,549,102571.16,100429.49,102568.46,100986.22,102559.5,102573.04,102577.12,102579.73
10492.899583741,550,102572.25,100440.48,102572.45,100983.31,102565.64,102582.1,102593.13,102579.73
10492.920021215,551,102570.08,100429.49,102568.46,100982.24,102563.79,102583.18,102603.31,102580.79
10492.940683642,552,102576.23,100437.53,102574.56,100986.22,102561.64,102583.18,102593.47,102579.73
10492.964553914,553,102572.25,100434.57,102566.34,100987.29,102553.64,102592.25,102579.29,102582.66
10492.985117697,554,102571.16,100445.56,102569.51,100986.22,102564.57,102584.26,102595.31,102587.7
10493.00573021,555,102577.31,100432.45,102572.45,100987.29,102565.64,102591.17,102595.31,102584.77
10493.026306496,556,102566.1,100429.49,102577.5,100995.25,102565.64,102589.01,102581.13,102576.8
10493.047262531,557,102572.25,100428.44,102574.56,100982.24,102559.5,102583.18,102588.38,102596.74
10493.067716913,558,102576.95,100438.59,102582.55,100982.24,102559.5,102591.17,102598.22,102566.71
10493.088502131,559,102578.03,100429.49,102572.45,100986.22,102553.64,102582.1,102581.13,102580.79
10493.108662624,560,102575.14,100430.55,102565.52,100986.22,102569.64,102593.01,102603.31,102601.78
10493.132552165,561,102568.27,100437.53,102558.58,100985.14,102569.64,102581.03,102599.31,102571.75
10493.153087135,562,102580.93,100428.44,102569.51,100991.27,102564.57,102586.1,102583.3,102583.72
10493.17370405,563,102580.21,100429.49,102573.5,100985.14,102557.64,102583.18,102595.31,102581.84
10493.19447844,564,102568.27,100435.41,102572.45,100990.2,102575.78,102585.34,102590.22,102585.83
10493.214877549,565,102576.95,100439.65,102566.57,100992.34,102567.79,102577.03,102582.21,102576.8
10493.235411888,566,102564.29,100434.57,102565.52,100994.18,102557.64,102591.17,102588.38,102585.83
10493.255987312,567,102579.12,100441.54,102562.35,100982.24,102559.79,102584.26,102583.3,102585.83
10493.279882913,568,102580.21,100437.53,102552.48,100983.31,102561.64,102575.2,102591.3,102577.86
10493.300456906,569,102578.03,100437.53,102564.46,100986.22,102560.57,102575.2,102593.47,102579.73
10493.321107547,570,102572.25,100446.62,102565.52,100986.22,102553.64,102590.09,102587.3,102583.72
10493.341639376,571,102576.23,100425.48,102572.45,100987.29,102555.5,102580.27,102593.13,102580.79
10493.362279836,572,102578.03,100429.49,102562.58,100985.14,102569.64,102587.18,102596.39,102582.66
10493.383022784,573,102564.29,100441.54,102556.47,100986.22,102567.79,102587.18,102591.3,102585.83
10493.403342345,574,102570.08,100444.5,102564.46,100982.24,102561.64,102585.02,102584.38,102584.77
10493.423978366,575,102572.97,100441.54,102565.52,100983.31,102572.57,102586.1,102603.31,102585.83
10493.447795978,576,102568.99,100441.54,102573.5,100986.22,102561.64,102577.03,102594.22,102582.66
10493.46841751,577,102580.21,100446.62,102564.46,100986.22,102560.57,102585.02,102594.22,102577.86
10493.488994319,578,102568.27,100434.57,102574.56,100979.33,102562.71,102598.08,102600.39,102585.83
10493.509789253,579,102588.16,100439.65,102573.5,100986.22,102548.57,102573.04,102583.3,102577.62
10493.530729748,580,102562.12,100437.53,102570.57,100986.22,102557.64,102582.1,102592.39,102576.8
10493.550682677,581,102572.25,100438.59,102573.5,100989.12,102560.57,102587.18,102591.3,102591.69
10493.571369966,582,102568.99,100439.43,102574.56,100983.31,102557.64,102589.01,102589.47,102585.83
10493.59195006,583,102569.36,100441.54,102572.45,100986.22,102573.64,102579.19,102595.31,102580.79
10493.615768291,584,102570.08,100433.51,102567.4,100990.2,102565.64,102579.19,102581.13,102582.9
10493.636458017,585,102565.01,100439.65,102572.45,100986.22,102566.71,102584.26,102593.13,102571.75
10493.657094327,586,102576.95,100433.51,102576.44,100986.22,102568.57,102584.26,102594.22,102583.72
10493.67764478,587,102569.36,100442.6,102573.5,100985.14,102557.64,102582.1,102599.31,102585.83
10493.698175589,588,102580.21,100442.6,102574.56,100982.24,102565.64,102581.03,102595.31,102583.72
10493.718670141,589,102571.16,100445.56,102574.56,100987.29,102557.64,102574.12,102607.31,102578.67
10493.739271246,590,102578.03,100445.56,102572.45,100986.22,102563.79,102585.34,102592.39,102577.62
