t_pc,sample_idx,force
3722.607041805,143,-36.0088
3723.049437521,144,-35.6836
3723.487575933,145,-35.4641
3723.930008242,146,-35.7476
3724.372139594,147,-36.2898
3724.810746684,148,-97.4717
3725.252860275,149,-94.9503
3725.691331042,150,-103.8769
3726.133512824,151,-113.1839
3726.571898063,152,-17.7172
3727.01416887,153,-0.6651
3727.452430441,154,-0.4515
3727.894902738,155,0.1437
3728.33303467,156,-0.8087
3728.775385475,157,-0.1724
3729.213670861,158,-1.1032
3729.655977165,159,-0.7418
3730.098141382,160,-0.0579
3730.536680338,161,-0.4271
3730.978854748,162,0.6006
3731.417255096,163,1.0913
3731.859570216,164,0.1474
3732.297804564,165,-0.9766
3732.740147456,166,-0.8084
3733.178394551,167,0.0047
3733.620806048,168,0.0335
3734.059080627,169,1.1854
3734.501392045,170,0.5614
3734.939666987,171,1.1052
3735.381992068,172,0.3806
3735.820271128,173,-0.1185
3736.262619288,174,-0.4270
3736.700868422,175,-0.4971
3737.143232801,176,-0.3457
3737.585430304,177,-0.5208
3738.023863262,178,-1.0791
3738.466148568,179,-0.5982
3738.904452632,180,-0.6280
3739.346818223,181,-0.7521
3739.785238702,182,-0.8492
3740.227386537,183,-0.6492
3740.665741662,184,-0.5876
3741.108050403,185,-0.8677
3741.546297477,186,-1.2563
3741.988648903,187,-0.9596
3742.426895173,188,-0.5133
3742.869194137,189,-0.1630
3743.311416079,190,-0.0908
3743.749834122,191,-0.3680
3744.192127645,192,-3.4017
3744.63043427,193,-3.3368
3745.072785012,194,-2.9597
3745.511052735,195,-3.4868
3745.953367909,196,-3.7706
3746.391634674,197,-4.8067
3746.834027763,198,16.1997
