t_pc,sample_idx,force
6682.95343028,127,-35.0186
6683.395442935,128,-35.1193
6683.833764717,129,-35.1135
6684.276055277,130,-44.5074
6684.71428724,131,-66.7046
6685.156678266,132,-48.9339
6685.594921163,133,-72.9935
6686.037197226,134,-1.6941
6686.475526001,135,-21.0165
6686.917927787,136,-0.0891
6687.356119967,137,0.9681
6687.798466747,138,0.2229
6688.236655332,139,0.3223
6688.678970189,140,1.1032
6689.117295432,141,0.5761
6689.559656987,142,0.6446
6689.997922296,143,1.0464
6690.440176984,144,1.1840
6690.878501314,145,0.0367
6691.320949825,146,-0.2972
6691.75914653,147,-0.1508
6692.201421955,148,0.0449
6692.639723846,149,0.0215
6693.082056311,150,-0.1366
6693.52029608,151,0.5423
6693.962672624,152,-0.0241
6694.401040236,153,-0.3780
6694.843273906,154,-0.1135
6695.281568102,155,0.0049
6695.723963288,156,-0.1561
6696.162132411,157,0.4093
6696.604478755,158,0.5065
6697.04260439,159,0.8186
6697.485032557,160,1.6788
6697.923263176,161,0.9306
6698.365667836,162,0.8838
6698.803832477,163,0.8828
6699.246264399,164,1.2215
6699.684461086,165,1.8666
6700.12684679,166,1.3164
6700.565080662,167,1.7794
6701.007484688,168,1.7546
6701.445641442,169,1.8067
6701.88797317,170,1.4594
6702.326314084,171,1.0019
6702.768593493,172,0.6974
6703.206840408,173,1.0390
6703.649174055,174,1.9496
6704.087400605,175,2.2816
6704.529734966,176,1.9476
6704.968004571,177,2.8300
6705.410393249,178,3.5682
6705.848632857,179,13.0250
6706.290946916,180,48.1267
6706.729311163,181,83.1554
6707.171692067,182,121.6292
6707.609797364,183,162.5932
6708.052237324,184,122.2279
6708.490457663,185,-29.8487
6708.934359999,186,-36.3007
