t_pc,sample_idx,force
15658.776721524,204,0.0707
15659.212006704,205,-0.1109
15659.650297261,206,-0.1205
15660.092675527,207,-0.1211
15660.530899956,208,-0.1119
15660.973261024,209,-0.1218
15661.415485026,210,0.0314
15661.853894581,211,-33.6124
15662.296206199,212,-93.5028
15662.734468852,213,16.3664
15663.176822415,214,30.2026
15663.615067686,215,37.8379
15664.057440526,216,37.9075
15664.495676341,217,37.8946
15664.938012542,218,37.907
15665.380300086,219,37.9461
15665.818687441,220,37.9308
15666.260924612,221,37.9667
15666.699233514,222,37.9667
15667.141685366,223,37.9445
15667.579859273,224,37.9696
15668.022236649,225,37.9426
15668.460464982,226,37.9442
15668.902894579,227,37.9572
15669.341209029,228,37.9332
15669.783484448,229,37.9474
15670.225735093,230,37.9288
15670.664075351,231,37.9421
15671.106358282,232,37.9361
15671.544665815,233,37.9383
15671.987026605,234,37.957
15672.425239294,235,37.9409
15672.867610542,236,37.949
15673.305882011,237,37.9523
15673.748324765,238,37.946
15674.186539656,239,37.9532
15674.628899229,240,37.9449
15675.071024204,241,37.9526
15675.509507652,242,37.9622
15675.951745151,243,37.9434
15676.390129877,244,37.9557
15676.832404229,245,37.9728
15677.270735697,246,37.9677
15677.713130051,247,37.9481
15678.151355376,248,37.9393
15678.59382904,249,37.9223
15679.032032033,250,38.0244
15679.47435202,251,38.0625
15679.91650262,252,38.0748
15680.354911073,253,38.1297
15680.797177998,254,38.1167
15681.235478775,255,38.3046
15681.677892434,256,38.383
15682.116117677,257,38.2701
