t_pc,sample_idx,force
7321.766138484,1195,-10.7494
7322.204381549,1196,-10.941
7322.642740559,1197,-11.6194
7323.080949222,1198,-11.62
7323.519109081,1199,-11.8084
7323.957415091,1200,-50.9795
7324.395667531,1201,-190.0733
7324.834141815,1202,-222.8332
7325.272732106,1203,-56.4789
7325.710429816,1204,3.4567
7326.148631739,1205,12.5629
7326.587371725,1206,-49.8182
7327.025265873,1207,-48.9663
7327.463475457,1208,21.9292
7327.901831183,1209,23.4112
7328.339934457,1210,23.005
7328.782146225,1211,23.4015
7329.220421739,1212,23.8967
7329.658719257,1213,23.2822
7330.096986318,1214,23.291
7330.535251697,1215,23.5417
7330.973563216,1216,23.9638
7331.412072143,1217,23.8268
7331.850099031,1218,23.2871
7332.28833776,1219,23.2952
7332.72657014,1220,23.4583
7333.164850762,1221,22.681
7333.603078163,1222,22.683
7334.041331454,1223,22.6202
7334.479578716,1224,22.2512
7334.919046524,1225,23.0712
7335.356361436,1226,22.1856
7335.794416206,1227,22.2159
7336.233293982,1228,21.7231
7336.670875497,1229,20.8923
7337.111079328,1230,21.7279
7337.547433777,1231,21.2868
7337.985713257,1232,21.7226
7338.423911375,1233,23.3022
7338.862210946,1234,23.4321
7339.304399299,1235,23.3588
7339.744080429,1236,23.6348
7340.180975827,1237,23.3241
7340.619231572,1238,23.3914
7341.057535109,1239,23.0821
7341.495836974,1240,23.163
7341.934063194,1241,22.654
7342.372372169,1242,22.405
7342.81063191,1243,23.192
7343.249190253,1244,23.2188
7343.687167297,1245,24.3002
7344.125367157,1246,25.7938
7344.563637023,1247,29.4786
7345.001869864,1248,53.1279
7345.440151899,1249,81.2364
7345.878534886,1250,111.9208
7346.316744792,1251,143.9589
7346.754934838,1252,179.343
7347.193237093,1253,214.9521
7347.631439979,1254,253.2308
7348.073661992,1255,270.1059
7348.51195206,1256,-2.8377
7348.952062691,1257,-12.953
