t_pc,sample_idx,force
19425.888318365,59,-0.0045
19426.326406324,60,0.0184
19426.768778704,61,0.0021
19427.21110416,62,0.0006
19427.649408916,63,0.0129
19428.091702992,64,0.0205
19428.534015379,65,0.0284
19428.972428573,66,0.0165
19429.414696226,67,0.0266
19429.85692367,68,0.0337
19430.295326241,69,0.0286
19430.73768461,70,0.0213
19431.175933278,71,0.0134
19431.618253806,72,0.0174
19432.060643543,73,0.0137
19432.498871712,74,0.0059
19432.941160174,75,0.017
19433.383639629,76,0.0054
19433.822056164,77,-0.0016
19434.264181799,78,-0.0023
19434.706595689,79,-0.0051
19435.144869909,80,0.001
19435.587167994,81,-0.0056
19436.029739528,82,-0.0072
19436.467761273,83,-0.0159
19436.910132179,84,-0.0282
19437.352400532,85,-0.0526
19437.79080402,86,-0.0583
19438.233138561,87,-0.0803
19438.675319362,88,-0.0699
19439.113711398,89,-0.0635
19439.556043191,90,-0.0572
19439.994387273,91,-0.0554
19440.436719589,92,-0.0594
19440.87908827,93,-0.0551
19441.317414066,94,-0.0432
19441.759767162,95,-0.0398
19442.201960094,96,-0.0563
19442.640309337,97,-0.0519
19443.082820654,98,-0.0524
19443.524845539,99,-0.0562
19443.963230142,100,-0.0537
19444.40556502,101,-0.0676
19444.843869191,102,-0.0505
19445.28619354,103,-0.0528
19445.728817233,104,-0.0677
19446.166905947,105,-0.067
19446.609188151,106,-0.0583
19447.051956197,107,-0.0541
19447.489915628,108,-0.0566
19447.932125487,109,-0.0575
19448.374547044,110,-0.0594
19448.812737154,111,-0.0436
19449.256047633,112,-0.0599
19449.698383166,113,-0.0596
19450.135768181,114,-0.056
19450.578024872,115,-0.0521
19451.016353309,116,-0.0601
19451.458631183,117,-0.053
19451.901016545,118,-0.0474
19452.33932727,119,-0.0505
19452.781634724,120,-0.0554
19453.223982569,121,-0.0489
19453.662261671,122,-0.0365
19454.104583958,123,-0.0022
19454.546973382,124,0.0124
19454.985157298,125,0.0065
19455.427523016,126,0.0192
19455.869784285,127,0.0332
19456.308183247,128,0.0187
19456.75052575,129,0.0188
19457.188835088,130,0.009
19457.63205164,131,-0.0083
19458.073475258,132,-0.0088
19458.511825606,133,-0.0088
19458.954183839,134,-0.0119
19459.396436913,135,-0.0075
19459.834907237,136,0.0075
19460.277010002,137,0.0039
19460.719399746,138,0.0168
19461.157662439,139,0.0199
19461.600072249,140,0.007
19462.042371108,141,-0.0037
19462.48058793,142,0.0001
19462.922944841,143,0.001
19463.365166412,144,-0.0019
19463.803633053,145,-0.0013
19464.24604805,146,-0.0134
19464.68420271,147,-0.0007
19465.126562674,148,-0.005
19465.568881413,149,0.0024
19466.007136581,150,-0.0006
19466.449453284,151,0.0061
19466.891891406,152,0.0109
19467.330064703,153,0.0159
19467.772510652,154,-0.0023
19468.21474583,155,0.0076
19468.653133742,156,0.0158
19469.095474399,157,0.0132
19469.533684229,158,0.0099
19469.976047287,159,0.0033
19470.41840966,160,0.0012
19470.856615534,161,0.0064
19471.298997969,162,-0.0036
19471.741337164,163,-0.0032
19472.179647933,164,-0.011
19472.621992237,165,-0.0045
19473.064198005,166,-0.0055
19473.502598496,167,-0.0045
19473.944958032,168,-0.003
19474.383184269,169,0.0014
19474.825547732,170,0.0001
19475.267894562,171,0.0086
19475.706147901,172,0.0184
19476.148570921,173,-0.0002
19476.59089729,174,0.0035
19477.030343017,175,-0.0017
