t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m4_x,m4_y,m4_z
6951.499664715,1778766931.2596657,102837,67.5,-117.75000762939453,-1505.9659423828125,-5.850000381469727,280.20001220703125,-1378.18994140625
6951.49968139,1778766931.2596953,102838,58.95000076293945,-120.60000610351562,-1513.7099609375,-6.300000190734863,280.20001220703125,-1376.011962890625
6951.499692066,1778766931.2597072,102839,65.25,-115.80000305175781,-1514.9200439453125,-5.25,282.6000061035156,-1375.0439453125
6951.50093059,1778766931.2609382,102840,64.20000457763672,-120.9000015258789,-1514.9200439453125,-5.25,275.5500183105469,-1379.4000244140625
6951.502398479,1778766931.2624135,102841,63.30000305175781,-120.9000015258789,-1508.14404296875,-12.0,274.95001220703125,-1374.802001953125
6951.505014206,1778766931.265027,102842,63.900001525878906,-119.25000762939453,-1500.6419677734375,-10.65000057220459,270.45001220703125,-1373.833984375
6951.50639883,1778766931.266403,102843,63.900001525878906,-121.80000305175781,-1517.823974609375,-7.650000095367432,275.5500183105469,-1373.833984375
6951.506927519,1778766931.2669399,102844,63.900001525878906,-116.10000610351562,-1503.06201171875,-11.25,275.5500183105469,-1372.3819580078125
6951.508402019,1778766931.268415,102845,64.35000610351562,-121.95000457763672,-1501.1259765625,-11.550000190734863,271.95001220703125,-1383.998046875
6951.510590219,1778766931.2705953,102846,64.20000457763672,-124.95000457763672,-1501.1259765625,-11.550000190734863,275.5500183105469,-1369.9620361328125
6951.511400925,1778766931.2714138,102847,67.05000305175781,-124.95000457763672,-1509.35400390625,-10.350000381469727,277.3500061035156,-1378.4320068359375
6951.514707275,1778766931.2747018,102848,61.35000228881836,-120.60000610351562,-1505.48193359375,-9.90000057220459,271.0500183105469,-1375.2860107421875
6951.514731662,1778766931.274743,102849,61.35000228881836,-120.30000305175781,-1509.595947265625,-8.550000190734863,274.3500061035156,-1375.2860107421875
6951.515924046,1778766931.2759373,102850,64.5,-122.85000610351562,-1512.0159912109375,-4.650000095367432,274.3500061035156,-1377.7059326171875
6951.51740142,1778766931.2774146,102851,61.650001525878906,-114.00000762939453,-1509.8380126953125,-1.6500000953674316,273.0,-1385.2080078125
6951.518938455,1778766931.2789412,102852,66.1500015258789,-119.70000457763672,-1509.8380126953125,-1.6500000953674316,279.1500244140625,-1377.947998046875
6951.522015588,1778766931.2820277,102853,55.05000305175781,-119.70000457763672,-1508.385986328125,-7.650000095367432,276.1500244140625,-1373.592041015625
6951.522028618,1778766931.282043,102854,58.35000228881836,-120.9000015258789,-1506.449951171875,-6.150000095367432,275.8500061035156,-1382.7879638671875
