t_pc,sample_idx,force
619696.60741071,184,12.9889
619697.051070832,185,14.35
619697.489328285,186,12.6532
619697.930318981,187,14.4083
619698.36865381,188,14.1121
619698.811007518,189,12.6949
619699.249397901,190,13.02
619699.691686731,191,12.7527
619700.129891414,192,13.7784
619700.572253495,193,7.8699
619701.010570659,194,8.2272
619701.452830826,195,13.1969
619701.891117894,196,13.1043
619702.333462909,197,12.5764
619702.771704839,198,12.3945
619703.214094483,199,14.1536
619703.656274319,200,15.3421
619704.094669972,201,15.0248
619704.537167098,202,14.7127
619704.975308988,203,12.8954
619705.417629757,204,12.3892
619705.855939421,205,12.5665
619706.298294263,206,14.9892
619706.736516945,207,13.1608
619707.179134574,208,13.7675
619707.617123173,209,13.2027
619708.060342542,210,13.0685
619708.497759126,211,11.8428
619708.940135481,212,12.2167
619709.378384554,213,11.4843
619709.82070858,214,11.861
619710.262923752,215,12.6857
619710.701335782,216,12.1681
619711.143576081,217,13.041
619711.581973259,218,14.3012
619712.024304757,219,13.3519
619712.46246726,220,14.087
619712.904911389,221,13.9283
619713.345057322,222,13.5736
619713.785486564,223,13.3369
619714.223753185,224,13.5188
619714.666123102,225,14.9492
619715.104389022,226,13.7628
619715.547102609,227,14.8304
619715.988890506,228,15.7492
619716.427354196,229,14.6037
619716.869531331,230,14.5525
619717.307995512,231,15.8667
619717.750264017,232,14.8843
619718.189519397,233,14.6254
619718.630922553,234,18.6486
619719.071073395,235,14.6195
619719.511495287,236,13.5818
619719.949731434,237,13.1709
619720.392162295,238,15.9631
619720.830386484,239,13.546
619721.272681499,240,14.2615
619721.710998278,241,12.9508
619722.153333214,242,13.5757
619722.595578906,243,13.056
619723.033922075,244,13.5493
619723.476268439,245,12.9935
619723.914539159,246,12.6241
619724.356858082,247,12.6656
619724.795177236,248,13.671
619725.237538162,249,14.4833
619725.675785968,250,12.9071
619726.118128527,251,14.5415
619726.556388592,252,15.1065
619726.998744631,253,29.5499
619727.437167813,254,54.2743
619727.879418764,255,66.3212
619728.317610255,256,69.9914
619728.760019506,257,57.7701
619729.198313172,258,17.2707
619729.640567309,259,14.1821
