t_pc,t_sensor,sample_idx,m0_x,m0_y,m0_z,m4_x,m4_y,m4_z
365214.420316777,1779459257.1795955,9378,39.30000305175781,-127.80000305175781,-1465.552001953125,-11.550000190734863,299.8500061035156,-1350.60205078125
365214.421655422,1779459257.1812189,9379,37.5,-125.4000015258789,-1469.666015625,-11.100000381469727,302.70001220703125,-1349.634033203125
365214.423228773,1779459257.1827967,9380,37.5,-125.25000762939453,-1478.6199951171875,-10.050000190734863,302.70001220703125,-1346.488037109375
365214.425655905,1779459257.1852167,9381,41.70000076293945,-121.80000305175781,-1474.5059814453125,-10.800000190734863,299.8500061035156,-1355.6839599609375
365214.429015357,1779459257.1885815,9382,36.30000305175781,-123.30000305175781,-1465.7939453125,-9.450000762939453,296.4000244140625,-1357.8619384765625
365214.429646482,1779459257.1892166,9383,38.400001525878906,-123.30000305175781,-1474.02197265625,-13.050000190734863,304.20001220703125,-1355.199951171875
365214.43122518,1779459257.1907954,9384,40.35000228881836,-123.1500015258789,-1478.135986328125,-10.800000190734863,305.70001220703125,-1360.7659912109375
365214.433654025,1779459257.193217,9385,37.20000076293945,-120.9000015258789,-1469.4239501953125,-7.200000286102295,307.20001220703125,-1351.0859375
365214.435225312,1779459257.1947956,9386,43.05000305175781,-127.6500015258789,-1463.8580322265625,-10.5,310.0500183105469,-1359.072021484375
365214.437654457,1779459257.1972172,9387,47.400001525878906,-129.0,-1472.3280029296875,-19.350000381469727,305.4000244140625,-1354.23193359375
365214.439224492,1779459257.1987948,9388,36.0,-125.70000457763672,-1469.666015625,-13.950000762939453,298.0500183105469,-1353.989990234375
365214.441654559,1779459257.201217,9389,40.650001525878906,-125.25000762939453,-1478.8619384765625,-14.850000381469727,303.75,-1348.1820068359375
365214.443225806,1779459257.2027948,9390,31.80000114440918,-127.35000610351562,-1474.989990234375,-11.550000190734863,303.45001220703125,-1356.6519775390625
365214.445646468,1779459257.2052162,9391,38.25,-122.25000762939453,-1470.1500244140625,-9.90000057220459,304.8000183105469,-1350.3599853515625
365214.44722739,1779459257.2067974,9392,39.0,-126.1500015258789,-1480.072021484375,-11.700000762939453,301.6500244140625,-1355.4420166015625
365214.44964707,1779459257.2092185,9393,38.55000305175781,-126.00000762939453,-1469.666015625,-11.100000381469727,308.5500183105469,-1355.6839599609375
365214.451224868,1779459257.210796,9394,40.5,-127.05000305175781,-1473.053955078125,-13.350000381469727,303.9000244140625,-1352.2960205078125
365214.453650587,1779459257.213217,9395,37.20000076293945,-121.50000762939453,-1469.907958984375,-10.800000190734863,305.25,-1357.8619384765625
365214.455227513,1779459257.2147956,9396,38.10000228881836,-131.25,-1472.3280029296875,-9.0,297.0,-1355.6839599609375
365214.457655316,1779459257.2172184,9397,34.5,-126.1500015258789,-1472.0859375,-7.650000095367432,303.1500244140625,-1352.780029296875
365214.459227655,1779459257.218796,9398,41.85000228881836,-124.50000762939453,-1472.81201171875,-16.350000381469727,300.3000183105469,-1361.491943359375
365214.461654056,1779459257.2212183,9399,41.400001525878906,-124.35000610351562,-1477.6519775390625,-14.100000381469727,308.25,-1352.053955078125
365214.463231542,1779459257.2227962,9400,42.30000305175781,-123.45000457763672,-1481.0400390625,-12.0,313.6500244140625,-1349.1500244140625
365214.465656851,1779459257.2252188,9401,34.05000305175781,-123.00000762939453,-1466.52001953125,-15.15000057220459,299.70001220703125,-1356.89404296875
365214.46722874,1779459257.2267964,9402,41.25,-122.70000457763672,-1470.8759765625,-10.950000762939453,301.0500183105469,-1359.31396484375
365214.469647519,1779459257.229217,9403,43.650001525878906,-124.35000610351562,-1473.053955078125,-14.250000953674316,301.6500244140625,-1354.7159423828125
365214.471229042,1779459257.2307982,9404,39.60000228881836,-126.75000762939453,-1472.0859375,-8.550000190734863,301.5,-1355.4420166015625
365214.473651316,1779459257.2332187,9405,40.80000305175781,-126.45000457763672,-1473.053955078125,-12.300000190734863,301.20001220703125,-1360.281982421875
365214.475226579,1779459257.2347965,9406,43.5,-123.45000457763672,-1466.2779541015625,-14.700000762939453,303.1500244140625,-1350.843994140625
365214.477661203,1779459257.237221,9407,36.150001525878906,-131.5500030517578,-1467.72998046875,-13.200000762939453,301.8000183105469,-1354.23193359375
365214.479234803,1779459257.2387977,9408,37.05000305175781,-122.4000015258789,-1470.8759765625,-10.5,300.45001220703125,-1355.4420166015625
365214.481654854,1779459257.2412183,9409,41.85000228881836,-128.25,-1468.697998046875,-12.750000953674316,302.8500061035156,-1348.666015625
365214.483227244,1779459257.242797,9410,39.900001525878906,-120.00000762939453,-1460.7120361328125,-6.0,300.3000183105469,-1357.135986328125
365214.485658522,1779459257.2452211,9411,41.25,-133.20001220703125,-1469.1820068359375,-9.300000190734863,301.3500061035156,-1353.2640380859375
365214.487225272,1779459257.246795,9412,32.85000228881836,-127.20000457763672,-1476.6839599609375,-11.40000057220459,302.25,-1356.6519775390625
365214.48965629,1779459257.2492185,9413,38.85000228881836,-125.4000015258789,-1471.3599853515625,-9.0,302.1000061035156,-1360.5240478515625
365214.491229079,1779459257.250798,9414,41.85000228881836,-126.1500015258789,-1478.3780517578125,-12.90000057220459,302.8500061035156,-1354.23193359375
365214.49364855,1779459257.2532177,9415,41.70000076293945,-120.45000457763672,-1466.52001953125,-12.450000762939453,302.5500183105469,-1356.4100341796875
365214.49522852,1779459257.2547975,9416,39.900001525878906,-120.1500015258789,-1477.89404296875,-14.100000381469727,304.3500061035156,-1347.93994140625
365214.497649322,1779459257.2572196,9417,37.5,-128.70001220703125,-1474.02197265625,-12.750000953674316,306.75,-1353.2640380859375
365214.499235802,1779459257.2587986,9418,35.85000228881836,-131.10000610351562,-1468.697998046875,-8.850000381469727,304.5,-1348.666015625
365214.501675273,1779459257.261219,9419,39.60000228881836,-126.30000305175781,-1474.02197265625,-20.25,302.4000244140625,-1355.6839599609375
