t_pc,sample_idx,S0,S1,S2,S3,S4,S5,S6,S7
365214.420266491,894,102207.48,100933.71,102789.77,109772.83,102194.14,102218.49,102227.95,102223.06
365214.440497178,895,102208.28,100925.61,102788.72,109755.61,102187.99,102216.6,102215.85,102219.04
365214.464853867,896,102218.44,100927.72,102784.7,109763.64,102187.99,102218.73,102214.78,102215.02
365214.485376876,897,102200.26,100933.71,102798.87,109759.63,102198.17,102208.55,102215.85,102231.1
365214.505978123,898,102206.41,100929.66,102784.7,109754.46,102205.18,102208.55,102225.8,102223.06
365214.52643419,899,102206.41,100922.61,102780.67,109751.59,102198.17,102220.62,102219.88,102224.11
365214.547139776,900,102201.33,100934.76,102790.82,109753.31,102199.23,102215.53,102218.81,102227.08
365214.567574371,901,102205.34,100935.81,102802.89,109751.59,102194.14,102224.65,102212.89,102213.98
365214.588297712,902,102202.4,100927.72,102790.82,109757.33,102180.99,102224.65,102216.92,102211.01
365214.612237541,903,102213.36,100929.66,102785.75,109763.64,102198.17,102218.49,102219.88,102228.12
365214.632872138,904,102200.26,100925.61,102789.77,109755.61,102205.18,102216.36,102217.99,102224.11
365214.653952841,905,102204.27,100927.72,102785.75,109751.59,102199.23,102218.49,102211.81,102227.08
365214.673947921,906,102213.36,100927.72,102788.72,109757.33,102190.11,102211.51,102218.81,102223.06
365214.694882242,907,102210.42,100925.61,102790.82,109763.64,102197.12,102220.62,102217.74,102216.07
365214.715234293,908,102200.26,100927.72,102786.96,109752.17,102195.2,102212.58,102217.74,102239.14
365214.735694156,909,102203.19,100934.76,102799.91,109753.31,102199.23,102224.65,102217.74,102224.11
365214.756145486,910,102200.26,100926.66,102788.72,109755.61,102194.14,102214.47,102219.88,102216.07
365214.779828166,911,102217.37,100925.61,102781.72,109761.35,102190.11,102219.56,102227.95,102229.17
365214.800866494,912,102203.19,100931.77,102792.75,109751.59,102198.17,102220.62,102215.85,102215.02
365214.820901134,913,102213.36,100933.71,102788.72,109764.79,102198.17,102220.62,102205.64,102225.15
365214.841998402,914,102209.35,100931.77,102781.72,109747.57,102197.12,102218.49,102222.84,102219.04
365214.862588432,915,102200.26,100925.61,102781.72,109755.61,102194.14,102217.67,102219.88,102225.15
365214.882990258,916,102212.28,100934.76,102792.75,109765.94,102197.12,102215.53,102220.95,102216.07
365214.903623814,917,102208.28,100930.71,102795.89,109755.61,102190.11,102220.62,102217.74,102213.98
365214.92409224,918,102219.51,100929.66,102794.84,109759.63,102190.11,102220.62,102219.88,102213.98
365214.947859097,919,102216.29,100930.71,102786.79,109743.56,102199.23,102216.6,102215.85,102227.08
365214.968926419,920,102203.47,100924.56,102788.72,109755.61,102195.2,102232.7,102218.81,102224.11
365214.988917423,921,102205.34,100934.76,102786.79,109763.64,102195.2,102223.58,102207.78,102209.96
365215.009985537,922,102200.26,100927.72,102787.67,109749.3,102193.08,102226.54,102222.84,102234.23
365215.030005354,923,102205.34,100929.66,102788.72,109763.64,102194.14,102223.58,102217.74,102220.09
365215.050997913,924,102196.25,100927.72,102786.79,109755.61,102194.14,102206.42,102221.77,102211.01
365215.071521663,925,102216.29,100925.61,102781.72,109762.5,102190.11,102206.42,102217.74,102224.11
