t_pc,sample_idx,force
7260.9789372,65,-1.6473
7261.417193424,66,-0.6004
7261.859450187,67,-0.3853
7262.297805943,68,0.5641
7262.739997265,69,0.4362
7263.178410523,70,0.3711
7263.620595654,71,0.8707
7264.059016956,72,-1.2589
7264.497379006,73,0.4685
7264.939651665,74,0.5040
7265.377941953,75,-0.3928
7265.820263216,76,-1.6357
7266.258508251,77,-1.2188
7266.700806882,78,-0.8639
7267.139109283,79,-0.6183
7267.581437172,80,-0.1320
7268.019683825,81,0.4467
7268.461971843,82,2.8985
7268.900227873,83,2.7959
7269.342646578,84,2.6082
7269.780859289,85,2.4375
7270.223223521,86,2.9692
7270.661503275,87,1.6070
7271.099721367,88,2.3834
7271.542127222,89,3.4083
7271.980409329,90,2.1288
7272.42268265,91,0.3894
7272.860915955,92,-0.7868
7273.303430695,93,-0.0883
7273.741539822,94,-0.2842
7274.183885875,95,-0.7626
7274.622205309,96,0.0996
7275.064531231,97,0.7356
7275.502766393,98,0.5294
7275.945109901,99,-0.1820
7276.383442436,100,-0.1358
7276.825722902,101,-0.5845
7277.263961019,102,0.0648
7277.706235979,103,0.2132
7278.144592209,104,0.6741
7278.586799402,105,0.2734
7279.025186868,106,0.1268
7279.463541525,107,0.1898
7279.905741203,108,-0.5597
7280.344031542,109,-1.1676
7280.786378579,110,0.0060
7281.224682204,111,-0.3030
7281.666985163,112,-0.1054
7282.105263987,113,0.0544
7282.547629534,114,0.4257
7282.98584436,115,-0.3310
7283.428221128,116,-1.2181
7283.866527566,117,-0.7085
7284.308776183,118,-1.2433
7284.747129765,119,1.8505
7285.189279818,120,1.9988
7285.627700849,121,2.6301
7286.065911973,122,1.5990
7286.508286422,123,1.7332
7286.94657001,124,3.4082
7287.388937711,125,3.7670
7287.827165886,126,3.5744
7288.269552285,127,9.8702
